"Plot Title: 1283022 "
"#","Time, GMT-05:00","K-Type, °C","Started","Host Connected","Stopped","End Of File"
389,10/23/15 12:55:17.293 PM,22.29,,,,
390,10/23/15 12:55:18.293 PM,22.63,,,,
391,10/23/15 12:55:19.293 PM,22.63,,,,
392,10/23/15 12:55:20.293 PM,22.63,,,,
393,10/23/15 12:55:21.293 PM,22.63,,,,
394,10/23/15 12:55:22.293 PM,22.63,,,,
395,10/23/15 12:55:23.293 PM,22.63,,,,
396,10/23/15 12:55:24.293 PM,22.63,,,,
397,10/23/15 12:55:25.293 PM,22.63,,,,
398,10/23/15 12:55:26.293 PM,22.29,,,,
399,10/23/15 12:55:27.293 PM,22.63,,,,
400,10/23/15 12:55:28.293 PM,22.63,,,,
401,10/23/15 12:55:29.293 PM,22.63,,,,
402,10/23/15 12:55:30.293 PM,22.63,,,,
403,10/23/15 12:55:31.293 PM,22.29,,,,
404,10/23/15 12:55:32.293 PM,22.29,,,,
405,10/23/15 12:55:33.293 PM,22.29,,,,
406,10/23/15 12:55:34.293 PM,22.29,,,,
407,10/23/15 12:55:35.293 PM,22.29,,,,
408,10/23/15 12:55:36.293 PM,22.63,,,,
409,10/23/15 12:55:37.293 PM,22.63,,,,
410,10/23/15 12:55:38.293 PM,22.29,,,,
411,10/23/15 12:55:39.293 PM,22.63,,,,
412,10/23/15 12:55:40.293 PM,22.63,,,,
413,10/23/15 12:55:41.293 PM,22.29,,,,
414,10/23/15 12:55:42.293 PM,22.63,,,,
415,10/23/15 12:55:43.293 PM,22.29,,,,
416,10/23/15 12:55:44.293 PM,22.63,,,,
417,10/23/15 12:55:45.293 PM,22.29,,,,
418,10/23/15 12:55:46.293 PM,22.29,,,,
419,10/23/15 12:55:47.293 PM,22.29,,,,
420,10/23/15 12:55:48.293 PM,22.29,,,,
421,10/23/15 12:55:49.293 PM,22.29,,,,
422,10/23/15 12:55:50.293 PM,22.29,,,,
423,10/23/15 12:55:51.293 PM,22.29,,,,
424,10/23/15 12:55:52.293 PM,22.29,,,,
425,10/23/15 12:55:53.293 PM,22.29,,,,
426,10/23/15 12:55:54.293 PM,22.29,,,,
427,10/23/15 12:55:55.293 PM,22.29,,,,
428,10/23/15 12:55:56.293 PM,22.29,,,,
429,10/23/15 12:55:57.293 PM,22.29,,,,
430,10/23/15 12:55:58.293 PM,22.63,,,,
431,10/23/15 12:55:59.293 PM,22.29,,,,
432,10/23/15 12:56:00.293 PM,22.63,,,,
433,10/23/15 12:56:01.293 PM,22.63,,,,
434,10/23/15 12:56:02.293 PM,22.29,,,,
435,10/23/15 12:56:03.293 PM,22.29,,,,
436,10/23/15 12:56:04.293 PM,22.63,,,,
437,10/23/15 12:56:05.293 PM,22.63,,,,
438,10/23/15 12:56:06.293 PM,22.63,,,,
439,10/23/15 12:56:07.293 PM,22.29,,,,
440,10/23/15 12:56:08.293 PM,22.63,,,,
441,10/23/15 12:56:09.293 PM,22.29,,,,
442,10/23/15 12:56:10.293 PM,22.63,,,,
443,10/23/15 12:56:11.293 PM,22.63,,,,
444,10/23/15 12:56:12.293 PM,22.63,,,,
445,10/23/15 12:56:13.293 PM,22.63,,,,
446,10/23/15 12:56:14.293 PM,22.63,,,,
447,10/23/15 12:56:15.293 PM,22.63,,,,
448,10/23/15 12:56:16.293 PM,22.63,,,,
449,10/23/15 12:56:17.293 PM,22.63,,,,
450,10/23/15 12:56:18.293 PM,22.63,,,,
451,10/23/15 12:56:19.293 PM,22.63,,,,
452,10/23/15 12:56:20.293 PM,22.63,,,,
453,10/23/15 12:56:21.293 PM,22.63,,,,
454,10/23/15 12:56:22.293 PM,22.63,,,,
455,10/23/15 12:56:23.293 PM,22.63,,,,
456,10/23/15 12:56:24.293 PM,22.63,,,,
457,10/23/15 12:56:25.293 PM,22.63,,,,
458,10/23/15 12:56:26.293 PM,22.63,,,,
459,10/23/15 12:56:27.293 PM,22.63,,,,
460,10/23/15 12:56:28.293 PM,22.63,,,,
461,10/23/15 12:56:29.293 PM,22.63,,,,
462,10/23/15 12:56:30.293 PM,22.63,,,,
463,10/23/15 12:56:31.293 PM,22.63,,,,
464,10/23/15 12:56:32.293 PM,22.63,,,,
465,10/23/15 12:56:33.293 PM,22.63,,,,
466,10/23/15 12:56:34.293 PM,22.63,,,,
467,10/23/15 12:56:35.293 PM,22.63,,,,
468,10/23/15 12:56:36.293 PM,22.63,,,,
469,10/23/15 12:56:37.293 PM,22.63,,,,
470,10/23/15 12:56:38.293 PM,22.63,,,,
471,10/23/15 12:56:39.293 PM,22.63,,,,
472,10/23/15 12:56:40.293 PM,22.63,,,,
473,10/23/15 12:56:41.293 PM,22.63,,,,
474,10/23/15 12:56:42.293 PM,22.63,,,,
475,10/23/15 12:56:43.293 PM,22.63,,,,
476,10/23/15 12:56:44.293 PM,22.63,,,,
477,10/23/15 12:56:45.293 PM,22.63,,,,
478,10/23/15 12:56:46.293 PM,22.29,,,,
479,10/23/15 12:56:47.293 PM,22.63,,,,
480,10/23/15 12:56:48.293 PM,22.63,,,,
481,10/23/15 12:56:49.293 PM,22.63,,,,
482,10/23/15 12:56:50.293 PM,22.63,,,,
483,10/23/15 12:56:51.293 PM,22.63,,,,
484,10/23/15 12:56:52.293 PM,22.63,,,,
485,10/23/15 12:56:53.293 PM,22.63,,,,
486,10/23/15 12:56:54.293 PM,22.63,,,,
487,10/23/15 12:56:55.293 PM,22.63,,,,
488,10/23/15 12:56:56.293 PM,22.63,,,,
489,10/23/15 12:56:57.293 PM,22.63,,,,
490,10/23/15 12:56:58.293 PM,22.63,,,,
491,10/23/15 12:56:59.293 PM,22.63,,,,
492,10/23/15 12:57:00.293 PM,22.63,,,,
493,10/23/15 12:57:01.293 PM,22.29,,,,
494,10/23/15 12:57:02.293 PM,22.63,,,,
495,10/23/15 12:57:03.293 PM,22.63,,,,
496,10/23/15 12:57:04.293 PM,22.63,,,,
497,10/23/15 12:57:05.293 PM,22.63,,,,
498,10/23/15 12:57:06.293 PM,22.63,,,,
499,10/23/15 12:57:07.293 PM,22.63,,,,
500,10/23/15 12:57:08.293 PM,22.63,,,,
501,10/23/15 12:57:09.293 PM,22.63,,,,
502,10/23/15 12:57:10.293 PM,22.63,,,,
503,10/23/15 12:57:11.293 PM,22.63,,,,
504,10/23/15 12:57:12.293 PM,22.63,,,,
505,10/23/15 12:57:13.293 PM,22.63,,,,
506,10/23/15 12:57:14.293 PM,22.63,,,,
507,10/23/15 12:57:15.293 PM,22.63,,,,
508,10/23/15 12:57:16.293 PM,22.97,,,,
509,10/23/15 12:57:17.293 PM,22.63,,,,
510,10/23/15 12:57:18.293 PM,22.63,,,,
511,10/23/15 12:57:19.293 PM,22.63,,,,
512,10/23/15 12:57:20.293 PM,22.63,,,,
