"Plot Title: 1282986"
"#","Date Time, GMT-05:00","K-Type, °C (LGR S/N: 1282986, SEN S/N: 1282986)","Started (LGR S/N: 1282986)","Button Down (LGR S/N: 1282986)","Button Up (LGR S/N: 1282986)","Host Connected (LGR S/N: 1282986)","Stopped (LGR S/N: 1282986)","End Of File (LGR S/N: 1282986)"
1,06/15/16 10:05:25 AM,28.00,Logged,,,,,
2,06/15/16 10:05:26 AM,27.33,,,,,,
3,06/15/16 10:05:27 AM,28.00,,,,,,
4,06/15/16 10:05:28 AM,28.00,,,,,,
5,06/15/16 10:05:29 AM,28.00,,,,,,
6,06/15/16 10:05:30 AM,28.00,,,,,,
7,06/15/16 10:05:31 AM,28.00,,,,,,
8,06/15/16 10:05:32 AM,28.00,,,,,,
9,06/15/16 10:05:33 AM,28.00,,,,,,
10,06/15/16 10:05:34 AM,28.00,,,,,,
11,06/15/16 10:05:35 AM,28.00,,,,,,
12,06/15/16 10:05:36 AM,28.34,,,,,,
13,06/15/16 10:05:37 AM,28.00,,,,,,
14,06/15/16 10:05:38 AM,28.00,,,,,,
15,06/15/16 10:05:39 AM,28.34,,,,,,
16,06/15/16 10:05:40 AM,28.34,,,,,,
17,06/15/16 10:05:41 AM,28.34,,,,,,
18,06/15/16 10:05:42 AM,28.00,,,,,,
19,06/15/16 10:05:43 AM,28.34,,,,,,
20,06/15/16 10:05:44 AM,28.00,,,,,,
21,06/15/16 10:05:45 AM,28.34,,,,,,
22,06/15/16 10:05:46 AM,28.34,,,,,,
23,06/15/16 10:05:47 AM,28.34,,,,,,
24,06/15/16 10:05:48 AM,28.34,,,,,,
25,06/15/16 10:05:49 AM,28.34,,,,,,
26,06/15/16 10:05:50 AM,28.34,,,,,,
27,06/15/16 10:05:51 AM,28.00,,,,,,
28,06/15/16 10:05:52 AM,28.34,,,,,,
29,06/15/16 10:05:53 AM,28.34,,,,,,
30,06/15/16 10:05:54 AM,28.34,,,,,,
31,06/15/16 10:05:55 AM,28.00,,,,,,
32,06/15/16 10:05:56 AM,28.34,,,,,,
33,06/15/16 10:05:57 AM,28.34,,,,,,
34,06/15/16 10:05:58 AM,28.34,,,,,,
35,06/15/16 10:05:59 AM,28.34,,,,,,
36,06/15/16 10:06:00 AM,28.34,,,,,,
37,06/15/16 10:06:01 AM,28.34,,,,,,
38,06/15/16 10:06:02 AM,28.34,,,,,,
39,06/15/16 10:06:03 AM,28.34,,,,,,
40,06/15/16 10:06:04 AM,28.34,,,,,,
41,06/15/16 10:06:05 AM,28.34,,,,,,
42,06/15/16 10:06:06 AM,28.34,,,,,,
43,06/15/16 10:06:07 AM,28.34,,,,,,
44,06/15/16 10:06:08 AM,28.34,,,,,,
45,06/15/16 10:06:09 AM,28.34,,,,,,
46,06/15/16 10:06:10 AM,28.34,,,,,,
47,06/15/16 10:06:11 AM,28.34,,,,,,
48,06/15/16 10:06:12 AM,28.34,,,,,,
49,06/15/16 10:06:13 AM,28.34,,,,,,
50,06/15/16 10:06:14 AM,28.34,,,,,,
51,06/15/16 10:06:15 AM,28.34,,,,,,
52,06/15/16 10:06:16 AM,28.34,,,,,,
53,06/15/16 10:06:17 AM,28.34,,,,,,
54,06/15/16 10:06:18 AM,28.34,,,,,,
55,06/15/16 10:06:19 AM,28.34,,,,,,
56,06/15/16 10:06:20 AM,28.34,,,,,,
57,06/15/16 10:06:21 AM,28.34,,,,,,
58,06/15/16 10:06:22 AM,28.34,,,,,,
59,06/15/16 10:06:23 AM,28.34,,,,,,
60,06/15/16 10:06:24 AM,28.34,,,,,,
61,06/15/16 10:06:25 AM,28.34,,,,,,
62,06/15/16 10:06:26 AM,28.34,,,,,,
63,06/15/16 10:06:27 AM,28.34,,,,,,
64,06/15/16 10:06:28 AM,28.34,,,,,,
65,06/15/16 10:06:29 AM,28.34,,,,,,
66,06/15/16 10:06:30 AM,28.34,,,,,,
67,06/15/16 10:06:31 AM,28.34,,,,,,
68,06/15/16 10:06:32 AM,28.34,,,,,,
69,06/15/16 10:06:33 AM,28.34,,,,,,
70,06/15/16 10:06:34 AM,28.34,,,,,,
71,06/15/16 10:06:35 AM,28.34,,,,,,
72,06/15/16 10:06:36 AM,28.34,,,,,,
73,06/15/16 10:06:37 AM,28.00,,,,,,
74,06/15/16 10:06:38 AM,28.00,,,,,,
75,06/15/16 10:06:39 AM,28.34,,,,,,
76,06/15/16 10:06:40 AM,28.00,,,,,,
77,06/15/16 10:06:41 AM,28.00,,,,,,
78,06/15/16 10:06:42 AM,28.34,,,,,,
79,06/15/16 10:06:43 AM,28.34,,,,,,
80,06/15/16 10:06:44 AM,28.34,,,,,,
81,06/15/16 10:06:45 AM,28.34,,,,,,
82,06/15/16 10:06:46 AM,28.34,,,,,,
83,06/15/16 10:06:47 AM,28.34,,,,,,
84,06/15/16 10:06:48 AM,28.34,,,,,,
85,06/15/16 10:06:49 AM,28.34,,,,,,
86,06/15/16 10:06:50 AM,28.34,,,,,,
87,06/15/16 10:06:51 AM,28.34,,,,,,
88,06/15/16 10:06:52 AM,28.34,,,,,,
89,06/15/16 10:06:53 AM,28.34,,,,,,
90,06/15/16 10:06:54 AM,28.34,,,,,,
91,06/15/16 10:06:55 AM,28.34,,,,,,
92,06/15/16 10:06:56 AM,28.34,,,,,,
93,06/15/16 10:06:57 AM,28.34,,,,,,
94,06/15/16 10:06:58 AM,28.34,,,,,,
95,06/15/16 10:06:59 AM,28.34,,,,,,
96,06/15/16 10:07:00 AM,28.34,,,,,,
97,06/15/16 10:07:01 AM,28.34,,,,,,
98,06/15/16 10:07:02 AM,28.34,,,,,,
99,06/15/16 10:07:03 AM,28.34,,,,,,
100,06/15/16 10:07:04 AM,28.34,,,,,,
101,06/15/16 10:07:05 AM,28.34,,,,,,
102,06/15/16 10:07:06 AM,28.34,,,,,,
103,06/15/16 10:07:07 AM,28.34,,,,,,
104,06/15/16 10:07:08 AM,28.34,,,,,,
105,06/15/16 10:07:09 AM,28.34,,,,,,
106,06/15/16 10:07:10 AM,28.34,,,,,,
107,06/15/16 10:07:11 AM,28.34,,,,,,
108,06/15/16 10:07:12 AM,28.34,,,,,,
109,06/15/16 10:07:13 AM,28.34,,,,,,
110,06/15/16 10:07:14 AM,28.34,,,,,,
111,06/15/16 10:07:15 AM,28.34,,,,,,
112,06/15/16 10:07:16 AM,28.34,,,,,,
113,06/15/16 10:07:17 AM,28.34,,,,,,
114,06/15/16 10:07:18 AM,28.34,,,,,,
115,06/15/16 10:07:19 AM,28.34,,,,,,
116,06/15/16 10:07:20 AM,28.34,,,,,,
117,06/15/16 10:07:21 AM,28.34,,,,,,
118,06/15/16 10:07:22 AM,28.34,,,,,,
119,06/15/16 10:07:23 AM,28.34,,,,,,
120,06/15/16 10:07:24 AM,28.34,,,,,,
121,06/15/16 10:07:25 AM,28.34,,,,,,
122,06/15/16 10:07:26 AM,28.34,,,,,,
123,06/15/16 10:07:27 AM,28.34,,,,,,
124,06/15/16 10:07:28 AM,28.34,,,,,,
125,06/15/16 10:07:29 AM,28.34,,,,,,
126,06/15/16 10:07:30 AM,28.34,,,,,,
127,06/15/16 10:07:31 AM,28.34,,,,,,
128,06/15/16 10:07:32 AM,28.34,,,,,,
129,06/15/16 10:07:33 AM,28.34,,,,,,
130,06/15/16 10:07:34 AM,28.34,,,,,,
131,06/15/16 10:07:35 AM,28.34,,,,,,
132,06/15/16 10:07:36 AM,28.34,,,,,,
133,06/15/16 10:07:37 AM,28.34,,,,,,
134,06/15/16 10:07:38 AM,28.34,,,,,,
135,06/15/16 10:07:39 AM,28.34,,,,,,
136,06/15/16 10:07:40 AM,28.34,,,,,,
137,06/15/16 10:07:41 AM,28.34,,,,,,
138,06/15/16 10:07:42 AM,28.34,,,,,,
139,06/15/16 10:07:43 AM,28.34,,,,,,
140,06/15/16 10:07:44 AM,28.34,,,,,,
141,06/15/16 10:07:45 AM,28.34,,,,,,
142,06/15/16 10:07:46 AM,28.34,,,,,,
143,06/15/16 10:07:47 AM,28.34,,,,,,
144,06/15/16 10:07:48 AM,28.34,,,,,,
145,06/15/16 10:07:49 AM,28.34,,,,,,
146,06/15/16 10:07:50 AM,28.34,,,,,,
147,06/15/16 10:07:51 AM,28.34,,,,,,
148,06/15/16 10:07:52 AM,28.34,,,,,,
149,06/15/16 10:07:53 AM,28.34,,,,,,
150,06/15/16 10:07:54 AM,28.34,,,,,,
151,06/15/16 10:07:55 AM,28.67,,,,,,
152,06/15/16 10:07:56 AM,28.34,,,,,,
153,06/15/16 10:07:57 AM,28.34,,,,,,
154,06/15/16 10:07:58 AM,28.34,,,,,,
155,06/15/16 10:07:59 AM,28.34,,,,,,
156,06/15/16 10:08:00 AM,28.34,,,,,,
157,06/15/16 10:08:01 AM,28.34,,,,,,
158,06/15/16 10:08:02 AM,28.34,,,,,,
159,06/15/16 10:08:03 AM,28.34,,,,,,
160,06/15/16 10:08:04 AM,28.67,,,,,,
161,06/15/16 10:08:05 AM,28.67,,,,,,
162,06/15/16 10:08:06 AM,28.34,,,,,,
163,06/15/16 10:08:07 AM,28.67,,,,,,
164,06/15/16 10:08:08 AM,28.67,,,,,,
165,06/15/16 10:08:09 AM,28.67,,,,,,
166,06/15/16 10:08:10 AM,28.67,,,,,,
167,06/15/16 10:08:11 AM,28.67,,,,,,
168,06/15/16 10:08:12 AM,28.34,,,,,,
169,06/15/16 10:08:13 AM,28.67,,,,,,
170,06/15/16 10:08:14 AM,28.67,,,,,,
171,06/15/16 10:08:15 AM,28.67,,,,,,
172,06/15/16 10:08:16 AM,28.67,,,,,,
173,06/15/16 10:08:17 AM,28.67,,,,,,
174,06/15/16 10:08:18 AM,28.67,,,,,,
175,06/15/16 10:08:19 AM,28.67,,,,,,
176,06/15/16 10:08:20 AM,28.67,,,,,,
177,06/15/16 10:08:21 AM,28.67,,,,,,
178,06/15/16 10:08:22 AM,28.67,,,,,,
179,06/15/16 10:08:23 AM,28.67,,,,,,
180,06/15/16 10:08:24 AM,28.67,,,,,,
181,06/15/16 10:08:25 AM,28.67,,,,,,
182,06/15/16 10:08:26 AM,28.67,,,,,,
183,06/15/16 10:08:27 AM,28.67,,,,,,
184,06/15/16 10:08:28 AM,28.67,,,,,,
185,06/15/16 10:08:29 AM,28.67,,,,,,
186,06/15/16 10:08:30 AM,28.67,,,,,,
187,06/15/16 10:08:31 AM,28.67,,,,,,
188,06/15/16 10:08:32 AM,28.67,,,,,,
189,06/15/16 10:08:33 AM,28.67,,,,,,
190,06/15/16 10:08:34 AM,28.67,,,,,,
191,06/15/16 10:08:35 AM,28.67,,,,,,
192,06/15/16 10:08:36 AM,28.67,,,,,,
193,06/15/16 10:08:37 AM,28.67,,,,,,
194,06/15/16 10:08:38 AM,28.67,,,,,,
195,06/15/16 10:08:39 AM,28.67,,,,,,
196,06/15/16 10:08:40 AM,28.67,,,,,,
197,06/15/16 10:08:41 AM,28.67,,,,,,
198,06/15/16 10:08:42 AM,28.67,,,,,,
199,06/15/16 10:08:43 AM,28.67,,,,,,
200,06/15/16 10:08:44 AM,28.67,,,,,,
201,06/15/16 10:08:45 AM,28.67,,,,,,
202,06/15/16 10:08:46 AM,28.67,,,,,,
203,06/15/16 10:08:47 AM,28.67,,,,,,
204,06/15/16 10:08:48 AM,28.67,,,,,,
205,06/15/16 10:08:49 AM,28.67,,,,,,
206,06/15/16 10:08:50 AM,28.67,,,,,,
207,06/15/16 10:08:51 AM,28.67,,,,,,
208,06/15/16 10:08:52 AM,28.67,,,,,,
209,06/15/16 10:08:53 AM,28.67,,,,,,
210,06/15/16 10:08:54 AM,28.67,,,,,,
211,06/15/16 10:08:55 AM,28.67,,,,,,
212,06/15/16 10:08:56 AM,28.67,,,,,,
213,06/15/16 10:08:57 AM,28.67,,,,,,
214,06/15/16 10:08:58 AM,28.67,,,,,,
215,06/15/16 10:08:59 AM,28.67,,,,,,
216,06/15/16 10:09:00 AM,28.67,,,,,,
217,06/15/16 10:09:01 AM,28.67,,,,,,
218,06/15/16 10:09:02 AM,28.67,,,,,,
219,06/15/16 10:09:03 AM,28.67,,,,,,
220,06/15/16 10:09:04 AM,28.67,,,,,,
221,06/15/16 10:09:05 AM,28.67,,,,,,
222,06/15/16 10:09:06 AM,28.67,,,,,,
223,06/15/16 10:09:07 AM,28.67,,,,,,
224,06/15/16 10:09:08 AM,28.67,,,,,,
225,06/15/16 10:09:09 AM,28.67,,,,,,
226,06/15/16 10:09:10 AM,28.67,,,,,,
227,06/15/16 10:09:11 AM,28.67,,,,,,
228,06/15/16 10:09:12 AM,28.67,,,,,,
229,06/15/16 10:09:13 AM,28.67,,,,,,
230,06/15/16 10:09:14 AM,28.67,,,,,,
231,06/15/16 10:09:15 AM,28.67,,,,,,
232,06/15/16 10:09:16 AM,28.67,,,,,,
233,06/15/16 10:09:17 AM,28.67,,,,,,
234,06/15/16 10:09:18 AM,28.67,,,,,,
235,06/15/16 10:09:19 AM,28.67,,,,,,
236,06/15/16 10:09:20 AM,28.67,,,,,,
