"Plot Title: 1283022"
"#","Date Time, GMT-05:00","K-Type, °C (LGR S/N: 1283022, SEN S/N: 1283022)","Started (LGR S/N: 1283022)","Button Down (LGR S/N: 1283022)","Button Up (LGR S/N: 1283022)","Host Connected (LGR S/N: 1283022)","Stopped (LGR S/N: 1283022)","End Of File (LGR S/N: 1283022)"
1,06/29/16 08:34:55 AM,404.00,Logged,,,,,
2,06/29/16 08:34:56 AM,396.29,,,,,,
3,06/29/16 08:34:57 AM,391.47,,,,,,
4,06/29/16 08:34:58 AM,387.29,,,,,,
5,06/29/16 08:34:59 AM,381.50,,,,,,
6,06/29/16 08:35:00 AM,379.88,,,,,,
7,06/29/16 08:35:01 AM,381.17,,,,,,
8,06/29/16 08:35:02 AM,385.36,,,,,,
9,06/29/16 08:35:03 AM,389.54,,,,,,
10,06/29/16 08:35:04 AM,402.39,,,,,,
11,06/29/16 08:35:05 AM,406.24,,,,,,
12,06/29/16 08:35:06 AM,378.27,,,,,,
13,06/29/16 08:35:07 AM,379.88,,,,,,
14,06/29/16 08:35:08 AM,392.11,,,,,,
15,06/29/16 08:35:09 AM,384.72,,,,,,
16,06/29/16 08:35:10 AM,385.04,,,,,,
17,06/29/16 08:35:11 AM,373.12,,,,,,
18,06/29/16 08:35:12 AM,374.08,,,,,,
19,06/29/16 08:35:13 AM,369.89,,,,,,
20,06/29/16 08:35:14 AM,364.08,,,,,,
21,06/29/16 08:35:15 AM,371.50,,,,,,
22,06/29/16 08:35:16 AM,372.47,,,,,,
23,06/29/16 08:35:17 AM,388.26,,,,,,
24,06/29/16 08:35:18 AM,386.65,,,,,,
25,06/29/16 08:35:19 AM,391.15,,,,,,
26,06/29/16 08:35:20 AM,393.40,,,,,,
27,06/29/16 08:35:21 AM,390.19,,,,,,
28,06/29/16 08:35:22 AM,395.65,,,,,,
29,06/29/16 08:35:23 AM,386.00,,,,,,
30,06/29/16 08:35:24 AM,381.17,,,,,,
31,06/29/16 08:35:25 AM,372.15,,,,,,
32,06/29/16 08:35:26 AM,381.82,,,,,,
33,06/29/16 08:35:27 AM,385.68,,,,,,
34,06/29/16 08:35:28 AM,394.69,,,,,,
35,06/29/16 08:35:29 AM,393.40,,,,,,
36,06/29/16 08:35:30 AM,387.29,,,,,,
37,06/29/16 08:35:31 AM,391.79,,,,,,
38,06/29/16 08:35:32 AM,389.22,,,,,,
39,06/29/16 08:35:33 AM,386.32,,,,,,
40,06/29/16 08:35:34 AM,396.94,,,,,,
41,06/29/16 08:35:35 AM,402.72,,,,,,
42,06/29/16 08:35:36 AM,390.19,,,,,,
43,06/29/16 08:35:37 AM,391.15,,,,,,
44,06/29/16 08:35:38 AM,383.75,,,,,,
45,06/29/16 08:35:39 AM,375.37,,,,,,
46,06/29/16 08:35:40 AM,389.86,,,,,,
47,06/29/16 08:35:41 AM,391.47,,,,,,
48,06/29/16 08:35:42 AM,394.04,,,,,,
49,06/29/16 08:35:43 AM,391.79,,,,,,
50,06/29/16 08:35:44 AM,395.33,,,,,,
51,06/29/16 08:35:45 AM,392.44,,,,,,
52,06/29/16 08:35:46 AM,394.36,,,,,,
53,06/29/16 08:35:47 AM,388.26,,,,,,
54,06/29/16 08:35:48 AM,391.15,,,,,,
55,06/29/16 08:35:49 AM,388.58,,,,,,
56,06/29/16 08:35:50 AM,397.90,,,,,,
57,06/29/16 08:35:51 AM,395.01,,,,,,
58,06/29/16 08:35:52 AM,393.40,,,,,,
59,06/29/16 08:35:53 AM,386.97,,,,,,
60,06/29/16 08:35:54 AM,387.29,,,,,,
61,06/29/16 08:35:55 AM,388.90,,,,,,
62,06/29/16 08:35:56 AM,390.51,,,,,,
63,06/29/16 08:35:57 AM,396.29,,,,,,
64,06/29/16 08:35:58 AM,396.29,,,,,,
65,06/29/16 08:35:59 AM,395.01,,,,,,
66,06/29/16 08:36:00 AM,392.76,,,,,,
67,06/29/16 08:36:01 AM,395.33,,,,,,
68,06/29/16 08:36:02 AM,385.04,,,,,,
69,06/29/16 08:36:03 AM,383.43,,,,,,
70,06/29/16 08:36:04 AM,387.93,,,,,,
71,06/29/16 08:36:05 AM,388.58,,,,,,
72,06/29/16 08:36:06 AM,390.83,,,,,,
73,06/29/16 08:36:07 AM,389.22,,,,,,
74,06/29/16 08:36:08 AM,382.78,,,,,,
75,06/29/16 08:36:09 AM,382.14,,,,,,
76,06/29/16 08:36:10 AM,388.26,,,,,,
77,06/29/16 08:36:11 AM,395.65,,,,,,
78,06/29/16 08:36:12 AM,393.40,,,,,,
79,06/29/16 08:36:13 AM,387.61,,,,,,
80,06/29/16 08:36:14 AM,378.27,,,,,,
81,06/29/16 08:36:15 AM,392.44,,,,,,
82,06/29/16 08:36:16 AM,384.39,,,,,,
83,06/29/16 08:36:17 AM,389.54,,,,,,
84,06/29/16 08:36:18 AM,393.08,,,,,,
85,06/29/16 08:36:19 AM,392.11,,,,,,
86,06/29/16 08:36:20 AM,380.53,,,,,,
87,06/29/16 08:36:21 AM,390.83,,,,,,
88,06/29/16 08:36:22 AM,380.53,,,,,,
