"Plot Title: 2247367"
"#","Date Time, GMT-06:00","K-Type, °C (LGR S/N: 2247367, SEN S/N: 2247367)","Started (LGR S/N: 2247367)","Host Connected (LGR S/N: 2247367)","Stopped (LGR S/N: 2247367)","End Of File (LGR S/N: 2247367)"
1,11/06/15 10:57:07 AM,15.20,Logged,,,
2,11/06/15 10:57:08 AM,15.54,,,,
3,11/06/15 10:57:09 AM,15.54,,,,
4,11/06/15 10:57:10 AM,15.20,,,,
5,11/06/15 10:57:11 AM,15.20,,,,
6,11/06/15 10:57:12 AM,15.20,,,,
7,11/06/15 10:57:13 AM,15.54,,,,
8,11/06/15 10:57:14 AM,15.20,,,,
9,11/06/15 10:57:15 AM,15.20,,,,
10,11/06/15 10:57:16 AM,15.54,,,,
11,11/06/15 10:57:17 AM,15.20,,,,
12,11/06/15 10:57:18 AM,15.20,,,,
13,11/06/15 10:57:19 AM,15.54,,,,
14,11/06/15 10:57:20 AM,15.20,,,,
15,11/06/15 10:57:21 AM,15.20,,,,
16,11/06/15 10:57:22 AM,15.54,,,,
17,11/06/15 10:57:23 AM,15.20,,,,
18,11/06/15 10:57:24 AM,15.20,,,,
19,11/06/15 10:57:25 AM,15.20,,,,
20,11/06/15 10:57:26 AM,15.20,,,,
21,11/06/15 10:57:27 AM,15.20,,,,
22,11/06/15 10:57:28 AM,15.20,,,,
23,11/06/15 10:57:29 AM,15.20,,,,
24,11/06/15 10:57:30 AM,15.20,,,,
25,11/06/15 10:57:31 AM,15.20,,,,
26,11/06/15 10:57:32 AM,15.20,,,,
27,11/06/15 10:57:33 AM,15.20,,,,
28,11/06/15 10:57:34 AM,15.20,,,,
29,11/06/15 10:57:35 AM,15.20,,,,
30,11/06/15 10:57:36 AM,15.20,,,,
31,11/06/15 10:57:37 AM,15.54,,,,
32,11/06/15 10:57:38 AM,15.20,,,,
33,11/06/15 10:57:39 AM,15.54,,,,
34,11/06/15 10:57:40 AM,15.20,,,,
35,11/06/15 10:57:41 AM,15.20,,,,
36,11/06/15 10:57:42 AM,15.54,,,,
37,11/06/15 10:57:43 AM,15.54,,,,
38,11/06/15 10:57:44 AM,15.20,,,,
39,11/06/15 10:57:45 AM,15.20,,,,
40,11/06/15 10:57:46 AM,15.54,,,,
41,11/06/15 10:57:47 AM,15.54,,,,
42,11/06/15 10:57:48 AM,15.54,,,,
43,11/06/15 10:57:49 AM,15.20,,,,
44,11/06/15 10:57:50 AM,15.54,,,,
45,11/06/15 10:57:51 AM,15.54,,,,
46,11/06/15 10:57:52 AM,15.54,,,,
47,11/06/15 10:57:53 AM,15.54,,,,
48,11/06/15 10:57:54 AM,15.54,,,,
49,11/06/15 10:57:55 AM,15.54,,,,
50,11/06/15 10:57:56 AM,15.54,,,,
51,11/06/15 10:57:57 AM,15.54,,,,
52,11/06/15 10:57:58 AM,15.54,,,,
53,11/06/15 10:57:59 AM,15.54,,,,
54,11/06/15 10:58:00 AM,15.54,,,,
55,11/06/15 10:58:01 AM,15.54,,,,
56,11/06/15 10:58:02 AM,15.54,,,,
57,11/06/15 10:58:03 AM,15.54,,,,
58,11/06/15 10:58:04 AM,15.54,,,,
59,11/06/15 10:58:05 AM,15.54,,,,
60,11/06/15 10:58:06 AM,15.54,,,,
61,11/06/15 10:58:07 AM,15.20,,,,
62,11/06/15 10:58:08 AM,15.54,,,,
63,11/06/15 10:58:09 AM,15.54,,,,
64,11/06/15 10:58:10 AM,15.54,,,,
