time,mass
2016-06-08 15:10:28,"031	ec10	0.0405149460	2526080.0000000000"
2016-06-08 15:10:29,"031	ec10	1.0406708717	2516480.0000000000"
2016-06-08 15:10:30,"027	ec10	2.0369429588	2520030.0000000000"
2016-06-08 15:10:31,"031	ec10	3.0401308537	2517360.0000000000"
2016-06-08 15:10:32,"041	ec10	4.0504219532	2517310.0000000000"
2016-06-08 15:10:33,"028	ec10	5.0376188755	2518300.0000000000"
2016-06-08 15:10:34,"033	ec10	6.0427498817	2524480.0000000000"
2016-06-08 15:10:35,"027	ec10	7.0370190144	2513260.0000000000"
2016-06-08 15:10:36,"032	ec10	8.0413050652	2517240.0000000000"
2016-06-08 15:10:37,"028	ec10	9.0375359058	2527420.0000000000"
2016-06-08 15:10:38,"056	ec10	10.0657310486	2503520.0000000000"
2016-06-08 15:10:39,"039	ec10	11.0489878654	2529550.0000000000"
2016-06-08 15:10:40,"029	ec10	12.0382230282	2522510.0000000000"
2016-06-08 15:10:41,"034	ec10	13.0433568954	2519890.0000000000"
2016-06-08 15:10:42,"028	ec10	14.0374469757	2504460.0000000000"
2016-06-08 15:10:43,"053	ec10	15.0626080036	2515320.0000000000"
2016-06-08 15:10:44,"032	ec10	16.0420238972	2508620.0000000000"
2016-06-08 15:10:45,"031	ec10	17.0401809216	2520990.0000000000"
2016-06-08 15:10:46,"028	ec10	18.0374250412	2519750.0000000000"
2016-06-08 15:10:47,"030	ec10	19.0395529270	2512110.0000000000"
2016-06-08 15:10:48,"035	ec10	20.0447709560	2511440.0000000000"
2016-06-08 15:10:49,"065	ec10	21.0749459267	2508940.0000000000"
2016-06-08 15:10:50,"048	ec10	22.0572509766	2509970.0000000000"
2016-06-08 15:10:51,"032	ec10	23.0414779186	2506450.0000000000"
2016-06-08 15:10:52,"031	ec10	24.0406448841	2507400.0000000000"
2016-06-08 15:10:53,"027	ec10	25.0367970467	2505720.0000000000"
2016-06-08 15:10:54,"030	ec10	26.0399990082	2507050.0000000000"
2016-06-08 15:10:55,"042	ec10	27.0512809753	2507500.0000000000"
2016-06-08 15:10:56,"029	ec10	28.0384218693	2506550.0000000000"
2016-06-08 15:10:57,"033	ec10	29.0425498486	2507490.0000000000"
2016-06-08 15:10:58,"028	ec10	30.0377218723	2507270.0000000000"
2016-06-08 15:10:59,"032	ec10	31.0418720245	2506160.0000000000"
2016-06-08 15:11:00,"028	ec10	32.0370469093	2506770.0000000000"
2016-06-08 15:11:01,"057	ec10	33.0662350655	2507490.0000000000"
2016-06-08 15:11:02,"040	ec10	34.0494079590	2508130.0000000000"
2016-06-08 15:11:03,"029	ec10	35.0386588573	2507960.0000000000"
2016-06-08 15:11:04,"027	ec10	36.0368969440	2509060.0000000000"
2016-06-08 15:11:05,"028	ec10	37.0370478630	2507870.0000000000"
2016-06-08 15:11:06,"054	ec10	38.0632510185	2507660.0000000000"
2016-06-08 15:11:07,"033	ec10	39.0425498486	2508270.0000000000"
2016-06-08 15:11:08,"031	ec10	40.0406239033	2507980.0000000000"
2016-06-08 15:11:09,"027	ec10	41.0368700027	2510030.0000000000"
2016-06-08 15:11:10,"030	ec10	42.0390958786	2510150.0000000000"
2016-06-08 15:11:11,"028	ec10	43.0373640060	2510400.0000000000"
2016-06-08 15:11:12,"065	ec10	44.0745499134	2508220.0000000000"
2016-06-08 15:11:13,"048	ec10	45.0576689243	2503330.0000000000"
2016-06-08 15:11:14,"031	ec10	46.0407500267	2507810.0000000000"
2016-06-08 15:11:15,"032	ec10	47.0411150455	2506590.0000000000"
2016-06-08 15:11:16,"028	ec10	48.0373630524	2506500.0000000000"
2016-06-08 15:11:17,"031	ec10	49.0405240059	2508610.0000000000"
2016-06-08 15:11:18,"042	ec10	50.0517909527	2507980.0000000000"
2016-06-08 15:11:19,"029	ec10	51.0389750004	2507050.0000000000"
2016-06-08 15:11:20,"034	ec10	52.0431370735	2507010.0000000000"
2016-06-08 15:11:21,"028	ec10	53.0372250080	2505630.0000000000"
2016-06-08 15:11:22,"032	ec10	54.0415740013	2505680.0000000000"
2016-06-08 15:11:23,"028	ec10	55.0377979279	2504470.0000000000"
2016-06-08 15:11:24,"057	ec10	56.0670039654	2501640.0000000000"
2016-06-08 15:11:25,"040	ec10	57.0492119789	2497160.0000000000"
2016-06-08 15:11:26,"030	ec10	58.0394279957	2497550.0000000000"
2016-06-08 15:11:27,"034	ec10	59.0438029766	2496710.0000000000"
2016-06-08 15:11:28,"028	ec10	60.0380048752	2494840.0000000000"
2016-06-08 15:11:29,"055	ec10	61.0640540123	2492450.0000000000"
2016-06-08 15:11:30,"034	ec10	62.0434279442	2487600.0000000000"
2016-06-08 15:11:31,"031	ec10	63.0408489704	2485280.0000000000"
2016-06-08 15:11:32,"027	ec10	64.0369980335	2483330.0000000000"
2016-06-08 15:11:33,"031	ec10	65.0402128696	2481530.0000000000"
2016-06-08 15:11:34,"028	ec10	66.0375368595	2478280.0000000000"
2016-06-08 15:11:35,"065	ec10	67.0747189522	2476290.0000000000"
2016-06-08 15:11:36,"048	ec10	68.0579669476	2474900.0000000000"
