time,mass
2016-06-22 12:29:31,"391	sn31	0.0404748917	2221550.0000000000"
2016-06-22 12:29:32,"388	sn31	1.0377099514	2221800.0000000000"
2016-06-22 12:29:33,"393	sn31	2.0429129601	2222630.0000000000"
2016-06-22 12:29:34,"387	sn31	3.0370938778	2222610.0000000000"
2016-06-22 12:29:35,"393	sn31	4.0422968864	2222120.0000000000"
2016-06-22 12:29:36,"423	sn31	5.0725848675	2222600.0000000000"
2016-06-22 12:29:37,"405	sn31	6.0548257828	2221310.0000000000"
2016-06-22 12:29:38,"389	sn31	7.0381999016	2221520.0000000000"
2016-06-22 12:29:39,"388	sn31	8.0381479263	2221240.0000000000"
2016-06-22 12:29:40,"394	sn31	9.0436599255	2220870.0000000000"
2016-06-22 12:29:41,"388	sn31	10.0378618240	2220470.0000000000"
2016-06-22 12:29:42,"399	sn31	11.0490639210	2220210.0000000000"
2016-06-22 12:29:43,"388	sn31	12.0373280048	2221380.0000000000"
2016-06-22 12:29:44,"391	sn31	13.0405600071	2221130.0000000000"
2016-06-22 12:29:45,"388	sn31	14.0378270149	2221270.0000000000"
2016-06-22 12:29:46,"389	sn31	15.0390868187	2221070.0000000000"
2016-06-22 12:29:47,"388	sn31	16.0373039246	2221660.0000000000"
2016-06-22 12:29:48,"415	sn31	17.0644488335	2221830.0000000000"
2016-06-22 12:29:49,"397	sn31	18.0467817783	2220990.0000000000"
2016-06-22 12:29:50,"387	sn31	19.0370039940	2221640.0000000000"
2016-06-22 12:29:51,"392	sn31	20.0412290096	2221380.0000000000"
2016-06-22 12:29:52,"388	sn31	21.0375249386	2221890.0000000000"
2016-06-22 12:29:53,"408	sn31	22.0577797890	2221850.0000000000"
2016-06-22 12:29:54,"390	sn31	23.0400648117	2221480.0000000000"
2016-06-22 12:29:55,"389	sn31	24.0383617878	2221590.0000000000"
2016-06-22 12:29:56,"394	sn31	25.0436568260	2221380.0000000000"
2016-06-22 12:29:57,"387	sn31	26.0368819237	2221320.0000000000"
2016-06-22 12:29:58,"392	sn31	27.0420839787	2221150.0000000000"
2016-06-22 12:29:59,"423	sn31	28.0722618103	2220970.0000000000"
2016-06-22 12:30:00,"406	sn31	29.0555529594	2221120.0000000000"
2016-06-22 12:30:01,"388	sn31	30.0377919674	2221110.0000000000"
2016-06-22 12:30:02,"389	sn31	31.0391428471	2221490.0000000000"
2016-06-22 12:30:03,"388	sn31	32.0373868942	2222160.0000000000"
2016-06-22 12:30:04,"388	sn31	33.0375728607	2223540.0000000000"
2016-06-22 12:30:05,"399	sn31	34.0488679409	2223100.0000000000"
2016-06-22 12:30:06,"388	sn31	35.0372178555	2222160.0000000000"
2016-06-22 12:30:07,"392	sn31	36.0413398743	2221490.0000000000"
2016-06-22 12:30:08,"388	sn31	37.0376307964	2221220.0000000000"
2016-06-22 12:30:09,"390	sn31	38.0398819447	2221150.0000000000"
2016-06-22 12:30:10,"387	sn31	39.0370898247	2221290.0000000000"
2016-06-22 12:30:11,"415	sn31	40.0642428398	2220580.0000000000"
2016-06-22 12:30:12,"398	sn31	41.0476307869	2220540.0000000000"
2016-06-22 12:30:13,"388	sn31	42.0378599167	2220020.0000000000"
2016-06-22 12:30:14,"392	sn31	43.0421359539	2220910.0000000000"
2016-06-22 12:30:15,"388	sn31	44.0372388363	2222450.0000000000"
2016-06-22 12:30:16,"412	sn31	45.0616178513	2220080.0000000000"
2016-06-22 12:30:17,"391	sn31	46.0408668518	2220710.0000000000"
2016-06-22 12:30:18,"389	sn31	47.0391409397	2218250.0000000000"
2016-06-22 12:30:19,"394	sn31	48.0433108807	2218480.0000000000"
2016-06-22 12:30:20,"388	sn31	49.0375440121	2217740.0000000000"
2016-06-22 12:30:21,"393	sn31	50.0428359509	2218220.0000000000"
2016-06-22 12:30:22,"423	sn31	51.0730609894	2217520.0000000000"
2016-06-22 12:30:23,"407	sn31	52.0562198162	2219950.0000000000"
2016-06-22 12:30:24,"390	sn31	53.0395448208	2223200.0000000000"
2016-06-22 12:30:25,"390	sn31	54.0398337841	2219190.0000000000"
