Enter a label: 2016-07-20 11:01:46,437		0.0432081223	2287680.0000000000
2016-07-20 11:01:47,431		1.0375161171	2287650.0000000000
2016-07-20 11:01:48,432		2.0377879143	2288010.0000000000
2016-07-20 11:01:49,437		3.0431439877	2288250.0000000000
2016-07-20 11:01:50,448		4.0543589592	2288340.0000000000
2016-07-20 11:01:51,434		5.0406589508	2288600.0000000000
2016-07-20 11:01:52,432		6.0380189419	2289250.0000000000
2016-07-20 11:01:53,433		7.0393531322	2288470.0000000000
2016-07-20 11:01:54,431		8.0376219749	2288610.0000000000
2016-07-20 11:01:55,433		9.0389480591	2288180.0000000000
2016-07-20 11:01:56,463		10.0692110062	2288420.0000000000
2016-07-20 11:01:57,445		11.0514500141	2288590.0000000000
2016-07-20 11:01:58,436		12.0418031216	2288960.0000000000
2016-07-20 11:01:59,431		13.0370419025	2288250.0000000000
2016-07-20 11:02:00,434		14.0402739048	2289090.0000000000
2016-07-20 11:02:01,431		15.0375730991	2288660.0000000000
2016-07-20 11:02:02,440		16.0459060669	2289280.0000000000
2016-07-20 11:02:03,431		17.0371260643	2288470.0000000000
2016-07-20 11:02:04,431		18.0374279022	2289030.0000000000
2016-07-20 11:02:05,436		19.0417120457	2289210.0000000000
2016-07-20 11:02:06,431		20.0370440483	2289860.0000000000
2016-07-20 11:02:07,472		21.0782790184	2289330.0000000000
2016-07-20 11:02:08,454		22.0605630875	2288300.0000000000
2016-07-20 11:02:09,438		23.0438730717	2288960.0000000000
2016-07-20 11:02:10,431		24.0371580124	2288820.0000000000
2016-07-20 11:02:11,431		25.0374710560	2288800.0000000000
2016-07-20 11:02:12,438		26.0437381268	2287790.0000000000
2016-07-20 11:02:13,452		27.0581619740	2288740.0000000000
2016-07-20 11:02:14,435		28.0413970947	2285900.0000000000
2016-07-20 11:02:15,431		29.0376100540	2286870.0000000000
2016-07-20 11:02:16,434		30.0399129391	2288940.0000000000
2016-07-20 11:02:17,431		31.0371351242	2289410.0000000000
2016-07-20 11:02:18,433		32.0393400192	2289120.0000000000
2016-07-20 11:02:19,463		33.0696249008	2289350.0000000000
2016-07-20 11:02:20,446		34.0518789291	2288960.0000000000
2016-07-20 11:02:21,436		35.0422210693	2288810.0000000000
2016-07-20 11:02:22,431		36.0375061035	2289110.0000000000
2016-07-20 11:02:23,435		37.0408360958	2287830.0000000000
2016-07-20 11:02:24,431		38.0371370316	2287460.0000000000
2016-07-20 11:02:25,439		39.0454530716	2287570.0000000000
2016-07-20 11:02:26,438		40.0437290668	2287270.0000000000
2016-07-20 11:02:27,432		41.0380771160	2286640.0000000000
2016-07-20 11:02:28,436		42.0423290730	2288940.0000000000
2016-07-20 11:02:29,431		43.0376429558	2287900.0000000000
2016-07-20 11:02:30,472		44.0779149532	2288510.0000000000
2016-07-20 11:02:31,455		45.0611951351	2287670.0000000000
2016-07-20 11:02:32,437		46.0434839725	2286260.0000000000
2016-07-20 11:02:33,432		47.0377879143	2287230.0000000000
2016-07-20 11:02:34,432		48.0380771160	2287730.0000000000
2016-07-20 11:02:35,437		49.0434079170	2287930.0000000000
2016-07-20 11:02:36,449		50.0547020435	2287970.0000000000
2016-07-20 11:02:37,436		51.0419881344	2288510.0000000000
2016-07-20 11:02:38,431		52.0373029709	2301910.0000000000
2016-07-20 11:02:39,434		53.0405950546	2295310.0000000000
2016-07-20 11:02:40,432		54.0379450321	2295860.0000000000
2016-07-20 11:02:41,433		55.0392580032	2290010.0000000000
2016-07-20 11:02:42,463		56.0695409775	2288060.0000000000
2016-07-20 11:02:43,447		57.0528600216	2289740.0000000000
2016-07-20 11:02:44,436		58.0421519279	2285500.0000000000
2016-07-20 11:02:45,431		59.0374150276	2285510.0000000000
2016-07-20 11:02:46,434		60.0406250954	2284330.0000000000
2016-07-20 11:02:47,431		61.0368359089	2281840.0000000000
2016-07-20 11:02:48,440		62.0461170673	2278800.0000000000
2016-07-20 11:02:49,431		63.0374679565	2275790.0000000000
2016-07-20 11:02:50,432		64.0377969742	2273040.0000000000
2016-07-20 11:02:51,437		65.0430989265	2273150.0000000000
2016-07-20 11:02:52,431		66.0373919010	2271370.0000000000
2016-07-20 11:02:53,473		67.0787220001	2266690.0000000000
2016-07-20 11:02:54,455		68.0610249043	2265460.0000000000
2016-07-20 11:02:55,438		69.0443279743	2264060.0000000000
2016-07-20 11:02:56,431		70.0376570225	2261360.0000000000
2016-07-20 11:02:57,433		71.0389571190	2260090.0000000000
2016-07-20 11:02:58,431		72.0371379852	2260180.0000000000
2016-07-20 11:02:59,449		73.0555169582	2259260.0000000000
2016-07-20 11:03:00,436		74.0418810844	2258500.0000000000
2016-07-20 11:03:01,431		75.0371761322	2256970.0000000000
2016-07-20 11:03:02,434		76.0405309200	2255030.0000000000
2016-07-20 11:03:03,432		77.0378479958	2252630.0000000000
2016-07-20 11:03:04,434		78.0401830673	2251250.0000000000
2016-07-20 11:03:05,463		79.0694870949	2251710.0000000000
2016-07-20 11:03:06,447		80.0527141094	2250830.0000000000
2016-07-20 11:03:07,437		81.0429971218	2248330.0000000000
2016-07-20 11:03:08,431		82.0372679234	2246930.0000000000
2016-07-20 11:03:09,435		83.0415771008	2246060.0000000000
2016-07-20 11:03:10,432		84.0378761292	2245810.0000000000
2016-07-20 11:03:11,440		85.0462279320	2244090.0000000000
2016-07-20 11:03:12,431		86.0374860764	2242250.0000000000
2016-07-20 11:03:13,432		87.0377700329	2242440.0000000000
2016-07-20 11:03:14,437		88.0431959629	2242190.0000000000
2016-07-20 11:03:15,431		89.0374469757	2242020.0000000000
2016-07-20 11:03:16,473		90.0787589550	2240090.0000000000
2016-07-20 11:03:17,455		91.0608990192	2240270.0000000000
2016-07-20 11:03:18,438		92.0443971157	2239610.0000000000
2016-07-20 11:03:19,431		93.0376701355	2239150.0000000000
2016-07-20 11:03:20,433		94.0390920639	2238640.0000000000
2016-07-20 11:03:21,431		95.0373809338	2238290.0000000000
2016-07-20 11:03:22,449		96.0556581020	2237640.0000000000
2016-07-20 11:03:23,436		97.0419991016	2237660.0000000000
2016-07-20 11:03:24,431		98.0372779369	2238080.0000000000
2016-07-20 11:03:25,434		99.0404489040	2238540.0000000000
2016-07-20 11:03:26,432		100.0379009247	2237420.0000000000
2016-07-20 11:03:27,434		101.0402979851	2237380.0000000000
2016-07-20 11:03:28,464		102.0706129074	2234610.0000000000
2016-07-20 11:03:29,447		103.0529620647	2237010.0000000000
2016-07-20 11:03:30,437		104.0432600975	2235390.0000000000
2016-07-20 11:03:31,431		105.0375339985	2237360.0000000000
2016-07-20 11:03:32,436		106.0418889523	2237630.0000000000
2016-07-20 11:03:33,431		107.0371620655	2236910.0000000000
2016-07-20 11:03:34,440		108.0465049744	2235800.0000000000
2016-07-20 11:03:35,431		109.0376639366	2235190.0000000000
2016-07-20 11:03:36,433		110.0390689373	2236110.0000000000
2016-07-20 11:03:37,437		111.0433990955	2236520.0000000000
2016-07-20 11:03:38,432		112.0377049446	2236820.0000000000
2016-07-20 11:03:39,473		113.0789310932	2236180.0000000000
2016-07-20 11:03:40,456		114.0622761250	2236350.0000000000
2016-07-20 11:03:41,438		115.0446460247	2235390.0000000000
2016-07-20 11:03:42,431		116.0369589329	2236220.0000000000
2016-07-20 11:03:43,433		117.0392889977	2235370.0000000000
2016-07-20 11:03:44,431		118.0376069546	2235190.0000000000
2016-07-20 11:03:45,453		119.0588130951	2236280.0000000000
2016-07-20 11:03:46,436		120.0422210693	2235680.0000000000
2016-07-20 11:03:47,431		121.0373950005	2235320.0000000000
2016-07-20 11:03:48,436		122.0417640209	2235630.0000000000
2016-07-20 11:03:49,432		123.0381879807	2235240.0000000000
2016-07-20 11:03:50,434		124.0403950214	2234940.0000000000
2016-07-20 11:03:51,464		125.0705549717	2233820.0000000000
2016-07-20 11:03:52,447		126.0530149937	2232720.0000000000
2016-07-20 11:03:53,431		127.0372409821	2233930.0000000000
2016-07-20 11:03:54,430		128.0364120007	2233930.0000000000
2016-07-20 11:03:55,436		129.0419650078	2234430.0000000000
2016-07-20 11:03:56,431		130.0372700691	2234050.0000000000
2016-07-20 11:03:57,441		131.0475440025	2233370.0000000000
2016-07-20 11:03:58,432		132.0378549099	2234530.0000000000
2016-07-20 11:03:59,433		133.0391910076	2235160.0000000000
2016-07-20 11:04:00,431		134.0374410152	2234580.0000000000
2016-07-20 11:04:01,432		135.0377459526	2233580.0000000000
2016-07-20 11:04:02,474		136.0800111294	2233020.0000000000
2016-07-20 11:04:03,456		137.0623049736	2231880.0000000000
2016-07-20 11:04:04,439		138.0447309017	2230920.0000000000
2016-07-20 11:04:05,431		139.0370600224	2229910.0000000000
2016-07-20 11:04:06,433		140.0393810272	2231000.0000000000
2016-07-20 11:04:07,432		141.0376961231	2232340.0000000000
2016-07-20 11:04:08,450		142.0559849739	2230780.0000000000
2016-07-20 11:04:09,437		143.0433349609	2231300.0000000000
2016-07-20 11:04:10,431		144.0376200676	2230540.0000000000
2016-07-20 11:04:11,436		145.0419890881	2229220.0000000000
2016-07-20 11:04:12,431		146.0372810364	2231030.0000000000
2016-07-20 11:04:13,435		147.0415000916	2232380.0000000000
2016-07-20 11:04:14,465		148.0707900524	2232340.0000000000
2016-07-20 11:04:15,448		149.0541169643	2232220.0000000000
2016-07-20 11:04:16,431		150.0374929905	2231720.0000000000
2016-07-20 11:04:17,432		151.0377669334	2231280.0000000000
2016-07-20 11:04:18,436		152.0419719219	2231280.0000000000
2016-07-20 11:04:19,431		153.0373480320	2230640.0000000000
2016-07-20 11:04:20,442		154.0477159023	2231810.0000000000
2016-07-20 11:04:21,431		155.0370750427	2232030.0000000000
2016-07-20 11:04:22,433		156.0394160748	2231730.0000000000
2016-07-20 11:04:23,432		157.0377309322	2231970.0000000000
2016-07-20 11:04:24,432		158.0379810333	2232680.0000000000
2016-07-20 11:04:25,474		159.0803380013	2231770.0000000000
2016-07-20 11:04:26,456		160.0626580715	2231720.0000000000
2016-07-20 11:04:27,440		161.0459730625	2231010.0000000000
2016-07-20 11:04:28,431		162.0373439789	2232370.0000000000
2016-07-20 11:04:29,433		163.0396571159	2232680.0000000000
2016-07-20 11:04:30,431		164.0369710922	2231260.0000000000
2016-07-20 11:04:31,454		165.0601971149	2230700.0000000000
2016-07-20 11:04:32,437		166.0435280800	2230130.0000000000
2016-07-20 11:04:33,432		167.0378489494	2229740.0000000000
2016-07-20 11:04:34,436		168.0422129631	2230260.0000000000
2016-07-20 11:04:35,431		169.0376079082	2229700.0000000000
2016-07-20 11:04:36,435		170.0408301353	2230970.0000000000
2016-07-20 11:04:37,465		171.0712099075	2230810.0000000000
2016-07-20 11:04:38,448		172.0544281006	2231110.0000000000
2016-07-20 11:04:39,432		173.0377531052	2230950.0000000000
2016-07-20 11:04:40,432		174.0380840302	2231120.0000000000
2016-07-20 11:04:41,436		175.0424311161	2231470.0000000000
2016-07-20 11:04:42,432		176.0377020836	2231260.0000000000
2016-07-20 11:04:43,442		177.0480110645	2230630.0000000000
2016-07-20 11:04:44,431		178.0372719765	2228310.0000000000
2016-07-20 11:04:45,433		179.0395328999	2228430.0000000000
2016-07-20 11:04:46,432		180.0378580093	2229640.0000000000
2016-07-20 11:04:47,432		181.0381231308	2230010.0000000000
2016-07-20 11:04:48,474		182.0802569389	2229800.0000000000
2016-07-20 11:04:49,456		183.0626459122	2231360.0000000000
2016-07-20 11:04:50,440		184.0459151268	2231450.0000000000
2016-07-20 11:04:51,431		185.0372190475	2230810.0000000000
2016-07-20 11:04:52,434		186.0405330658	2231530.0000000000
2016-07-20 11:04:53,432		187.0377640724	2231850.0000000000
2016-07-20 11:04:54,451		188.0571439266	2231280.0000000000
2016-07-20 11:04:55,433		189.0394070148	2230960.0000000000
2016-07-20 11:04:56,432		190.0377249718	2231290.0000000000
2016-07-20 11:04:57,436		191.0420310497	2230970.0000000000
2016-07-20 11:04:58,431		192.0373051167	2230300.0000000000
2016-07-20 11:04:59,435		193.0416119099	2230840.0000000000
2016-07-20 11:05:00,466		194.0719311237	2230840.0000000000
2016-07-20 11:05:01,448		195.0542309284	2230550.0000000000
2016-07-20 11:05:02,431		196.0374670029	2230180.0000000000
2016-07-20 11:05:03,432		197.0377690792	2230030.0000000000
2016-07-20 11:05:04,437		198.0430679321	2230490.0000000000
2016-07-20 11:05:05,431		199.0373630524	2230920.0000000000
2016-07-20 11:05:06,442		200.0486540794	2229670.0000000000
2016-07-20 11:05:07,431		201.0369780064	2231280.0000000000
2016-07-20 11:05:08,434		202.0402779579	2229530.0000000000
2016-07-20 11:05:09,431		203.0374951363	2230580.0000000000
2016-07-20 11:05:10,433		204.0387980938	2227140.0000000000
2016-07-20 11:05:11,431		205.0372400284	2228720.0000000000
2016-07-20 11:05:12,457		206.0635049343	2229390.0000000000
2016-07-20 11:05:13,440		207.0457129478	2229000.0000000000
2016-07-20 11:05:14,431		208.0371389389	2229560.0000000000
2016-07-20 11:05:15,434		209.0403919220	2228830.0000000000
2016-07-20 11:05:16,432		210.0376839638	2230700.0000000000
2016-07-20 11:05:17,454		211.0600171089	2230830.0000000000
