time,mass
2016-06-08 13:09:17,"506	ec01	0.0431330204	2289880.0000000000"
2016-06-08 13:09:18,"500	ec01	1.0373542309	2289840.0000000000"
2016-06-08 13:09:19,"530	ec01	2.0674831867	2289970.0000000000"
2016-06-08 13:09:20,"512	ec01	3.0497300625	2290260.0000000000"
2016-06-08 13:09:21,"503	ec01	4.0398910046	2290850.0000000000"
2016-06-08 13:09:22,"500	ec01	5.0370650291	2290720.0000000000"
2016-06-08 13:09:23,"501	ec01	6.0383670330	2290860.0000000000"
2016-06-08 13:09:24,"527	ec01	7.0645542145	2290620.0000000000"
2016-06-08 13:09:25,"510	ec01	8.0476570129	2291120.0000000000"
2016-06-08 13:09:26,"504	ec01	9.0418391228	2291220.0000000000"
2016-06-08 13:09:27,"500	ec01	10.0370151997	2290960.0000000000"
2016-06-08 13:09:28,"503	ec01	11.0402801037	2291210.0000000000"
2016-06-08 13:09:29,"500	ec01	12.0375041962	2291320.0000000000"
2016-06-08 13:09:30,"538	ec01	13.0756580830	2291360.0000000000"
2016-06-08 13:09:31,"521	ec01	14.0587022305	2291410.0000000000"
2016-06-08 13:09:32,"506	ec01	15.0430080891	2291500.0000000000"
2016-06-08 13:09:33,"505	ec01	16.0422592163	2291310.0000000000"
2016-06-08 13:09:34,"500	ec01	17.0374162197	2291900.0000000000"
2016-06-08 13:09:35,"504	ec01	18.0416321754	2291130.0000000000"
2016-06-08 13:09:36,"519	ec01	19.0567071438	2291860.0000000000"
2016-06-08 13:09:37,"504	ec01	20.0408871174	2291600.0000000000"
2016-06-08 13:09:38,"500	ec01	21.0370190144	2291400.0000000000"
2016-06-08 13:09:39,"501	ec01	22.0381422043	2291250.0000000000"
2016-06-08 13:09:40,"506	ec01	23.0432600975	2292010.0000000000"
2016-06-08 13:09:41,"500	ec01	24.0374491215	2291450.0000000000"
2016-06-08 13:09:42,"530	ec01	25.0675401688	2292080.0000000000"
2016-06-08 13:09:43,"513	ec01	26.0506320000	2291680.0000000000"
2016-06-08 13:09:44,"503	ec01	27.0408370495	2290690.0000000000"
2016-06-08 13:09:45,"500	ec01	28.0371561050	2292190.0000000000"
2016-06-08 13:09:46,"502	ec01	29.0393600464	2291930.0000000000"
2016-06-08 13:09:47,"527	ec01	30.0645060539	2290520.0000000000"
2016-06-08 13:09:48,"507	ec01	31.0446851254	2291060.0000000000"
2016-06-08 13:09:49,"505	ec01	32.0418870449	2290000.0000000000"
2016-06-08 13:09:50,"500	ec01	33.0369920731	2290050.0000000000"
2016-06-08 13:09:51,"504	ec01	34.0412321091	2290200.0000000000"
2016-06-08 13:09:52,"500	ec01	35.0374581814	2290230.0000000000"
2016-06-08 13:09:53,"539	ec01	36.0766441822	2289570.0000000000"
2016-06-08 13:09:54,"521	ec01	37.0587880611	2288780.0000000000"
2016-06-08 13:09:55,"505	ec01	38.0420191288	2291170.0000000000"
2016-06-08 13:09:56,"506	ec01	39.0432670116	2290900.0000000000"
2016-06-08 13:09:57,"500	ec01	40.0374081135	2291320.0000000000"
2016-06-08 13:09:58,"504	ec01	41.0416331291	2290680.0000000000"
2016-06-08 13:09:59,"519	ec01	42.0567882061	2290760.0000000000"
2016-06-08 13:10:00,"503	ec01	43.0400152206	2290550.0000000000"
2016-06-08 13:10:01,"500	ec01	44.0371961594	2290760.0000000000"
2016-06-08 13:10:02,"501	ec01	45.0384092331	2291000.0000000000"
2016-06-08 13:10:03,"506	ec01	46.0436530113	2290650.0000000000"
2016-06-08 13:10:04,"500	ec01	47.0378460884	2290730.0000000000"
2016-06-08 13:10:05,"531	ec01	48.0680460930	2290790.0000000000"
2016-06-08 13:10:06,"514	ec01	49.0513131618	2290110.0000000000"
2016-06-08 13:10:07,"503	ec01	50.0404920578	2290160.0000000000"
2016-06-08 13:10:08,"500	ec01	51.0376951694	2290540.0000000000"
2016-06-08 13:10:09,"502	ec01	52.0389721394	2289720.0000000000"
2016-06-08 13:10:10,"500	ec01	53.0371592045	2289720.0000000000"
2016-06-08 13:10:11,"511	ec01	54.0483860970	2290030.0000000000"
2016-06-08 13:10:12,"505	ec01	55.0426352024	2291150.0000000000"
2016-06-08 13:10:13,"499	ec01	56.0367610455	2290150.0000000000"
2016-06-08 13:10:14,"504	ec01	57.0410120487	2289570.0000000000"
2016-06-08 13:10:15,"500	ec01	58.0371711254	2291160.0000000000"
2016-06-08 13:10:16,"540	ec01	59.0773100853	2290100.0000000000"
2016-06-08 13:10:17,"522	ec01	60.0595400333	2289630.0000000000"
2016-06-08 13:10:18,"505	ec01	61.0426580906	2288720.0000000000"
2016-06-08 13:10:19,"500	ec01	62.0368962288	2288600.0000000000"
2016-06-08 13:10:20,"501	ec01	63.0380370617	2288600.0000000000"
2016-06-08 13:10:21,"505	ec01	64.0422370434	2288620.0000000000"
2016-06-08 13:10:22,"516	ec01	65.0534400940	2288620.0000000000"
2016-06-08 13:10:23,"503	ec01	66.0406630039	2288810.0000000000"
2016-06-08 13:10:24,"500	ec01	67.0368711948	2288380.0000000000"
2016-06-08 13:10:25,"502	ec01	68.0390710831	2287570.0000000000"
2016-06-08 13:10:26,"500	ec01	69.0372362137	2287380.0000000000"
2016-06-08 13:10:27,"501	ec01	70.0383720398	2287710.0000000000"
2016-06-08 13:10:28,"531	ec01	71.0685482025	2287800.0000000000"
2016-06-08 13:10:29,"513	ec01	72.0507881641	2287610.0000000000"
2016-06-08 13:10:30,"504	ec01	73.0410380363	2287690.0000000000"
2016-06-08 13:10:31,"500	ec01	74.0372121334	2287900.0000000000"
2016-06-08 13:10:32,"502	ec01	75.0394001007	2287740.0000000000"
2016-06-08 13:10:33,"500	ec01	76.0375471115	2287920.0000000000"
2016-06-08 13:10:34,"507	ec01	77.0447511673	2287920.0000000000"
2016-06-08 13:10:35,"505	ec01	78.0428791046	2287830.0000000000"
2016-06-08 13:10:36,"500	ec01	79.0371360779	2287780.0000000000"
2016-06-08 13:10:37,"504	ec01	80.0413122177	2287790.0000000000"
2016-06-08 13:10:38,"500	ec01	81.0375411510	2287710.0000000000"
2016-06-08 13:10:39,"539	ec01	82.0766382217	2287640.0000000000"
2016-06-08 13:10:40,"523	ec01	83.0598740578	2287660.0000000000"
2016-06-08 13:10:41,"506	ec01	84.0431561470	2288220.0000000000"
2016-06-08 13:10:42,"506	ec01	85.0432882309	2288370.0000000000"
2016-06-08 13:10:43,"500	ec01	86.0375452042	2288260.0000000000"
2016-06-08 13:10:44,"505	ec01	87.0426881313	2287920.0000000000"
2016-06-08 13:10:45,"519	ec01	88.0568652153	2287930.0000000000"
2016-06-08 13:10:46,"504	ec01	89.0410051346	2287990.0000000000"
2016-06-08 13:10:47,"500	ec01	90.0371730328	2287630.0000000000"
2016-06-08 13:10:48,"502	ec01	91.0394291878	2287640.0000000000"
2016-06-08 13:10:49,"500	ec01	92.0375602245	2286960.0000000000"
2016-06-08 13:10:50,"501	ec01	93.0387639999	2287310.0000000000"
2016-06-08 13:10:51,"532	ec01	94.0688970089	2287770.0000000000"
2016-06-08 13:10:52,"514	ec01	95.0511782169	2286920.0000000000"
2016-06-08 13:10:53,"504	ec01	96.0413441658	2287470.0000000000"
2016-06-08 13:10:54,"500	ec01	97.0376560688	2287000.0000000000"
2016-06-08 13:10:55,"502	ec01	98.0397670269	2285780.0000000000"
2016-06-08 13:10:56,"499	ec01	99.0368421078	2284910.0000000000"
2016-06-08 13:10:57,"512	ec01	100.0491750240	2288310.0000000000"
2016-06-08 13:10:58,"506	ec01	101.0433681011	2287820.0000000000"
2016-06-08 13:10:59,"500	ec01	102.0376551151	2287230.0000000000"
2016-06-08 13:11:00,"504	ec01	103.0417392254	2287850.0000000000"
2016-06-08 13:11:01,"500	ec01	104.0369532108	2287850.0000000000"
2016-06-08 13:11:02,"540	ec01	105.0771450996	2287300.0000000000"
2016-06-08 13:11:03,"523	ec01	106.0602982044	2286910.0000000000"
2016-06-08 13:11:04,"506	ec01	107.0435180664	2287200.0000000000"
2016-06-08 13:11:05,"506	ec01	108.0436501503	2287650.0000000000"
2016-06-08 13:11:06,"500	ec01	109.0378170013	2287130.0000000000"
2016-06-08 13:11:07,"506	ec01	110.0429511070	2287190.0000000000"
2016-06-08 13:11:08,"517	ec01	111.0541250706	2286960.0000000000"
2016-06-08 13:11:09,"504	ec01	112.0413410664	2286510.0000000000"
2016-06-08 13:11:10,"500	ec01	113.0376570225	2286580.0000000000"
2016-06-08 13:11:11,"502	ec01	114.0397670269	2286690.0000000000"
2016-06-08 13:11:12,"500	ec01	115.0370001793	2286980.0000000000"
2016-06-08 13:11:13,"502	ec01	116.0391931534	2286960.0000000000"
2016-06-08 13:11:14,"532	ec01	117.0693662167	2287000.0000000000"
2016-06-08 13:11:15,"514	ec01	118.0515720844	2287040.0000000000"
2016-06-08 13:11:16,"504	ec01	119.0417160988	2286760.0000000000"
2016-06-08 13:11:17,"500	ec01	120.0369150639	2286850.0000000000"
2016-06-08 13:11:18,"503	ec01	121.0401151180	2286930.0000000000"
2016-06-08 13:11:19,"500	ec01	122.0371811390	2286460.0000000000"
2016-06-08 13:11:20,"508	ec01	123.0452661514	2286550.0000000000"
2016-06-08 13:11:21,"500	ec01	124.0374882221	2286850.0000000000"
2016-06-08 13:11:22,"500	ec01	125.0376491547	2286140.0000000000"
2016-06-08 13:11:23,"504	ec01	126.0418410301	2286660.0000000000"
2016-06-08 13:11:24,"500	ec01	127.0370512009	2286850.0000000000"
2016-06-08 13:11:25,"541	ec01	128.0782961845	2286800.0000000000"
2016-06-08 13:11:26,"523	ec01	129.0604870319	2287520.0000000000"
2016-06-08 13:11:27,"506	ec01	130.0436260700	2286530.0000000000"
2016-06-08 13:11:28,"500	ec01	131.0377550125	2287610.0000000000"
2016-06-08 13:11:29,"501	ec01	132.0379512310	2287710.0000000000"
2016-06-08 13:11:30,"506	ec01	133.0431210995	2288360.0000000000"
2016-06-08 13:11:31,"521	ec01	134.0583431721	2287690.0000000000"
2016-06-08 13:11:32,"504	ec01	135.0414671898	2287410.0000000000"
2016-06-08 13:11:33,"500	ec01	136.0376491547	2287930.0000000000"
2016-06-08 13:11:34,"502	ec01	137.0398190022	2286210.0000000000"
2016-06-08 13:11:35,"500	ec01	138.0370020866	2288260.0000000000"
2016-06-08 13:11:36,"502	ec01	139.0392160416	2288200.0000000000"
2016-06-08 13:11:37,"532	ec01	140.0693740845	2289180.0000000000"
2016-06-08 13:11:38,"515	ec01	141.0525422096	2287450.0000000000"
2016-06-08 13:11:39,"504	ec01	142.0417442322	2288280.0000000000"
2016-06-08 13:11:40,"500	ec01	143.0369031429	2286730.0000000000"
2016-06-08 13:11:41,"503	ec01	144.0400800705	2288970.0000000000"
2016-06-08 13:11:42,"500	ec01	145.0372931957	2287610.0000000000"
2016-06-08 13:11:43,"512	ec01	146.0494940281	2286570.0000000000"
2016-06-08 13:11:44,"506	ec01	147.0436451435	2287410.0000000000"
2016-06-08 13:11:45,"500	ec01	148.0378391743	2287390.0000000000"
2016-06-08 13:11:46,"506	ec01	149.0430390835	2287470.0000000000"
2016-06-08 13:11:47,"500	ec01	150.0371432304	2287300.0000000000"
2016-06-08 13:11:48,"541	ec01	151.0782940388	2287470.0000000000"
2016-06-08 13:11:49,"523	ec01	152.0604832172	2287550.0000000000"
2016-06-08 13:11:50,"507	ec01	153.0446441174	2287440.0000000000"
2016-06-08 13:11:51,"500	ec01	154.0369012356	2287480.0000000000"
2016-06-08 13:11:52,"501	ec01	155.0380542278	2287730.0000000000"
2016-06-08 13:11:53,"506	ec01	156.0432491302	2287660.0000000000"
2016-06-08 13:11:54,"517	ec01	157.0544421673	2287560.0000000000"
2016-06-08 13:11:55,"504	ec01	158.0414950848	2287810.0000000000"
2016-06-08 13:11:56,"500	ec01	159.0376961231	2288130.0000000000"
2016-06-08 13:11:57,"504	ec01	160.0408990383	2287790.0000000000"
2016-06-08 13:11:58,"500	ec01	161.0370950699	2287150.0000000000"
2016-06-08 13:11:59,"502	ec01	162.0392651558	2288180.0000000000"
2016-06-08 13:12:00,"532	ec01	163.0694360733	2288950.0000000000"
2016-06-08 13:12:01,"515	ec01	164.0526990891	2288880.0000000000"
2016-06-08 13:12:02,"506	ec01	165.0429069996	2287170.0000000000"
2016-06-08 13:12:03,"500	ec01	166.0371451378	2287690.0000000000"
2016-06-08 13:12:04,"504	ec01	167.0413711071	2286760.0000000000"
2016-06-08 13:12:05,"500	ec01	168.0374991894	2286650.0000000000"
2016-06-08 13:12:06,"509	ec01	169.0466711521	2286440.0000000000"
2016-06-08 13:12:07,"499	ec01	170.0368061066	2287300.0000000000"
2016-06-08 13:12:08,"501	ec01	171.0379831791	2286810.0000000000"
2016-06-08 13:12:09,"506	ec01	172.0431611538	2286780.0000000000"
2016-06-08 13:12:10,"500	ec01	173.0374011993	2286690.0000000000"
2016-06-08 13:12:11,"541	ec01	174.0786550045	2287180.0000000000"
2016-06-08 13:12:12,"524	ec01	175.0618250370	2287070.0000000000"
2016-06-08 13:12:13,"507	ec01	176.0439372063	2286030.0000000000"
2016-06-08 13:12:14,"500	ec01	177.0371730328	2286810.0000000000"
2016-06-08 13:12:15,"501	ec01	178.0384740829	2286330.0000000000"
2016-06-08 13:12:16,"506	ec01	179.0436501503	2286990.0000000000"
2016-06-08 13:12:17,"521	ec01	180.0587069988	2286540.0000000000"
2016-06-08 13:12:18,"505	ec01	181.0419070721	2286870.0000000000"
2016-06-08 13:12:19,"500	ec01	182.0371720791	2286570.0000000000"
2016-06-08 13:12:20,"503	ec01	183.0404241085	2286040.0000000000"
2016-06-08 13:12:21,"500	ec01	184.0376510620	2286610.0000000000"
2016-06-08 13:12:22,"502	ec01	185.0397551060	2286350.0000000000"
2016-06-08 13:12:23,"533	ec01	186.0699591637	2286810.0000000000"
2016-06-08 13:12:24,"516	ec01	187.0531620979	2287120.0000000000"
2016-06-08 13:12:25,"505	ec01	188.0423991680	2286530.0000000000"
2016-06-08 13:12:26,"500	ec01	189.0375220776	2286270.0000000000"
2016-06-08 13:12:27,"504	ec01	190.0416760445	2286810.0000000000"
2016-06-08 13:12:28,"500	ec01	191.0369040966	2286210.0000000000"
2016-06-08 13:12:29,"513	ec01	192.0501141548	2286710.0000000000"
2016-06-08 13:12:30,"500	ec01	193.0372991562	2286650.0000000000"
2016-06-08 13:12:31,"501	ec01	194.0385231972	2286530.0000000000"
2016-06-08 13:12:32,"506	ec01	195.0436990261	2286430.0000000000"
2016-06-08 13:12:33,"499	ec01	196.0368120670	2286390.0000000000"
2016-06-08 13:12:34,"542	ec01	197.0789740086	2286050.0000000000"
2016-06-08 13:12:35,"524	ec01	198.0611820221	2285700.0000000000"
2016-06-08 13:12:36,"507	ec01	199.0444490910	2286230.0000000000"
2016-06-08 13:12:37,"500	ec01	200.0376510620	2286920.0000000000"
2016-06-08 13:12:38,"501	ec01	201.0388000011	2287430.0000000000"
2016-06-08 13:12:39,"500	ec01	202.0370512009	2287150.0000000000"
2016-06-08 13:12:40,"522	ec01	203.0593020916	2287230.0000000000"
2016-06-08 13:12:41,"505	ec01	204.0424962044	2287440.0000000000"
2016-06-08 13:12:42,"500	ec01	205.0376510620	2287030.0000000000"
2016-06-08 13:12:43,"504	ec01	206.0408720970	2287000.0000000000"
2016-06-08 13:12:44,"500	ec01	207.0370850563	2286280.0000000000"
2016-06-08 13:12:45,"503	ec01	208.0402770042	2286090.0000000000"
2016-06-08 13:12:46,"533	ec01	209.0704860687	2286250.0000000000"
2016-06-08 13:12:47,"516	ec01	210.0537011623	2286520.0000000000"
2016-06-08 13:12:48,"506	ec01	211.0429069996	2286920.0000000000"
2016-06-08 13:12:49,"500	ec01	212.0371792316	2287200.0000000000"
2016-06-08 13:12:50,"504	ec01	213.0413570404	2287590.0000000000"
2016-06-08 13:12:51,"500	ec01	214.0375511646	2287510.0000000000"
2016-06-08 13:12:52,"509	ec01	215.0467250347	2287420.0000000000"
2016-06-08 13:12:53,"500	ec01	216.0369601250	2287240.0000000000"
2016-06-08 13:12:54,"502	ec01	217.0392370224	2287220.0000000000"
2016-06-08 13:12:55,"506	ec01	218.0434310436	2287410.0000000000"
2016-06-08 13:12:56,"500	ec01	219.0376791954	2287140.0000000000"
2016-06-08 13:12:57,"542	ec01	220.0797541142	2287110.0000000000"
2016-06-08 13:12:58,"525	ec01	221.0618920326	2287180.0000000000"
2016-06-08 13:12:59,"508	ec01	222.0452070236	2286970.0000000000"
2016-06-08 13:13:00,"500	ec01	223.0374531746	2287220.0000000000"
2016-06-08 13:13:01,"502	ec01	224.0396451950	2287280.0000000000"
2016-06-08 13:13:02,"500	ec01	225.0378291607	2287000.0000000000"
2016-06-08 13:13:03,"522	ec01	226.0590660572	2286930.0000000000"
2016-06-08 13:13:04,"505	ec01	227.0422761440	2287170.0000000000"
2016-06-08 13:13:05,"500	ec01	228.0374040604	2287010.0000000000"
2016-06-08 13:13:06,"504	ec01	229.0416510105	2287200.0000000000"
2016-06-08 13:13:07,"499	ec01	230.0368511677	2287250.0000000000"
2016-06-08 13:13:08,"504	ec01	231.0410141945	2286980.0000000000"
