time,mass
2016-06-08 11:12:47,"709	sn02	0.0414900780	2480260.0000000000"
2016-06-08 11:12:48,"705	sn02	1.0376369953	2481190.0000000000"
2016-06-08 11:12:49,"708	sn02	2.0408129692	2481510.0000000000"
2016-06-08 11:12:50,"705	sn02	3.0368978977	2480750.0000000000"
2016-06-08 11:12:51,"708	sn02	4.0400998592	2484440.0000000000"
2016-06-08 11:12:52,"738	sn02	5.0702168941	2482290.0000000000"
2016-06-08 11:12:53,"720	sn02	6.0524878502	2481920.0000000000"
2016-06-08 11:12:54,"710	sn02	7.0426919460	2481980.0000000000"
2016-06-08 11:12:55,"704	sn02	8.0367698669	2480150.0000000000"
2016-06-08 11:12:56,"708	sn02	9.0407180786	2480870.0000000000"
2016-06-08 11:12:57,"706	sn02	10.0380890369	2479720.0000000000"
2016-06-08 11:12:58,"715	sn02	11.0469539165	2479770.0000000000"
2016-06-08 11:12:59,"705	sn02	12.0373389721	2480420.0000000000"
2016-06-08 11:13:00,"706	sn02	13.0383808613	2480360.0000000000"
2016-06-08 11:13:01,"710	sn02	14.0426418781	2480150.0000000000"
2016-06-08 11:13:02,"704	sn02	15.0367469788	2480290.0000000000"
2016-06-08 11:13:03,"747	sn02	16.0789399147	2479900.0000000000"
2016-06-08 11:13:04,"730	sn02	17.0619390011	2480470.0000000000"
2016-06-08 11:13:05,"712	sn02	18.0441150665	2480490.0000000000"
2016-06-08 11:13:06,"705	sn02	19.0372428894	2480750.0000000000"
2016-06-08 11:13:07,"707	sn02	20.0394430161	2481060.0000000000"
2016-06-08 11:13:08,"712	sn02	21.0445899963	2480320.0000000000"
2016-06-08 11:13:09,"726	sn02	22.0588190556	2479840.0000000000"
2016-06-08 11:13:10,"710	sn02	23.0420079231	2479870.0000000000"
2016-06-08 11:13:11,"705	sn02	24.0371160507	2480230.0000000000"
2016-06-08 11:13:12,"709	sn02	25.0412518978	2479620.0000000000"
2016-06-08 11:13:13,"705	sn02	26.0374140739	2480170.0000000000"
2016-06-08 11:13:14,"708	sn02	27.0405669212	2480300.0000000000"
2016-06-08 11:13:15,"738	sn02	28.0706188679	2480790.0000000000"
2016-06-08 11:13:16,"720	sn02	29.0527660847	2480580.0000000000"
2016-06-08 11:13:17,"711	sn02	30.0429298878	2480640.0000000000"
2016-06-08 11:13:18,"705	sn02	31.0370419025	2479910.0000000000"
2016-06-08 11:13:19,"709	sn02	32.0411999226	2480540.0000000000"
2016-06-08 11:13:20,"705	sn02	33.0373389721	2480180.0000000000"
2016-06-08 11:13:21,"718	sn02	34.0505759716	2479700.0000000000"
2016-06-08 11:13:22,"705	sn02	35.0377159119	2480110.0000000000"
2016-06-08 11:13:23,"707	sn02	36.0388500690	2480020.0000000000"
2016-06-08 11:13:24,"705	sn02	37.0369908810	2480190.0000000000"
2016-06-08 11:13:25,"705	sn02	38.0371699333	2479980.0000000000"
2016-06-08 11:13:26,"747	sn02	39.0792849064	2479890.0000000000"
2016-06-08 11:13:27,"729	sn02	40.0614168644	2479900.0000000000"
2016-06-08 11:13:28,"712	sn02	41.0445370674	2480390.0000000000"
2016-06-08 11:13:29,"706	sn02	42.0386910439	2480420.0000000000"
2016-06-08 11:13:30,"707	sn02	43.0397710800	2480000.0000000000"
2016-06-08 11:13:31,"706	sn02	44.0379428864	2480030.0000000000"
2016-06-08 11:13:32,"724	sn02	45.0559508801	2479790.0000000000"
2016-06-08 11:13:33,"710	sn02	46.0421280861	2479640.0000000000"
2016-06-08 11:13:34,"705	sn02	47.0372679234	2479010.0000000000"
2016-06-08 11:13:35,"709	sn02	48.0413019657	2479010.0000000000"
2016-06-08 11:13:36,"705	sn02	49.0375418663	2479290.0000000000"
2016-06-08 11:13:37,"708	sn02	50.0406689644	2479230.0000000000"
2016-06-08 11:13:38,"738	sn02	51.0707960129	2480230.0000000000"
2016-06-08 11:13:39,"722	sn02	52.0539429188	2496490.0000000000"
2016-06-08 11:13:40,"711	sn02	53.0431709290	2490960.0000000000"
2016-06-08 11:13:41,"705	sn02	54.0372459888	2486160.0000000000"
2016-06-08 11:13:42,"709	sn02	55.0414919853	2485620.0000000000"
2016-06-08 11:13:43,"705	sn02	56.0375449657	2482730.0000000000"
2016-06-08 11:13:44,"715	sn02	57.0477118492	2481030.0000000000"
2016-06-08 11:13:45,"705	sn02	58.0369079113	2477250.0000000000"
2016-06-08 11:13:46,"707	sn02	59.0390200615	2476560.0000000000"
2016-06-08 11:13:47,"705	sn02	60.0371940136	2475950.0000000000"
2016-06-08 11:13:48,"705	sn02	61.0373680592	2474660.0000000000"
2016-06-08 11:13:49,"747	sn02	62.0795660019	2473360.0000000000"
2016-06-08 11:13:50,"729	sn02	63.0616738796	2469560.0000000000"
2016-06-08 11:13:51,"713	sn02	64.0448589325	2466330.0000000000"
2016-06-08 11:13:52,"705	sn02	65.0369510651	2464990.0000000000"
2016-06-08 11:13:53,"708	sn02	66.0400269032	2462830.0000000000"
2016-06-08 11:13:54,"705	sn02	67.0370378494	2461130.0000000000"
2016-06-08 11:13:55,"727	sn02	68.0593700409	2460490.0000000000"
2016-06-08 11:13:56,"711	sn02	69.0435919762	2459180.0000000000"
2016-06-08 11:13:57,"705	sn02	70.0378198624	2456210.0000000000"
2016-06-08 11:13:58,"710	sn02	71.0419459343	2455440.0000000000"
2016-06-08 11:13:59,"705	sn02	72.0370690823	2452660.0000000000"
2016-06-08 11:14:00,"709	sn02	73.0412209034	2451160.0000000000"
2016-06-08 11:14:01,"738	sn02	74.0704469681	2449600.0000000000"
2016-06-08 11:14:02,"721	sn02	75.0535788536	2447590.0000000000"
2016-06-08 11:14:03,"711	sn02	76.0437688828	2446720.0000000000"
2016-06-08 11:14:04,"705	sn02	77.0369510651	2444730.0000000000"
2016-06-08 11:14:05,"710	sn02	78.0421290398	2442800.0000000000"
2016-06-08 11:14:06,"705	sn02	79.0372960567	2442700.0000000000"
2016-06-08 11:14:07,"719	sn02	80.0514688492	2441370.0000000000"
2016-06-08 11:14:08,"705	sn02	81.0376460552	2440410.0000000000"
2016-06-08 11:14:09,"707	sn02	82.0397980213	2440380.0000000000"
2016-06-08 11:14:10,"705	sn02	83.0370259285	2439110.0000000000"
2016-06-08 11:14:11,"706	sn02	84.0382249355	2437780.0000000000"
2016-06-08 11:14:12,"747	sn02	85.0793049335	2436750.0000000000"
2016-06-08 11:14:13,"730	sn02	86.0625000000	2433970.0000000000"
2016-06-08 11:14:14,"713	sn02	87.0456209183	2433250.0000000000"
2016-06-08 11:14:15,"705	sn02	88.0369570255	2430920.0000000000"
2016-06-08 11:14:16,"708	sn02	89.0400738716	2429570.0000000000"
2016-06-08 11:14:17,"705	sn02	90.0372049809	2427850.0000000000"
2016-06-08 11:14:18,"724	sn02	91.0561239719	2426490.0000000000"
2016-06-08 11:14:19,"711	sn02	92.0434670448	2425440.0000000000"
2016-06-08 11:14:20,"705	sn02	93.0376739502	2425610.0000000000"
2016-06-08 11:14:21,"709	sn02	94.0418238640	2425360.0000000000"
2016-06-08 11:14:22,"705	sn02	95.0369348526	2424060.0000000000"
2016-06-08 11:14:23,"709	sn02	96.0411219597	2422930.0000000000"
2016-06-08 11:14:24,"739	sn02	97.0712099075	2422790.0000000000"
2016-06-08 11:14:25,"722	sn02	98.0544269085	2421090.0000000000"
2016-06-08 11:14:26,"711	sn02	99.0436489582	2420840.0000000000"
2016-06-08 11:14:27,"705	sn02	100.0377728939	2420790.0000000000"
2016-06-08 11:14:28,"710	sn02	101.0419180393	2419120.0000000000"
2016-06-08 11:14:29,"705	sn02	102.0370130539	2416260.0000000000"
2016-06-08 11:14:30,"716	sn02	103.0481479168	2416330.0000000000"
2016-06-08 11:14:31,"705	sn02	104.0372488499	2415880.0000000000"
2016-06-08 11:14:32,"707	sn02	105.0394530296	2415280.0000000000"
2016-06-08 11:14:33,"705	sn02	106.0376000404	2414940.0000000000"
2016-06-08 11:14:34,"706	sn02	107.0388050079	2411220.0000000000"
2016-06-08 11:14:35,"748	sn02	108.0799310207	2409070.0000000000"
2016-06-08 11:14:36,"731	sn02	109.0630550385	2407810.0000000000"
2016-06-08 11:14:37,"713	sn02	110.0452990532	2406440.0000000000"
2016-06-08 11:14:38,"705	sn02	111.0374250412	2405630.0000000000"
2016-06-08 11:14:39,"708	sn02	112.0406038761	2405110.0000000000"
2016-06-08 11:14:40,"705	sn02	113.0378010273	2404560.0000000000"
2016-06-08 11:14:41,"728	sn02	114.0599889755	2404690.0000000000"
2016-06-08 11:14:42,"711	sn02	115.0431768894	2403980.0000000000"
2016-06-08 11:14:43,"705	sn02	116.0373499393	2402550.0000000000"
2016-06-08 11:14:44,"710	sn02	117.0425760746	2401210.0000000000"
2016-06-08 11:14:45,"705	sn02	118.0377759933	2400250.0000000000"
2016-06-08 11:14:46,"710	sn02	119.0419218540	2399090.0000000000"
2016-06-08 11:14:47,"739	sn02	120.0709939003	2398220.0000000000"
2016-06-08 11:14:48,"722	sn02	121.0542509556	2398000.0000000000"
2016-06-08 11:14:49,"705	sn02	122.0374259949	2397480.0000000000"
2016-06-08 11:14:50,"705	sn02	123.0375499725	2396810.0000000000"
2016-06-08 11:14:51,"710	sn02	124.0426559448	2396100.0000000000"
2016-06-08 11:14:52,"705	sn02	125.0377500057	2395480.0000000000"
2016-06-08 11:14:53,"720	sn02	126.0519280434	2395120.0000000000"
2016-06-08 11:14:54,"705	sn02	127.0369758606	2394520.0000000000"
2016-06-08 11:14:55,"708	sn02	128.0401458740	2394150.0000000000"
2016-06-08 11:14:56,"705	sn02	129.0371990204	2393450.0000000000"
2016-06-08 11:14:57,"706	sn02	130.0384309292	2393070.0000000000"
2016-06-08 11:14:58,"748	sn02	131.0805499554	2392520.0000000000"
2016-06-08 11:14:59,"730	sn02	132.0627028942	2391210.0000000000"
2016-06-08 11:15:00,"714	sn02	133.0459079742	2390730.0000000000"
2016-06-08 11:15:01,"705	sn02	134.0371570587	2390350.0000000000"
2016-06-08 11:15:02,"708	sn02	135.0403380394	2389980.0000000000"
2016-06-08 11:15:03,"705	sn02	136.0374279022	2389000.0000000000"
2016-06-08 11:15:04,"724	sn02	137.0565249920	2388190.0000000000"
2016-06-08 11:15:05,"711	sn02	138.0437810421	2387680.0000000000"
2016-06-08 11:15:06,"706	sn02	139.0379509926	2387200.0000000000"
2016-06-08 11:15:07,"711	sn02	140.0430409908	2386380.0000000000"
2016-06-08 11:15:08,"705	sn02	141.0371818542	2385750.0000000000"
2016-06-08 11:15:09,"710	sn02	142.0423328876	2384730.0000000000"
2016-06-08 11:15:10,"739	sn02	143.0715510845	2383210.0000000000"
2016-06-08 11:15:11,"722	sn02	144.0546779633	2383160.0000000000"
2016-06-08 11:15:12,"705	sn02	145.0378279686	2382410.0000000000"
2016-06-08 11:15:13,"706	sn02	146.0379979610	2381460.0000000000"
2016-06-08 11:15:14,"711	sn02	147.0431468487	2380410.0000000000"
2016-06-08 11:15:15,"705	sn02	148.0373258591	2381330.0000000000"
2016-06-08 11:15:16,"716	sn02	149.0483720303	2381400.0000000000"
2016-06-08 11:15:17,"705	sn02	150.0375339985	2381020.0000000000"
2016-06-08 11:15:18,"707	sn02	151.0397448540	2380600.0000000000"
2016-06-08 11:15:19,"705	sn02	152.0369498730	2380450.0000000000"
2016-06-08 11:15:20,"707	sn02	153.0389270782	2380020.0000000000"
2016-06-08 11:15:21,"705	sn02	154.0372099876	2379840.0000000000"
2016-06-08 11:15:22,"731	sn02	155.0633430481	2379680.0000000000"
2016-06-08 11:15:23,"714	sn02	156.0466420650	2380030.0000000000"
2016-06-08 11:15:24,"704	sn02	157.0368120670	2380110.0000000000"
2016-06-08 11:15:25,"709	sn02	158.0408968925	2380320.0000000000"
2016-06-08 11:15:26,"705	sn02	159.0370018482	2380450.0000000000"
2016-06-08 11:15:27,"729	sn02	160.0612289906	2379940.0000000000"
2016-06-08 11:15:28,"708	sn02	161.0404829979	2379780.0000000000"
2016-06-08 11:15:29,"705	sn02	162.0376019478	2379710.0000000000"
2016-06-08 11:15:30,"710	sn02	163.0428059101	2379940.0000000000"
2016-06-08 11:15:31,"705	sn02	164.0370149612	2380290.0000000000"
2016-06-08 11:15:32,"710	sn02	165.0421569347	2379420.0000000000"
2016-06-08 11:15:33,"740	sn02	166.0723140240	2379430.0000000000"
2016-06-08 11:15:34,"722	sn02	167.0544099808	2378980.0000000000"
2016-06-08 11:15:35,"705	sn02	168.0375299454	2378590.0000000000"
2016-06-08 11:15:36,"706	sn02	169.0387248993	2378700.0000000000"
2016-06-08 11:15:37,"705	sn02	170.0369420052	2377770.0000000000"
2016-06-08 11:15:38,"705	sn02	171.0371439457	2376780.0000000000"
2016-06-08 11:15:39,"720	sn02	172.0522470474	2375310.0000000000"
2016-06-08 11:15:40,"705	sn02	173.0374798775	2374610.0000000000"
2016-06-08 11:15:41,"708	sn02	174.0406169891	2374370.0000000000"
2016-06-08 11:15:42,"705	sn02	175.0377280712	2375100.0000000000"
2016-06-08 11:15:43,"707	sn02	176.0388689041	2375900.0000000000"
2016-06-08 11:15:44,"705	sn02	177.0370650291	2375960.0000000000"
2016-06-08 11:15:45,"732	sn02	178.0642359257	2375800.0000000000"
2016-06-08 11:15:46,"714	sn02	179.0463600159	2377370.0000000000"
2016-06-08 11:15:47,"705	sn02	180.0374789238	2377870.0000000000"
2016-06-08 11:15:48,"709	sn02	181.0416669846	2377870.0000000000"
2016-06-08 11:15:49,"704	sn02	182.0367939472	2378440.0000000000"
2016-06-08 11:15:50,"729	sn02	183.0609550476	2378520.0000000000"
2016-06-08 11:15:51,"712	sn02	184.0441050529	2378220.0000000000"
2016-06-08 11:15:52,"706	sn02	185.0383088589	2377630.0000000000"
2016-06-08 11:15:53,"711	sn02	186.0434589386	2376610.0000000000"
2016-06-08 11:15:54,"705	sn02	187.0375809669	2376020.0000000000"
2016-06-08 11:15:55,"710	sn02	188.0428328514	2376410.0000000000"
2016-06-08 11:15:56,"740	sn02	189.0720169544	2376090.0000000000"
2016-06-08 11:15:57,"723	sn02	190.0551588535	2375970.0000000000"
2016-06-08 11:15:58,"706	sn02	191.0382819176	2376250.0000000000"
2016-06-08 11:15:59,"707	sn02	192.0394089222	2375330.0000000000"
2016-06-08 11:16:00,"711	sn02	193.0435409546	2374970.0000000000"
2016-06-08 11:16:01,"705	sn02	194.0376820564	2373940.0000000000"
2016-06-08 11:16:02,"716	sn02	195.0488300323	2374630.0000000000"
2016-06-08 11:16:03,"705	sn02	196.0369930267	2374530.0000000000"
2016-06-08 11:16:04,"709	sn02	197.0410840511	2373710.0000000000"
2016-06-08 11:16:05,"705	sn02	198.0371620655	2374740.0000000000"
2016-06-08 11:16:06,"707	sn02	199.0392858982	2374320.0000000000"
2016-06-08 11:16:07,"705	sn02	200.0373818874	2374960.0000000000"
2016-06-08 11:16:08,"732	sn02	201.0645139217	2375350.0000000000"
2016-06-08 11:16:09,"714	sn02	202.0467259884	2376640.0000000000"
2016-06-08 11:16:10,"705	sn02	203.0368850231	2375540.0000000000"
2016-06-08 11:16:11,"710	sn02	204.0419900417	2374230.0000000000"
2016-06-08 11:16:12,"705	sn02	205.0371098518	2373350.0000000000"
2016-06-08 11:16:13,"729	sn02	206.0612070560	2373960.0000000000"
2016-06-08 11:16:14,"712	sn02	207.0443918705	2373190.0000000000"
2016-06-08 11:16:15,"706	sn02	208.0385370255	2373670.0000000000"
2016-06-08 11:16:16,"711	sn02	209.0436530113	2373860.0000000000"
2016-06-08 11:16:17,"704	sn02	210.0368318558	2373590.0000000000"
2016-06-08 11:16:18,"711	sn02	211.0429589748	2373480.0000000000"
2016-06-08 11:16:19,"741	sn02	212.0730018616	2372900.0000000000"
2016-06-08 11:16:20,"723	sn02	213.0552320480	2373420.0000000000"
2016-06-08 11:16:21,"706	sn02	214.0384860039	2373240.0000000000"
2016-06-08 11:16:22,"707	sn02	215.0396099091	2372620.0000000000"
2016-06-08 11:16:23,"705	sn02	216.0377838612	2372320.0000000000"
2016-06-08 11:16:24,"706	sn02	217.0379760265	2371810.0000000000"
2016-06-08 11:16:25,"721	sn02	218.0531370640	2371860.0000000000"
2016-06-08 11:16:26,"705	sn02	219.0373029709	2372000.0000000000"
2016-06-08 11:16:27,"709	sn02	220.0414829254	2371720.0000000000"
2016-06-08 11:16:28,"705	sn02	221.0376598835	2371630.0000000000"
2016-06-08 11:16:29,"708	sn02	222.0398600101	2372110.0000000000"
2016-06-08 11:16:30,"705	sn02	223.0369989872	2371610.0000000000"
2016-06-08 11:16:31,"732	sn02	224.0641338825	2371540.0000000000"
2016-06-08 11:16:32,"715	sn02	225.0473349094	2371440.0000000000"
2016-06-08 11:16:33,"705	sn02	226.0375339985	2371550.0000000000"
2016-06-08 11:16:34,"709	sn02	227.0417120457	2371520.0000000000"
2016-06-08 11:16:35,"705	sn02	228.0368540287	2371320.0000000000"
2016-06-08 11:16:36,"726	sn02	229.0580048561	2371970.0000000000"
2016-06-08 11:16:37,"713	sn02	230.0451169014	2371520.0000000000"
2016-06-08 11:16:38,"707	sn02	231.0392980576	2371440.0000000000"
2016-06-08 11:16:39,"706	sn02	232.0383880138	2371440.0000000000"
2016-06-08 11:16:40,"705	sn02	233.0375089645	2370800.0000000000"
2016-06-08 11:16:41,"710	sn02	234.0426640511	2369970.0000000000"
2016-06-08 11:16:42,"740	sn02	235.0727360249	2369990.0000000000"
2016-06-08 11:16:43,"724	sn02	236.0558490753	2370440.0000000000"
2016-06-08 11:16:44,"707	sn02	237.0389940739	2370850.0000000000"
2016-06-08 11:16:45,"707	sn02	238.0390000343	2370890.0000000000"
2016-06-08 11:16:46,"705	sn02	239.0371880531	2370520.0000000000"
2016-06-08 11:16:47,"706	sn02	240.0383629799	2370370.0000000000"
2016-06-08 11:16:48,"717	sn02	241.0495638847	2370680.0000000000"
2016-06-08 11:16:49,"704	sn02	242.0366859436	2371050.0000000000"
2016-06-08 11:16:50,"709	sn02	243.0418210030	2371140.0000000000"
2016-06-08 11:16:51,"705	sn02	244.0370068550	2371100.0000000000"
2016-06-08 11:16:52,"708	sn02	245.0401608944	2370800.0000000000"
2016-06-08 11:16:53,"705	sn02	246.0373530388	2370650.0000000000"
2016-06-08 11:16:54,"732	sn02	247.0645279884	2370610.0000000000"
2016-06-08 11:16:55,"715	sn02	248.0476388931	2371130.0000000000"
2016-06-08 11:16:56,"705	sn02	249.0377640724	2371520.0000000000"
2016-06-08 11:16:57,"710	sn02	250.0420029163	2371700.0000000000"
2016-06-08 11:16:58,"705	sn02	251.0370500088	2371270.0000000000"
2016-06-08 11:16:59,"730	sn02	252.0620539188	2370570.0000000000"
2016-06-08 11:17:00,"709	sn02	253.0412349701	2370350.0000000000"
2016-06-08 11:17:01,"707	sn02	254.0393340588	2370270.0000000000"
2016-06-08 11:17:02,"705	sn02	255.0374720097	2370260.0000000000"
2016-06-08 11:17:03,"705	sn02	256.0377109051	2369940.0000000000"
2016-06-08 11:17:04,"711	sn02	257.0438289642	2369500.0000000000"
2016-06-08 11:17:05,"741	sn02	258.0729448795	2369570.0000000000"
2016-06-08 11:17:06,"724	sn02	259.0561380386	2369310.0000000000"
2016-06-08 11:17:07,"707	sn02	260.0392658710	2369590.0000000000"
2016-06-08 11:17:08,"708	sn02	261.0403590202	2369950.0000000000"
2016-06-08 11:17:09,"705	sn02	262.0373489857	2369870.0000000000"
2016-06-08 11:17:10,"706	sn02	263.0386428833	2369440.0000000000"
2016-06-08 11:17:11,"722	sn02	264.0538389683	2369400.0000000000"
2016-06-08 11:17:12,"705	sn02	265.0369579792	2369050.0000000000"
2016-06-08 11:17:13,"710	sn02	266.0421659946	2369440.0000000000"
2016-06-08 11:17:14,"705	sn02	267.0372400284	2369320.0000000000"
2016-06-08 11:17:15,"708	sn02	268.0404188633	2369350.0000000000"
2016-06-08 11:17:16,"705	sn02	269.0375869274	2369350.0000000000"
2016-06-08 11:17:17,"732	sn02	270.0647480488	2369380.0000000000"
2016-06-08 11:17:18,"717	sn02	271.0489630699	2369440.0000000000"
2016-06-08 11:17:19,"706	sn02	272.0380420685	2369830.0000000000"
2016-06-08 11:17:20,"710	sn02	273.0421700478	2369990.0000000000"
2016-06-08 11:17:21,"705	sn02	274.0373198986	2370000.0000000000"
2016-06-08 11:17:22,"730	sn02	275.0624639988	2369270.0000000000"
2016-06-08 11:17:23,"713	sn02	276.0456929207	2368970.0000000000"
2016-06-08 11:17:24,"707	sn02	277.0397880077	2369190.0000000000"
2016-06-08 11:17:25,"705	sn02	278.0369839668	2370580.0000000000"
2016-06-08 11:17:26,"706	sn02	279.0381319523	2372690.0000000000"
2016-06-08 11:17:27,"711	sn02	280.0432980061	2368270.0000000000"
2016-06-08 11:17:28,"741	sn02	281.0734610558	2366090.0000000000"
2016-06-08 11:17:29,"724	sn02	282.0566658974	2367460.0000000000"
2016-06-08 11:17:30,"708	sn02	283.0398409367	2380180.0000000000"
2016-06-08 11:17:31,"708	sn02	284.0400168896	2374170.0000000000"
2016-06-08 11:17:32,"705	sn02	285.0372419357	2371930.0000000000"
2016-06-08 11:17:33,"707	sn02	286.0394060612	2388860.0000000000"
2016-06-08 11:17:34,"718	sn02	287.0505008698	2375500.0000000000"
2016-06-08 11:17:35,"705	sn02	288.0377159119	2373570.0000000000"
2016-06-08 11:17:36,"710	sn02	289.0418679714	2372610.0000000000"
2016-06-08 11:17:37,"705	sn02	290.0370118618	2373500.0000000000"
2016-06-08 11:17:38,"709	sn02	291.0411620140	2370120.0000000000"
2016-06-08 11:17:39,"705	sn02	292.0371470451	2367650.0000000000"
2016-06-08 11:17:40,"733	sn02	293.0654659271	2371190.0000000000"
2016-06-08 11:17:41,"716	sn02	294.0486390591	2375300.0000000000"
2016-06-08 11:17:42,"705	sn02	295.0377619267	2374500.0000000000"
2016-06-08 11:17:43,"711	sn02	296.0429670811	2369820.0000000000"
2016-06-08 11:17:44,"705	sn02	297.0371098518	2368420.0000000000"
2016-06-08 11:17:45,"731	sn02	298.0631978512	2369880.0000000000"
2016-06-08 11:17:46,"710	sn02	299.0423090458	2368220.0000000000"
2016-06-08 11:17:47,"708	sn02	300.0404989719	2368570.0000000000"
2016-06-08 11:17:48,"705	sn02	301.0376410484	2368530.0000000000"
2016-06-08 11:17:49,"706	sn02	302.0387699604	2368860.0000000000"
2016-06-08 11:17:50,"705	sn02	303.0369770527	2368810.0000000000"
2016-06-08 11:17:51,"742	sn02	304.0741000175	2368800.0000000000"
2016-06-08 11:17:52,"725	sn02	305.0572528839	2368310.0000000000"
2016-06-08 11:17:53,"708	sn02	306.0403940678	2368180.0000000000"
2016-06-08 11:17:54,"708	sn02	307.0405490398	2368180.0000000000"
2016-06-08 11:17:55,"705	sn02	308.0377919674	2368090.0000000000"
2016-06-08 11:17:56,"708	sn02	309.0400180817	2368280.0000000000"
2016-06-08 11:17:57,"722	sn02	310.0541579723	2368350.0000000000"
2016-06-08 11:17:58,"705	sn02	311.0373449326	2367770.0000000000"
2016-06-08 11:17:59,"710	sn02	312.0424439907	2367870.0000000000"
2016-06-08 11:18:00,"705	sn02	313.0375778675	2367980.0000000000"
2016-06-08 11:18:01,"709	sn02	314.0417668819	2367840.0000000000"
2016-06-08 11:18:02,"705	sn02	315.0368678570	2367580.0000000000"
2016-06-08 11:18:03,"734	sn02	316.0660459995	2367260.0000000000"
2016-06-08 11:18:04,"717	sn02	317.0491518974	2367780.0000000000"
2016-06-08 11:18:05,"706	sn02	318.0384459496	2367560.0000000000"
2016-06-08 11:18:06,"711	sn02	319.0435869694	2367880.0000000000"
2016-06-08 11:18:07,"704	sn02	320.0367689133	2368430.0000000000"
2016-06-08 11:18:08,"731	sn02	321.0628809929	2368570.0000000000"
2016-06-08 11:18:09,"714	sn02	322.0459129810	2368200.0000000000"
2016-06-08 11:18:10,"708	sn02	323.0401949883	2367370.0000000000"
2016-06-08 11:18:11,"705	sn02	324.0373730659	2366850.0000000000"
2016-06-08 11:18:12,"707	sn02	325.0393838882	2368100.0000000000"
