time,mass
2016-06-22 15:37:04,"696	as17	0.0380809307	2295360.0000000000"
2016-06-22 15:37:05,"700	as17	1.0423789024	2294530.0000000000"
2016-06-22 15:37:06,"695	as17	2.0376288891	2293950.0000000000"
2016-06-22 15:37:07,"724	as17	3.0668787956	2295730.0000000000"
2016-06-22 15:37:08,"708	as17	4.0502049923	2295680.0000000000"
2016-06-22 15:37:09,"697	as17	5.0394759178	2295580.0000000000"
2016-06-22 15:37:10,"695	as17	6.0377798080	2295770.0000000000"
2016-06-22 15:37:11,"696	as17	7.0380539894	2295620.0000000000"
2016-06-22 15:37:12,"722	as17	8.0643098354	2296000.0000000000"
2016-06-22 15:37:13,"701	as17	9.0436069965	2295760.0000000000"
2016-06-22 15:37:14,"699	as17	10.0418558121	2296460.0000000000"
2016-06-22 15:37:15,"695	as17	11.0371758938	2296200.0000000000"
2016-06-22 15:37:16,"698	as17	12.0405149460	2294990.0000000000"
2016-06-22 15:37:17,"695	as17	13.0377759933	2295140.0000000000"
2016-06-22 15:37:18,"733	as17	14.0750060081	2294660.0000000000"
2016-06-22 15:37:19,"717	as17	15.0592339039	2295950.0000000000"
2016-06-22 15:37:20,"699	as17	16.0415530205	2296100.0000000000"
2016-06-22 15:37:21,"699	as17	17.0417788029	2296140.0000000000"
2016-06-22 15:37:22,"695	as17	18.0370168686	2296170.0000000000"
2016-06-22 15:37:23,"699	as17	19.0413799286	2296140.0000000000"
2016-06-22 15:37:24,"710	as17	20.0524878502	2296280.0000000000"
2016-06-22 15:37:25,"696	as17	21.0389118195	2296440.0000000000"
2016-06-22 15:37:26,"695	as17	22.0371758938	2296520.0000000000"
2016-06-22 15:37:27,"695	as17	23.0374360085	2296270.0000000000"
2016-06-22 15:37:28,"700	as17	24.0427558422	2296120.0000000000"
2016-06-22 15:37:29,"695	as17	25.0370199680	2296200.0000000000"
2016-06-22 15:37:30,"725	as17	26.0672838688	2295890.0000000000"
2016-06-22 15:37:31,"707	as17	27.0496318340	2295880.0000000000"
2016-06-22 15:37:32,"697	as17	28.0399138927	2295680.0000000000"
2016-06-22 15:37:33,"695	as17	29.0372829437	2295900.0000000000"
