time,mass
2016-06-22 10:49:13,"715		1677.0429899693	1571020.0000000000"
2016-06-22 10:49:14,"710		1678.0382380486	1570900.0000000000"
2016-06-22 10:49:15,"720		1679.0483748913	1570370.0000000000"
2016-06-22 10:49:16,"709		1680.0376770496	1570750.0000000000"
2016-06-22 10:49:17,"713		1681.0408859253	1571180.0000000000"
2016-06-22 10:49:18,"709		1682.0370690823	1570910.0000000000"
2016-06-22 10:49:19,"711		1683.0392479897	1570930.0000000000"
2016-06-22 10:49:20,"709		1684.0375008583	1570900.0000000000"
2016-06-22 10:49:21,"735		1685.0637450218	1570730.0000000000"
2016-06-22 10:49:22,"719		1686.0469999313	1570370.0000000000"
2016-06-22 10:49:23,"709		1687.0372259617	1570410.0000000000"
2016-06-22 10:49:24,"713		1688.0413849354	1570660.0000000000"
2016-06-22 10:49:25,"709		1689.0375559330	1570710.0000000000"
2016-06-22 10:49:26,"729		1690.0572290421	1570320.0000000000"
2016-06-22 10:49:27,"712		1691.0404009819	1570120.0000000000"
2016-06-22 10:49:28,"710		1692.0386660099	1569680.0000000000"
2016-06-22 10:49:29,"709		1693.0369119644	1569750.0000000000"
2016-06-22 10:49:30,"709		1694.0371389389	1570280.0000000000"
2016-06-22 10:49:31,"714		1695.0422990322	1570220.0000000000"
2016-06-22 10:49:32,"744		1696.0725250244	1569700.0000000000"
2016-06-22 10:49:33,"728		1697.0558099747	1569940.0000000000"
2016-06-22 10:49:34,"710		1698.0380890369	1570480.0000000000"
2016-06-22 10:49:35,"711		1699.0393278599	1570470.0000000000"
2016-06-22 10:49:36,"710		1700.0386259556	1570000.0000000000"
2016-06-22 10:49:37,"710		1701.0378148556	1570440.0000000000"
2016-06-22 10:49:38,"721		1702.0489668846	1569850.0000000000"
2016-06-22 10:49:39,"709		1703.0372369289	1569620.0000000000"
2016-06-22 10:49:40,"713		1704.0414090157	1570210.0000000000"
2016-06-22 10:49:41,"709		1705.0376288891	1569390.0000000000"
2016-06-22 10:49:42,"712		1706.0398180485	1569430.0000000000"
2016-06-22 10:49:43,"709		1707.0371699333	1569770.0000000000"
2016-06-22 10:49:44,"736		1708.0643279552	1570010.0000000000"
2016-06-22 10:49:45,"718		1709.0465779305	1570610.0000000000"
2016-06-22 10:49:46,"709		1710.0377640724	1570350.0000000000"
2016-06-22 10:49:47,"714		1711.0419900417	1570960.0000000000"
2016-06-22 10:49:48,"709		1712.0372409821	1572140.0000000000"
2016-06-22 10:49:49,"730		1713.0584299564	1569550.0000000000"
2016-06-22 10:49:50,"712		1714.0406789780	1569950.0000000000"
2016-06-22 10:49:51,"711		1715.0389790535	1570310.0000000000"
2016-06-22 10:49:52,"709		1716.0372419357	1570650.0000000000"
2016-06-22 10:49:53,"709		1717.0374059677	1568930.0000000000"
2016-06-22 10:49:54,"715		1718.0435919762	1569410.0000000000"
2016-06-22 10:49:55,"744		1719.0727388859	1569600.0000000000"
2016-06-22 10:49:56,"728		1720.0559160709	1569020.0000000000"
2016-06-22 10:49:57,"711		1721.0390908718	1569260.0000000000"
2016-06-22 10:49:58,"711		1722.0392780304	1569290.0000000000"
2016-06-22 10:49:59,"709		1723.0374679565	1568110.0000000000"
2016-06-22 10:50:00,"710		1724.0387010574	1569620.0000000000"
2016-06-22 10:50:01,"722		1725.0498490334	1568180.0000000000"
2016-06-22 10:50:02,"709		1726.0371658802	1569330.0000000000"
2016-06-22 10:50:03,"713		1727.0415248871	1568780.0000000000"
2016-06-22 10:50:04,"709		1728.0376970768	1568850.0000000000"
2016-06-22 10:50:05,"712		1729.0400550365	1568200.0000000000"
2016-06-22 10:50:06,"709		1730.0372920036	1568200.0000000000"
2016-06-22 10:50:07,"736		1731.0645799637	1568570.0000000000"
2016-06-22 10:50:08,"719		1732.0477149487	1569060.0000000000"
2016-06-22 10:50:09,"710		1733.0379440784	1568210.0000000000"
2016-06-22 10:50:10,"714		1734.0422298908	1567550.0000000000"
2016-06-22 10:50:11,"709		1735.0373668671	1568510.0000000000"
2016-06-22 10:50:12,"733		1736.0615198612	1569960.0000000000"
2016-06-22 10:50:13,"712		1737.0407149792	1568390.0000000000"
2016-06-22 10:50:14,"711		1738.0389599800	1568460.0000000000"
2016-06-22 10:50:15,"709		1739.0371198654	1569070.0000000000"
2016-06-22 10:50:16,"710		1740.0382809639	1569500.0000000000"
2016-06-22 10:50:17,"715		1741.0434820652	1569900.0000000000"
2016-06-22 10:50:18,"745		1742.0737159252	1569120.0000000000"
2016-06-22 10:50:19,"728		1743.0559198856	1568550.0000000000"
2016-06-22 10:50:20,"711		1744.0391290188	1568780.0000000000"
2016-06-22 10:50:21,"711		1745.0392918587	1568260.0000000000"
2016-06-22 10:50:22,"709		1746.0375568867	1568910.0000000000"
2016-06-22 10:50:23,"711		1747.0387859344	1567950.0000000000"
2016-06-22 10:50:24,"725		1748.0530030727	1567870.0000000000"
2016-06-22 10:50:25,"709		1749.0372369289	1567840.0000000000"
2016-06-22 10:50:26,"713		1750.0414729118	1568480.0000000000"
2016-06-22 10:50:27,"709		1751.0376589298	1567630.0000000000"
2016-06-22 10:50:28,"712		1752.0398759842	1567490.0000000000"
2016-06-22 10:50:29,"709		1753.0370728970	1567220.0000000000"
2016-06-22 10:50:30,"737		1754.0652620792	1568780.0000000000"
2016-06-22 10:50:31,"719		1755.0474910736	1570530.0000000000"
2016-06-22 10:50:32,"709		1756.0376858711	1568330.0000000000"
2016-06-22 10:50:33,"714		1757.0418729782	1567890.0000000000"
2016-06-22 10:50:34,"709		1758.0371630192	1567720.0000000000"
2016-06-22 10:50:35,"734		1759.0622680187	1566900.0000000000"
2016-06-22 10:50:36,"713		1760.0415248871	1566990.0000000000"
2016-06-22 10:50:37,"711		1761.0397188663	1567410.0000000000"
2016-06-22 10:50:38,"709		1762.0369908810	1567460.0000000000"
2016-06-22 10:50:39,"710		1763.0380699635	1568220.0000000000"
2016-06-22 10:50:40,"715		1764.0432510376	1568560.0000000000"
2016-06-22 10:50:41,"745		1765.0735650063	1567850.0000000000"
2016-06-22 10:50:42,"729		1766.0567829609	1567600.0000000000"
2016-06-22 10:50:43,"711		1767.0390338898	1567950.0000000000"
2016-06-22 10:50:44,"712		1768.0402569771	1566720.0000000000"
2016-06-22 10:50:45,"709		1769.0374720097	1567180.0000000000"
2016-06-22 10:50:46,"710		1770.0387239456	1568800.0000000000"
2016-06-22 10:50:47,"722		1771.0499839783	1567790.0000000000"
2016-06-22 10:50:48,"709		1772.0372569561	1567020.0000000000"
2016-06-22 10:50:49,"714		1773.0424849987	1567430.0000000000"
2016-06-22 10:50:50,"709		1774.0376880169	1567240.0000000000"
2016-06-22 10:50:51,"713		1775.0408899784	1566880.0000000000"
2016-06-22 10:50:52,"709		1776.0371148586	1568240.0000000000"
2016-06-22 10:50:53,"737		1777.0652370453	1567310.0000000000"
2016-06-22 10:50:54,"720		1778.0484600067	1567620.0000000000"
2016-06-22 10:50:55,"709		1779.0377230644	1568420.0000000000"
2016-06-22 10:50:56,"715		1780.0429620743	1566550.0000000000"
2016-06-22 10:50:57,"709		1781.0372488499	1569020.0000000000"
2016-06-22 10:50:58,"734		1782.0624589920	1568790.0000000000"
2016-06-22 10:50:59,"713		1783.0417649746	1568680.0000000000"
2016-06-22 10:51:00,"712		1784.0399680138	1567990.0000000000"
2016-06-22 10:51:01,"709		1785.0372638702	1566840.0000000000"
2016-06-22 10:51:02,"710		1786.0383830070	1566690.0000000000"
2016-06-22 10:51:03,"715		1787.0436348915	1567030.0000000000"
2016-06-22 10:51:04,"746		1788.0738489628	1566080.0000000000"
2016-06-22 10:51:05,"729		1789.0571010113	1566350.0000000000"
2016-06-22 10:51:06,"711		1790.0392830372	1566620.0000000000"
2016-06-22 10:51:07,"712		1791.0405390263	1565760.0000000000"
2016-06-22 10:51:08,"709		1792.0377459526	1565490.0000000000"
2016-06-22 10:51:09,"712		1793.0400199890	1566530.0000000000"
2016-06-22 10:51:10,"722		1794.0502209663	1566230.0000000000"
2016-06-22 10:51:11,"709		1795.0374569893	1566180.0000000000"
2016-06-22 10:51:12,"714		1796.0426449776	1565810.0000000000"
2016-06-22 10:51:13,"710		1797.0377988815	1566650.0000000000"
2016-06-22 10:51:14,"713		1798.0410640240	1566170.0000000000"
2016-06-22 10:51:15,"709		1799.0373599529	1566920.0000000000"
2016-06-22 10:51:16,"737		1800.0655210018	1566840.0000000000"
2016-06-22 10:51:17,"720		1801.0487110615	1566890.0000000000"
2016-06-22 10:51:18,"710		1802.0379450321	1567100.0000000000"
2016-06-22 10:51:19,"715		1803.0431909561	1567320.0000000000"
2016-06-22 10:51:20,"709		1804.0374760628	1568280.0000000000"
2016-06-22 10:51:21,"734		1805.0626850128	1566950.0000000000"
2016-06-22 10:51:22,"714		1806.0419340134	1565740.0000000000"
2016-06-22 10:51:23,"712		1807.0401790142	1564500.0000000000"
2016-06-22 10:51:24,"709		1808.0374319553	1565700.0000000000"
2016-06-22 10:51:25,"710		1809.0386228561	1567140.0000000000"
2016-06-22 10:51:26,"709		1810.0368978977	1567670.0000000000"
2016-06-22 10:51:27,"746		1811.0741128922	1565440.0000000000"
2016-06-22 10:51:28,"729		1812.0573189259	1566050.0000000000"
2016-06-22 10:51:29,"711		1813.0395240784	1568440.0000000000"
2016-06-22 10:51:30,"712		1814.0407259464	1567660.0000000000"
2016-06-22 10:51:31,"709		1815.0369758606	1568480.0000000000"
2016-06-22 10:51:32,"712		1816.0400998592	1568810.0000000000"
2016-06-22 10:51:33,"723		1817.0512628555	1565910.0000000000"
2016-06-22 10:51:34,"709		1818.0375030041	1566420.0000000000"
2016-06-22 10:51:35,"714		1819.0427138805	1567110.0000000000"
2016-06-22 10:51:36,"709		1820.0369539261	1567410.0000000000"
2016-06-22 10:51:37,"713		1821.0411288738	1567900.0000000000"
2016-06-22 10:51:38,"709		1822.0373690128	1566710.0000000000"
2016-06-22 10:51:39,"737		1823.0655908585	1565700.0000000000"
2016-06-22 10:51:40,"721		1824.0487718582	1564700.0000000000"
2016-06-22 10:51:41,"711		1825.0389719009	1564490.0000000000"
2016-06-22 10:51:42,"715		1826.0431590080	1564440.0000000000"
2016-06-22 10:51:43,"709		1827.0373320580	1564340.0000000000"
2016-06-22 10:51:44,"735		1828.0634899139	1564340.0000000000"
2016-06-22 10:51:45,"714		1829.0427279472	1563820.0000000000"
2016-06-22 10:51:46,"713		1830.0410070419	1564160.0000000000"
2016-06-22 10:51:47,"709		1831.0372719765	1564610.0000000000"
2016-06-22 10:51:48,"711		1832.0393130779	1564490.0000000000"
2016-06-22 10:51:49,"709		1833.0375590324	1564660.0000000000"
2016-06-22 10:51:50,"746		1834.0747270584	1564250.0000000000"
2016-06-22 10:51:51,"729		1835.0569989681	1564170.0000000000"
2016-06-22 10:51:52,"712		1836.0402638912	1564080.0000000000"
2016-06-22 10:51:53,"713		1837.0413429737	1564350.0000000000"
2016-06-22 10:51:54,"709		1838.0376079082	1564600.0000000000"
2016-06-22 10:51:55,"713		1839.0407700539	1564510.0000000000"
2016-06-22 10:51:56,"723		1840.0510170460	1564420.0000000000"
2016-06-22 10:51:57,"710		1841.0381510258	1564380.0000000000"
2016-06-22 10:51:58,"715		1842.0433199406	1564330.0000000000"
2016-06-22 10:51:59,"709		1843.0376009941	1564920.0000000000"
2016-06-22 10:52:00,"714		1844.0417799950	1564570.0000000000"
2016-06-22 10:52:01,"709		1845.0369489193	1564660.0000000000"
2016-06-22 10:52:02,"738		1846.0661439896	1564690.0000000000"
2016-06-22 10:52:03,"721		1847.0493080616	1564570.0000000000"
2016-06-22 10:52:04,"710		1848.0385398865	1564410.0000000000"
2016-06-22 10:52:05,"716		1849.0438020229	1564640.0000000000"
2016-06-22 10:52:06,"709		1850.0370640755	1564800.0000000000"
2016-06-22 10:52:07,"735		1851.0632710457	1564750.0000000000"
2016-06-22 10:52:08,"718		1852.0464348793	1564460.0000000000"
2016-06-22 10:52:09,"712		1853.0406959057	1564030.0000000000"
2016-06-22 10:52:10,"710		1854.0378279686	1563910.0000000000"
2016-06-22 10:52:11,"711		1855.0390598774	1564120.0000000000"
2016-06-22 10:52:12,"709		1856.0372679234	1563930.0000000000"
2016-06-22 10:52:13,"747		1857.0753810406	1563810.0000000000"
2016-06-22 10:52:14,"729		1858.0575950146	1563400.0000000000"
2016-06-22 10:52:15,"712		1859.0407528877	1563660.0000000000"
2016-06-22 10:52:16,"713		1860.0409479141	1563670.0000000000"
2016-06-22 10:52:17,"709		1861.0372669697	1564360.0000000000"
2016-06-22 10:52:18,"712		1862.0404460430	1564420.0000000000"
2016-06-22 10:52:19,"723		1863.0516939163	1564520.0000000000"
2016-06-22 10:52:20,"711		1864.0389978886	1564170.0000000000"
2016-06-22 10:52:21,"715		1865.0431849957	1564510.0000000000"
2016-06-22 10:52:22,"709		1866.0373749733	1564100.0000000000"
2016-06-22 10:52:23,"714		1867.0425460339	1564280.0000000000"
2016-06-22 10:52:24,"709		1868.0377109051	1564300.0000000000"
2016-06-22 10:52:25,"738		1869.0658519268	1564160.0000000000"
2016-06-22 10:52:26,"721		1870.0492608547	1563710.0000000000"
2016-06-22 10:52:27,"711		1871.0394289494	1564640.0000000000"
2016-06-22 10:52:28,"709		1872.0376548767	1564700.0000000000"
2016-06-22 10:52:29,"710		1873.0378558636	1563930.0000000000"
2016-06-22 10:52:30,"736		1874.0640990734	1564060.0000000000"
2016-06-22 10:52:31,"715		1875.0433189869	1563520.0000000000"
2016-06-22 10:52:32,"713		1876.0415780544	1563360.0000000000"
2016-06-22 10:52:33,"710		1877.0378079414	1563210.0000000000"
2016-06-22 10:52:34,"712		1878.0400960445	1563430.0000000000"
2016-06-22 10:52:35,"709		1879.0373349190	1563680.0000000000"
2016-06-22 10:52:36,"747		1880.0755250454	1563870.0000000000"
2016-06-22 10:52:37,"729		1881.0577578545	1563570.0000000000"
2016-06-22 10:52:38,"713		1882.0410149097	1563320.0000000000"
2016-06-22 10:52:39,"714		1883.0422470570	1563320.0000000000"
2016-06-22 10:52:40,"709		1884.0375289917	1563250.0000000000"
2016-06-22 10:52:41,"712		1885.0407290459	1563240.0000000000"
2016-06-22 10:52:42,"724		1886.0519959927	1563300.0000000000"
2016-06-22 10:52:43,"711		1887.0392589569	1563290.0000000000"
2016-06-22 10:52:44,"715		1888.0434739590	1563280.0000000000"
2016-06-22 10:52:45,"709		1889.0376889706	1563230.0000000000"
2016-06-22 10:52:46,"714		1890.0418448448	1563130.0000000000"
2016-06-22 10:52:47,"709		1891.0371279716	1562960.0000000000"
2016-06-22 10:52:48,"739		1892.0672750473	1562820.0000000000"
2016-06-22 10:52:49,"721		1893.0494759083	1563240.0000000000"
2016-06-22 10:52:50,"711		1894.0396940708	1563280.0000000000"
2016-06-22 10:52:51,"709		1895.0369529724	1563200.0000000000"
2016-06-22 10:52:52,"710		1896.0382468700	1563100.0000000000"
2016-06-22 10:52:53,"736		1897.0643470287	1563140.0000000000"
2016-06-22 10:52:54,"715		1898.0436408520	1562980.0000000000"
2016-06-22 10:52:55,"714		1899.0418338776	1562980.0000000000"
2016-06-22 10:52:56,"709		1900.0370500088	1562950.0000000000"
2016-06-22 10:52:57,"712		1901.0402829647	1562720.0000000000"
2016-06-22 10:52:58,"709		1902.0375049114	1562530.0000000000"
2016-06-22 10:52:59,"747		1903.0755519867	1562710.0000000000"
2016-06-22 10:53:00,"731		1904.0588209629	1562520.0000000000"
2016-06-22 10:53:01,"713		1905.0410990715	1561990.0000000000"
2016-06-22 10:53:02,"714		1906.0423040390	1562160.0000000000"
2016-06-22 10:53:03,"709		1907.0375549793	1562280.0000000000"
2016-06-22 10:53:04,"713		1908.0407900810	1562440.0000000000"
2016-06-22 10:53:05,"724		1909.0520188808	1562350.0000000000"
2016-06-22 10:53:06,"711		1910.0392620564	1561750.0000000000"
2016-06-22 10:53:07,"709		1911.0375800133	1561790.0000000000"
2016-06-22 10:53:08,"709		1912.0377118587	1562090.0000000000"
2016-06-22 10:53:09,"715		1913.0429718494	1561810.0000000000"
2016-06-22 10:53:10,"709		1914.0372619629	1562440.0000000000"
2016-06-22 10:53:11,"739		1915.0673708916	1562460.0000000000"
2016-06-22 10:53:12,"721		1916.0497009754	1562210.0000000000"
2016-06-22 10:53:13,"712		1917.0398838520	1561600.0000000000"
2016-06-22 10:53:14,"709		1918.0371260643	1561960.0000000000"
2016-06-22 10:53:15,"710		1919.0383238792	1562260.0000000000"
2016-06-22 10:53:16,"736		1920.0644819736	1562100.0000000000"
2016-06-22 10:53:17,"716		1921.0438420773	1562390.0000000000"
2016-06-22 10:53:18,"714		1922.0421190262	1562400.0000000000"
2016-06-22 10:53:19,"709		1923.0372838974	1562470.0000000000"
2016-06-22 10:53:20,"712		1924.0405619144	1563460.0000000000"
2016-06-22 10:53:21,"710		1925.0377979279	1563230.0000000000"
2016-06-22 10:53:22,"748		1926.0758669376	1563240.0000000000"
2016-06-22 10:53:23,"731		1927.0592510700	1562310.0000000000"
2016-06-22 10:53:24,"713		1928.0414769650	1561970.0000000000"
2016-06-22 10:53:25,"714		1929.0426440239	1562650.0000000000"
2016-06-22 10:53:26,"710		1930.0378968716	1562530.0000000000"
2016-06-22 10:53:27,"713		1931.0411520004	1561840.0000000000"
2016-06-22 10:53:28,"724		1932.0523488522	1562850.0000000000"
2016-06-22 10:53:29,"711		1933.0396409035	1562200.0000000000"
2016-06-22 10:53:30,"710		1934.0378448963	1561880.0000000000"
2016-06-22 10:53:31,"710		1935.0380609035	1562230.0000000000"
2016-06-22 10:53:32,"715		1936.0433099270	1562090.0000000000"
2016-06-22 10:53:33,"709		1937.0375318527	1562010.0000000000"
2016-06-22 10:53:34,"739		1938.0676770210	1562680.0000000000"
2016-06-22 10:53:35,"723		1939.0508649349	1563610.0000000000"
2016-06-22 10:53:36,"712		1940.0400998592	1563320.0000000000"
2016-06-22 10:53:37,"709		1941.0373518467	1562130.0000000000"
2016-06-22 10:53:38,"710		1942.0385010242	1561580.0000000000"
2016-06-22 10:53:39,"736		1943.0647618771	1561820.0000000000"
2016-06-22 10:53:40,"716		1944.0441009998	1560710.0000000000"
2016-06-22 10:53:41,"714		1945.0422880650	1561080.0000000000"
2016-06-22 10:53:42,"709		1946.0376598835	1562450.0000000000"
2016-06-22 10:53:43,"713		1947.0408699512	1561810.0000000000"
2016-06-22 10:53:44,"709		1948.0371038914	1560970.0000000000"
2016-06-22 10:53:45,"748		1949.0762510300	1560840.0000000000"
2016-06-22 10:53:46,"731		1950.0595519543	1561190.0000000000"
2016-06-22 10:53:47,"714		1951.0419058800	1561440.0000000000"
2016-06-22 10:53:48,"715		1952.0431010723	1561350.0000000000"
2016-06-22 10:53:49,"709		1953.0372819901	1561180.0000000000"
2016-06-22 10:53:50,"713		1954.0414559841	1561500.0000000000"
2016-06-22 10:53:51,"724		1955.0527009964	1561740.0000000000"
2016-06-22 10:53:52,"712		1956.0398888588	1561180.0000000000"
2016-06-22 10:53:53,"709		1957.0371539593	1560830.0000000000"
2016-06-22 10:53:54,"710		1958.0383279324	1560510.0000000000"
2016-06-22 10:53:55,"715		1959.0436289310	1560320.0000000000"
2016-06-22 10:53:56,"710		1960.0378739834	1560350.0000000000"
2016-06-22 10:53:57,"740		1961.0680160522	1560900.0000000000"
2016-06-22 10:53:58,"722		1962.0503020287	1561480.0000000000"
2016-06-22 10:53:59,"712		1963.0405969620	1560690.0000000000"
2016-06-22 10:54:00,"708		1964.0366959572	1560910.0000000000"
2016-06-22 10:54:01,"711		1965.0391218662	1560360.0000000000"
2016-06-22 10:54:02,"709		1966.0372569561	1559950.0000000000"
2016-06-22 10:54:03,"716		1967.0444030762	1562200.0000000000"
2016-06-22 10:54:04,"714		1968.0426020622	1561390.0000000000"
2016-06-22 10:54:05,"710		1969.0377969742	1561430.0000000000"
2016-06-22 10:54:06,"713		1970.0410850048	1561530.0000000000"
2016-06-22 10:54:07,"709		1971.0373060703	1560830.0000000000"
2016-06-22 10:54:08,"748		1972.0764639378	1560920.0000000000"
2016-06-22 10:54:09,"731		1973.0596630573	1560850.0000000000"
2016-06-22 10:54:10,"714		1974.0418980122	1560600.0000000000"
2016-06-22 10:54:11,"715		1975.0431280136	1560760.0000000000"
2016-06-22 10:54:12,"709		1976.0373320580	1560870.0000000000"
2016-06-22 10:54:13,"714		1977.0424828529	1560790.0000000000"
2016-06-22 10:54:14,"728		1978.0566790104	1560990.0000000000"
2016-06-22 10:54:15,"712		1979.0399649143	1560800.0000000000"
2016-06-22 10:54:16,"709		1980.0371809006	1560840.0000000000"
2016-06-22 10:54:17,"711		1981.0393419266	1560960.0000000000"
2016-06-22 10:54:18,"715		1982.0436580181	1560950.0000000000"
2016-06-22 10:54:19,"710		1983.0379500389	1560840.0000000000"
2016-06-22 10:54:20,"740		1984.0681118965	1560980.0000000000"
2016-06-22 10:54:21,"723		1985.0514390469	1561060.0000000000"
2016-06-22 10:54:22,"713		1986.0407819748	1560880.0000000000"
2016-06-22 10:54:23,"709		1987.0369820595	1560220.0000000000"
2016-06-22 10:54:24,"711		1988.0392808914	1560130.0000000000"
2016-06-22 10:54:25,"709		1989.0373730659	1559410.0000000000"
2016-06-22 10:54:26,"720		1990.0486419201	1560490.0000000000"
2016-06-22 10:54:27,"714		1991.0427579880	1561090.0000000000"
2016-06-22 10:54:28,"709		1992.0370059013	1560460.0000000000"
2016-06-22 10:54:29,"713		1993.0411689281	1560610.0000000000"
2016-06-22 10:54:30,"709		1994.0374150276	1560760.0000000000"
2016-06-22 10:54:31,"748		1995.0766298771	1560410.0000000000"
2016-06-22 10:54:32,"732		1996.0599429607	1560810.0000000000"
2016-06-22 10:54:33,"715		1997.0432369709	1560560.0000000000"
