time,mass
2016-06-22 13:52:08,"002	as15	0.0420160294	2243240.0000000000"
2016-06-22 13:52:08,"998	as15	1.0373008251	2243410.0000000000"
2016-06-22 13:52:10,"002	as15	2.0416018963	2243380.0000000000"
2016-06-22 13:52:11,"016	as15	3.0558288097	2243140.0000000000"
2016-06-22 13:52:12,"000	as15	4.0390629768	2243010.0000000000"
2016-06-22 13:52:12,"998	as15	5.0373659134	2242770.0000000000"
2016-06-22 13:52:13,"999	as15	6.0385730267	2242630.0000000000"
2016-06-22 13:52:15,"003	as15	7.0428259373	2242720.0000000000"
2016-06-22 13:52:15,"998	as15	8.0371398926	2242760.0000000000"
2016-06-22 13:52:17,"028	as15	9.0674250126	2242930.0000000000"
2016-06-22 13:52:18,"011	as15	10.0506038666	2242380.0000000000"
2016-06-22 13:52:19,"000	as15	11.0398349762	2240850.0000000000"
2016-06-22 13:52:19,"998	as15	12.0372519493	2242120.0000000000"
2016-06-22 13:52:20,"999	as15	13.0384747982	2241690.0000000000"
2016-06-22 13:52:22,"022	as15	14.0614969730	2242350.0000000000"
2016-06-22 13:52:23,"004	as15	15.0439529419	2242320.0000000000"
2016-06-22 13:52:24,"003	as15	16.0422079563	2242700.0000000000"
2016-06-22 13:52:24,"998	as15	17.0375738144	2242480.0000000000"
2016-06-22 13:52:26,"001	as15	18.0408539772	2242880.0000000000"
2016-06-22 13:52:26,"997	as15	19.0370128155	2242770.0000000000"
2016-06-22 13:52:28,"037	as15	20.0762779713	2242810.0000000000"
2016-06-22 13:52:29,"020	as15	21.0595757961	2242870.0000000000"
2016-06-22 13:52:30,"002	as15	22.0418748856	2243000.0000000000"
2016-06-22 13:52:31,"003	as15	23.0420877934	2243180.0000000000"
2016-06-22 13:52:31,"998	as15	24.0373749733	2243030.0000000000"
2016-06-22 13:52:33,"002	as15	25.0415759087	2243040.0000000000"
2016-06-22 13:52:34,"013	as15	26.0529057980	2243110.0000000000"
2016-06-22 13:52:35,"001	as15	27.0401170254	2243170.0000000000"
2016-06-22 13:52:35,"998	as15	28.0374279022	2243120.0000000000"
2016-06-22 13:52:36,"999	as15	29.0387508869	2243310.0000000000"
2016-06-22 13:52:38,"004	as15	30.0431468487	2243320.0000000000"
2016-06-22 13:52:38,"998	as15	31.0373299122	2243200.0000000000"
2016-06-22 13:52:40,"028	as15	32.0674788952	2243290.0000000000"
2016-06-22 13:52:41,"011	as15	33.0507278442	2243460.0000000000"
2016-06-22 13:52:42,"001	as15	34.0400459766	2243670.0000000000"
2016-06-22 13:52:42,"998	as15	35.0373268127	2243690.0000000000"
2016-06-22 13:52:43,"999	as15	36.0385639668	2243110.0000000000"
2016-06-22 13:52:45,"022	as15	37.0619230270	2242640.0000000000"
2016-06-22 13:52:46,"009	as15	38.0482449532	2242480.0000000000"
2016-06-22 13:52:47,"003	as15	39.0424509048	2242740.0000000000"
2016-06-22 13:52:47,"998	as15	40.0377259254	2242720.0000000000"
2016-06-22 13:52:49,"001	as15	41.0410239697	2242720.0000000000"
2016-06-22 13:52:49,"998	as15	42.0373079777	2242940.0000000000"
2016-06-22 13:52:51,"037	as15	43.0764818192	2243070.0000000000"
2016-06-22 13:52:52,"020	as15	44.0597620010	2242980.0000000000"
2016-06-22 13:52:53,"004	as15	45.0430879593	2242950.0000000000"
2016-06-22 13:52:54,"004	as15	46.0434060097	2243230.0000000000"
2016-06-22 13:52:54,"998	as15	47.0376780033	2243500.0000000000"
2016-06-22 13:52:56,"002	as15	48.0419919491	2243200.0000000000"
2016-06-22 13:52:57,"014	as15	49.0533158779	2242940.0000000000"
2016-06-22 13:52:58,"001	as15	50.0405008793	2242620.0000000000"
2016-06-22 13:52:58,"998	as15	51.0378768444	2246620.0000000000"
2016-06-22 13:53:00,"000	as15	52.0391700268	2248330.0000000000"
2016-06-22 13:53:01,"004	as15	53.0434818268	2247270.0000000000"
2016-06-22 13:53:01,"998	as15	54.0376529694	2241750.0000000000"
2016-06-22 13:53:03,"028	as15	55.0677838326	2242030.0000000000"
2016-06-22 13:53:04,"012	as15	56.0511908531	2241780.0000000000"
2016-06-22 13:53:05,"001	as15	57.0405158997	2241480.0000000000"
2016-06-22 13:53:05,"998	as15	58.0377788544	2242280.0000000000"
2016-06-22 13:53:07,"000	as15	59.0390548706	2242790.0000000000"
2016-06-22 13:53:07,"998	as15	60.0373148918	2244650.0000000000"
2016-06-22 13:53:09,"005	as15	61.0445899963	2242180.0000000000"
2016-06-22 13:53:10,"003	as15	62.0429308414	2240820.0000000000"
2016-06-22 13:53:10,"998	as15	63.0371220112	2240690.0000000000"
2016-06-22 13:53:12,"002	as15	64.0415809155	2240480.0000000000"
2016-06-22 13:53:12,"998	as15	65.0377309322	2239090.0000000000"
2016-06-22 13:53:14,"037	as15	66.0769689083	2237480.0000000000"
2016-06-22 13:53:15,"020	as15	67.0592169762	2235490.0000000000"
2016-06-22 13:53:16,"003	as15	68.0425779819	2233310.0000000000"
2016-06-22 13:53:17,"004	as15	69.0437538624	2233200.0000000000"
2016-06-22 13:53:17,"997	as15	70.0370199680	2232090.0000000000"
2016-06-22 13:53:19,"003	as15	71.0423169136	2231330.0000000000"
2016-06-22 13:53:20,"014	as15	72.0535669327	2230780.0000000000"
2016-06-22 13:53:21,"001	as15	73.0408608913	2229860.0000000000"
2016-06-22 13:53:21,"998	as15	74.0371158123	2230200.0000000000"
2016-06-22 13:53:23,"000	as15	75.0394279957	2231260.0000000000"
2016-06-22 13:53:24,"004	as15	76.0436668396	2231660.0000000000"
2016-06-22 13:53:24,"998	as15	77.0379078388	2233040.0000000000"
2016-06-22 13:53:26,"029	as15	78.0681898594	2233960.0000000000"
2016-06-22 13:53:27,"012	as15	79.0514829159	2235460.0000000000"
2016-06-22 13:53:28,"001	as15	80.0408108234	2236010.0000000000"
2016-06-22 13:53:28,"998	as15	81.0370569229	2235950.0000000000"
2016-06-22 13:53:30,"000	as15	82.0392098427	2233430.0000000000"
2016-06-22 13:53:30,"998	as15	83.0375800133	2234270.0000000000"
2016-06-22 13:53:32,"005	as15	84.0448949337	2235310.0000000000"
2016-06-22 13:53:33,"004	as15	85.0432059765	2232430.0000000000"
2016-06-22 13:53:33,"998	as15	86.0373809338	2233650.0000000000"
2016-06-22 13:53:35,"002	as15	87.0416319370	2231470.0000000000"
2016-06-22 13:53:35,"997	as15	88.0369369984	2231770.0000000000"
2016-06-22 13:53:37,"038	as15	89.0771980286	2232150.0000000000"
2016-06-22 13:53:38,"021	as15	90.0603928566	2233710.0000000000"
2016-06-22 13:53:39,"003	as15	91.0425038338	2231740.0000000000"
2016-06-22 13:53:40,"004	as15	92.0438888073	2231770.0000000000"
2016-06-22 13:53:40,"998	as15	93.0370588303	2231200.0000000000"
2016-06-22 13:53:42,"003	as15	94.0423109531	2230980.0000000000"
2016-06-22 13:53:43,"018	as15	95.0576078892	2229960.0000000000"
2016-06-22 13:53:44,"001	as15	96.0408339500	2230460.0000000000"
2016-06-22 13:53:44,"998	as15	97.0371689796	2229850.0000000000"
2016-06-22 13:53:46,"000	as15	98.0394809246	2229130.0000000000"
2016-06-22 13:53:46,"998	as15	99.0376498699	2228040.0000000000"
2016-06-22 13:53:47,"999	as15	100.0390088558	2227070.0000000000"
2016-06-22 13:53:49,"029	as15	101.0682709217	2226400.0000000000"
2016-06-22 13:53:50,"012	as15	102.0514838696	2225960.0000000000"
2016-06-22 13:53:51,"002	as15	103.0417349339	2225090.0000000000"
2016-06-22 13:53:51,"998	as15	104.0370728970	2225100.0000000000"
2016-06-22 13:53:53,"001	as15	105.0403909683	2223570.0000000000"
2016-06-22 13:53:53,"998	as15	106.0375850201	2223220.0000000000"
2016-06-22 13:53:55,"006	as15	107.0458619595	2223050.0000000000"
2016-06-22 13:53:55,"998	as15	108.0371479988	2222330.0000000000"
2016-06-22 13:53:56,"998	as15	109.0374109745	2221910.0000000000"
2016-06-22 13:53:58,"002	as15	110.0416610241	2221930.0000000000"
2016-06-22 13:53:58,"997	as15	111.0368638039	2221240.0000000000"
2016-06-22 13:54:00,"038	as15	112.0780298710	2221210.0000000000"
2016-06-22 13:54:01,"021	as15	113.0602488518	2220780.0000000000"
2016-06-22 13:54:02,"004	as15	114.0436289310	2220410.0000000000"
2016-06-22 13:54:02,"997	as15	115.0369179249	2220390.0000000000"
2016-06-22 13:54:03,"999	as15	116.0383110046	2220530.0000000000"
2016-06-22 13:54:05,"004	as15	117.0436289310	2220070.0000000000"
2016-06-22 13:54:06,"014	as15	118.0538468361	2219630.0000000000"
2016-06-22 13:54:07,"002	as15	119.0410737991	2219340.0000000000"
2016-06-22 13:54:07,"998	as15	120.0373578072	2219230.0000000000"
2016-06-22 13:54:09,"000	as15	121.0395679474	2219130.0000000000"
2016-06-22 13:54:09,"998	as15	122.0378608704	2218760.0000000000"
2016-06-22 13:54:11,"000	as15	123.0392558575	2217470.0000000000"
2016-06-22 13:54:12,"029	as15	124.0684759617	2217360.0000000000"
2016-06-22 13:54:13,"013	as15	125.0528099537	2217080.0000000000"
2016-06-22 13:54:14,"002	as15	126.0420129299	2217150.0000000000"
2016-06-22 13:54:14,"998	as15	127.0373718739	2217480.0000000000"
2016-06-22 13:54:16,"001	as15	128.0407269001	2216520.0000000000"
2016-06-22 13:54:16,"997	as15	129.0369880199	2215810.0000000000"
2016-06-22 13:54:18,"007	as15	130.0463118553	2216210.0000000000"
2016-06-22 13:54:18,"998	as15	131.0375750065	2215510.0000000000"
2016-06-22 13:54:19,"998	as15	132.0378489494	2215520.0000000000"
2016-06-22 13:54:21,"003	as15	133.0421369076	2215030.0000000000"
2016-06-22 13:54:21,"998	as15	134.0374629498	2213700.0000000000"
2016-06-22 13:54:23,"038	as15	135.0776908398	2214350.0000000000"
2016-06-22 13:54:24,"021	as15	136.0609939098	2213850.0000000000"
2016-06-22 13:54:25,"005	as15	137.0442528725	2213710.0000000000"
2016-06-22 13:54:25,"998	as15	138.0375878811	2213250.0000000000"
2016-06-22 13:54:26,"998	as15	139.0377898216	2213260.0000000000"
2016-06-22 13:54:28,"005	as15	140.0440478325	2211800.0000000000"
