time,mass
2016-06-29 16:10:40,"809	erc11	0.0407149792	1867910.0000000000"
2016-06-29 16:10:41,"809	erc11	1.0406999588	1867880.0000000000"
2016-06-29 16:10:42,"806	erc11	2.0375311375	1867810.0000000000"
2016-06-29 16:10:43,"818	erc11	3.0502519608	1867230.0000000000"
2016-06-29 16:10:44,"805	erc11	4.0373449326	1867420.0000000000"
2016-06-29 16:10:45,"806	erc11	5.0382630825	1867070.0000000000"
2016-06-29 16:10:46,"810	erc11	6.0421891212	1867100.0000000000"
2016-06-29 16:10:47,"805	erc11	7.0371339321	1867020.0000000000"
2016-06-29 16:10:48,"846	erc11	8.0780119896	1867220.0000000000"
2016-06-29 16:10:49,"836	erc11	9.0677311420	1867280.0000000000"
2016-06-29 16:10:50,"814	erc11	10.0458130836	1867370.0000000000"
2016-06-29 16:10:51,"806	erc11	11.0376961231	1867560.0000000000"
2016-06-29 16:10:52,"807	erc11	12.0387139320	1867540.0000000000"
2016-06-29 16:10:53,"806	erc11	13.0376181602	1867230.0000000000"
2016-06-29 16:10:54,"823	erc11	14.0544321537	1867120.0000000000"
2016-06-29 16:10:55,"811	erc11	15.0423970222	1866980.0000000000"
2016-06-29 16:10:56,"808	erc11	16.0402660370	1866960.0000000000"
2016-06-29 16:10:57,"808	erc11	17.0402150154	1866840.0000000000"
2016-06-29 16:10:58,"805	erc11	18.0370919704	1866800.0000000000"
2016-06-29 16:10:59,"808	erc11	19.0401139259	1866840.0000000000"
2016-06-29 16:11:00,"845	erc11	20.0769970417	1866850.0000000000"
2016-06-29 16:11:01,"828	erc11	21.0598721504	1866510.0000000000"
2016-06-29 16:11:02,"811	erc11	22.0428919792	1866420.0000000000"
2016-06-29 16:11:03,"809	erc11	23.0408389568	1866210.0000000000"
2016-06-29 16:11:04,"809	erc11	24.0407600403	1866200.0000000000"
2016-06-29 16:11:05,"805	erc11	25.0366599560	1865910.0000000000"
2016-06-29 16:11:06,"819	erc11	26.0504591465	1865660.0000000000"
2016-06-29 16:11:07,"806	erc11	27.0375249386	1865230.0000000000"
2016-06-29 16:11:08,"806	erc11	28.0381839275	1865830.0000000000"
2016-06-29 16:11:09,"811	erc11	29.0433139801	1865500.0000000000"
2016-06-29 16:11:10,"805	erc11	30.0372941494	1865850.0000000000"
2016-06-29 16:11:11,"846	erc11	31.0782229900	1865870.0000000000"
2016-06-29 16:11:12,"836	erc11	32.0681209564	1865780.0000000000"
2016-06-29 16:11:13,"814	erc11	33.0460419655	1865690.0000000000"
2016-06-29 16:11:14,"806	erc11	34.0379929543	1865510.0000000000"
2016-06-29 16:11:15,"807	erc11	35.0388920307	1865390.0000000000"
2016-06-29 16:11:16,"805	erc11	36.0367691517	1865390.0000000000"
2016-06-29 16:11:17,"823	erc11	37.0548181534	1865490.0000000000"
2016-06-29 16:11:18,"811	erc11	38.0426630974	1865510.0000000000"
2016-06-29 16:11:19,"809	erc11	39.0406680107	1865490.0000000000"
2016-06-29 16:11:20,"809	erc11	40.0405650139	1865360.0000000000"
2016-06-29 16:11:21,"807	erc11	41.0384681225	1865280.0000000000"
2016-06-29 16:11:22,"808	erc11	42.0403161049	1865200.0000000000"
2016-06-29 16:11:23,"838	erc11	43.0702669621	1865050.0000000000"
2016-06-29 16:11:24,"828	erc11	44.0600290298	1865020.0000000000"
2016-06-29 16:11:25,"811	erc11	45.0431420803	1864930.0000000000"
2016-06-29 16:11:26,"809	erc11	46.0410511494	1864970.0000000000"
2016-06-29 16:11:27,"809	erc11	47.0409951210	1864970.0000000000"
2016-06-29 16:11:28,"806	erc11	48.0378050804	1865150.0000000000"
2016-06-29 16:11:29,"819	erc11	49.0506279469	1864490.0000000000"
2016-06-29 16:11:30,"806	erc11	50.0376050472	1863660.0000000000"
2016-06-29 16:11:31,"807	erc11	51.0385949612	1864950.0000000000"
2016-06-29 16:11:32,"812	erc11	52.0435409546	1862870.0000000000"
2016-06-29 16:11:33,"806	erc11	53.0374310017	1859080.0000000000"
2016-06-29 16:11:34,"847	erc11	54.0792720318	1857210.0000000000"
2016-06-29 16:11:35,"837	erc11	55.0691721439	1854460.0000000000"
2016-06-29 16:11:36,"814	erc11	56.0461211205	1852030.0000000000"
2016-06-29 16:11:37,"805	erc11	57.0370709896	1848650.0000000000"
2016-06-29 16:11:38,"807	erc11	58.0389931202	1845410.0000000000"
2016-06-29 16:11:39,"805	erc11	59.0368731022	1840580.0000000000"
2016-06-29 16:11:40,"824	erc11	60.0556690693	1838440.0000000000"
2016-06-29 16:11:41,"811	erc11	61.0426011086	1835690.0000000000"
2016-06-29 16:11:42,"810	erc11	62.0415971279	1834440.0000000000"
2016-06-29 16:11:43,"809	erc11	63.0413379669	1833530.0000000000"
2016-06-29 16:11:44,"808	erc11	64.0394060612	1833580.0000000000"
2016-06-29 16:11:45,"808	erc11	65.0403449535	1833780.0000000000"
2016-06-29 16:11:46,"838	erc11	66.0702729225	1834000.0000000000"
2016-06-29 16:11:47,"828	erc11	67.0602190495	1832380.0000000000"
2016-06-29 16:11:48,"811	erc11	68.0431470871	1829500.0000000000"
2016-06-29 16:11:49,"809	erc11	69.0410039425	1829320.0000000000"
2016-06-29 16:11:50,"810	erc11	70.0420269966	1827660.0000000000"
2016-06-29 16:11:51,"805	erc11	71.0369579792	1826930.0000000000"
2016-06-29 16:11:52,"819	erc11	72.0509221554	1827290.0000000000"
2016-06-29 16:11:53,"805	erc11	73.0368230343	1828710.0000000000"
2016-06-29 16:11:54,"807	erc11	74.0387990475	1827650.0000000000"
2016-06-29 16:11:55,"805	erc11	75.0367729664	1828310.0000000000"
2016-06-29 16:11:56,"806	erc11	76.0377030373	1828890.0000000000"
2016-06-29 16:11:57,"848	erc11	77.0794651508	1827230.0000000000"
2016-06-29 16:11:58,"837	erc11	78.0693399906	1827800.0000000000"
2016-06-29 16:11:59,"815	erc11	79.0464479923	1824860.0000000000"
2016-06-29 16:12:00,"806	erc11	80.0374050140	1824920.0000000000"
2016-06-29 16:12:01,"807	erc11	81.0393459797	1823110.0000000000"
2016-06-29 16:12:02,"805	erc11	82.0373671055	1826250.0000000000"
2016-06-29 16:12:03,"824	erc11	83.0562419891	1823870.0000000000"
2016-06-29 16:12:04,"812	erc11	84.0440859795	1826750.0000000000"
2016-06-29 16:12:05,"810	erc11	85.0419900417	1823640.0000000000"
2016-06-29 16:12:06,"810	erc11	86.0419390202	1824630.0000000000"
2016-06-29 16:12:07,"805	erc11	87.0368161201	1825520.0000000000"
2016-06-29 16:12:08,"809	erc11	88.0408580303	1825670.0000000000"
2016-06-29 16:12:09,"839	erc11	89.0707690716	1825350.0000000000"
2016-06-29 16:12:10,"829	erc11	90.0607409477	1825420.0000000000"
2016-06-29 16:12:11,"807	erc11	91.0386049747	1825200.0000000000"
2016-06-29 16:12:12,"809	erc11	92.0414149761	1820010.0000000000"
2016-06-29 16:12:13,"810	erc11	93.0422661304	1819010.0000000000"
2016-06-29 16:12:14,"805	erc11	94.0373740196	1818570.0000000000"
2016-06-29 16:12:15,"819	erc11	95.0512681007	1817970.0000000000"
2016-06-29 16:12:16,"806	erc11	96.0381469727	1817120.0000000000"
2016-06-29 16:12:17,"807	erc11	97.0390729904	1816110.0000000000"
2016-06-29 16:12:18,"805	erc11	98.0370509624	1814840.0000000000"
