time,mass
2016-06-22 11:54:49,"220	sn23	0.0379629135	2027450.0000000000"
2016-06-22 11:54:50,"225	sn23	1.0430719852	2026930.0000000000"
2016-06-22 11:54:51,"255	sn23	2.0734210014	2026380.0000000000"
2016-06-22 11:54:52,"244	sn23	3.0626249313	2026750.0000000000"
2016-06-22 11:54:53,"222	sn23	4.0408999920	2027450.0000000000"
2016-06-22 11:54:54,"226	sn23	5.0440819263	2028900.0000000000"
2016-06-22 11:54:55,"219	sn23	6.0373768806	2028460.0000000000"
2016-06-22 11:54:56,"220	sn23	7.0386688709	2027600.0000000000"
2016-06-22 11:54:57,"231	sn23	8.0498759747	2027540.0000000000"
2016-06-22 11:54:58,"219	sn23	9.0370929241	2027810.0000000000"
2016-06-22 11:54:59,"223	sn23	10.0414428711	2028330.0000000000"
2016-06-22 11:55:00,"219	sn23	11.0376148224	2028500.0000000000"
2016-06-22 11:55:01,"221	sn23	12.0398559570	2027880.0000000000"
2016-06-22 11:55:02,"219	sn23	13.0370969772	2027200.0000000000"
2016-06-22 11:55:03,"247	sn23	14.0652329922	2027060.0000000000"
2016-06-22 11:55:04,"236	sn23	15.0545649529	2027110.0000000000"
2016-06-22 11:55:05,"220	sn23	16.0387639999	2027030.0000000000"
2016-06-22 11:55:06,"224	sn23	17.0419368744	2029040.0000000000"
2016-06-22 11:55:07,"219	sn23	18.0372619629	2027100.0000000000"
2016-06-22 11:55:08,"240	sn23	19.0584650040	2028230.0000000000"
2016-06-22 11:55:09,"226	sn23	20.0445468426	2025330.0000000000"
2016-06-22 11:55:10,"221	sn23	21.0390138626	2026170.0000000000"
2016-06-22 11:55:11,"219	sn23	22.0372788906	2029210.0000000000"
2016-06-22 11:55:12,"219	sn23	23.0375649929	2030950.0000000000"
2016-06-22 11:55:13,"225	sn23	24.0438449383	2030700.0000000000"
2016-06-22 11:55:14,"255	sn23	25.0730359554	2033670.0000000000"
2016-06-22 11:55:15,"245	sn23	26.0632538795	2035680.0000000000"
2016-06-22 11:55:16,"222	sn23	27.0405609608	2037450.0000000000"
2016-06-22 11:55:17,"226	sn23	28.0447740555	2033570.0000000000"
2016-06-22 11:55:18,"219	sn23	29.0370860100	2030960.0000000000"
2016-06-22 11:55:19,"221	sn23	30.0393028259	2029970.0000000000"
2016-06-22 11:55:20,"231	sn23	31.0495450497	2029110.0000000000"
2016-06-22 11:55:21,"219	sn23	32.0377490520	2028890.0000000000"
2016-06-22 11:55:22,"224	sn23	33.0419590473	2028970.0000000000"
2016-06-22 11:55:23,"219	sn23	34.0372729301	2028930.0000000000"
2016-06-22 11:55:24,"222	sn23	35.0405409336	2028410.0000000000"
2016-06-22 11:55:25,"219	sn23	36.0377638340	2027880.0000000000"
2016-06-22 11:55:26,"254	sn23	37.0719599724	2028010.0000000000"
2016-06-22 11:55:27,"236	sn23	38.0542669296	2028720.0000000000"
2016-06-22 11:55:28,"221	sn23	39.0394458771	2027970.0000000000"
2016-06-22 11:55:29,"224	sn23	40.0426859856	2028490.0000000000"
2016-06-22 11:55:30,"218	sn23	41.0368900299	2028350.0000000000"
2016-06-22 11:55:31,"244	sn23	42.0621039867	2028660.0000000000"
2016-06-22 11:55:32,"227	sn23	43.0453670025	2028350.0000000000"
2016-06-22 11:55:33,"221	sn23	44.0396008492	2027370.0000000000"
2016-06-22 11:55:34,"218	sn23	45.0368888378	2027470.0000000000"
2016-06-22 11:55:35,"220	sn23	46.0381510258	2027900.0000000000"
2016-06-22 11:55:36,"225	sn23	47.0434219837	2029870.0000000000"
2016-06-22 11:55:37,"255	sn23	48.0737519264	2029360.0000000000"
2016-06-22 11:55:38,"246	sn23	49.0639479160	2030800.0000000000"
2016-06-22 11:55:39,"223	sn23	50.0412628651	2030840.0000000000"
2016-06-22 11:55:40,"227	sn23	51.0455210209	2029310.0000000000"
2016-06-22 11:55:41,"219	sn23	52.0377800465	2033880.0000000000"
2016-06-22 11:55:42,"221	sn23	53.0390260220	2038610.0000000000"
2016-06-22 11:55:43,"232	sn23	54.0503468513	2029830.0000000000"
2016-06-22 11:55:44,"219	sn23	55.0375678539	2027960.0000000000"
2016-06-22 11:55:45,"223	sn23	56.0417540073	2026390.0000000000"
2016-06-22 11:55:46,"219	sn23	57.0370399952	2024170.0000000000"
2016-06-22 11:55:47,"223	sn23	58.0413489342	2020370.0000000000"
2016-06-22 11:55:48,"219	sn23	59.0375809669	2022400.0000000000"
2016-06-22 11:55:49,"247	sn23	60.0657949448	2022550.0000000000"
2016-06-22 11:55:50,"237	sn23	61.0550818443	2022910.0000000000"
2016-06-22 11:55:51,"222	sn23	62.0402939320	2020820.0000000000"
2016-06-22 11:55:52,"225	sn23	63.0435478687	2019740.0000000000"
2016-06-22 11:55:53,"219	sn23	64.0377948284	2018960.0000000000"
2016-06-22 11:55:54,"245	sn23	65.0630028248	2016270.0000000000"
2016-06-22 11:55:55,"228	sn23	66.0462520123	2013990.0000000000"
2016-06-22 11:55:56,"222	sn23	67.0404570103	2012950.0000000000"
2016-06-22 11:55:57,"219	sn23	68.0377700329	2011060.0000000000"
2016-06-22 11:55:58,"221	sn23	69.0389189720	2009910.0000000000"
2016-06-22 11:55:59,"226	sn23	70.0441570282	2008290.0000000000"
2016-06-22 11:56:00,"256	sn23	71.0743949413	2006350.0000000000"
2016-06-22 11:56:01,"245	sn23	72.0636739731	2004990.0000000000"
2016-06-22 11:56:02,"223	sn23	73.0418820381	2004590.0000000000"
2016-06-22 11:56:03,"227	sn23	74.0452229977	2005980.0000000000"
2016-06-22 11:56:04,"219	sn23	75.0374698639	2005070.0000000000"
2016-06-22 11:56:05,"221	sn23	76.0395848751	2004150.0000000000"
2016-06-22 11:56:06,"232	sn23	77.0508489609	2003690.0000000000"
2016-06-22 11:56:07,"220	sn23	78.0381329060	2002820.0000000000"
2016-06-22 11:56:08,"224	sn23	79.0423469543	2001710.0000000000"
2016-06-22 11:56:09,"219	sn23	80.0375459194	2002830.0000000000"
2016-06-22 11:56:10,"222	sn23	81.0407710075	2004290.0000000000"
2016-06-22 11:56:11,"219	sn23	82.0369369984	2003280.0000000000"
2016-06-22 11:56:12,"247	sn23	83.0652098656	2001390.0000000000"
2016-06-22 11:56:13,"237	sn23	84.0554039478	2000520.0000000000"
2016-06-22 11:56:14,"220	sn23	85.0386359692	2000130.0000000000"
2016-06-22 11:56:15,"224	sn23	86.0429010391	2001550.0000000000"
2016-06-22 11:56:16,"219	sn23	87.0371148586	1999900.0000000000"
2016-06-22 11:56:17,"245	sn23	88.0633490086	1999430.0000000000"
2016-06-22 11:56:18,"228	sn23	89.0466070175	1999230.0000000000"
2016-06-22 11:56:19,"221	sn23	90.0398709774	1998410.0000000000"
2016-06-22 11:56:20,"219	sn23	91.0370750427	1999560.0000000000"
2016-06-22 11:56:21,"220	sn23	92.0383789539	1999370.0000000000"
2016-06-22 11:56:22,"226	sn23	93.0445978642	1998930.0000000000"
2016-06-22 11:56:23,"256	sn23	94.0748050213	1999080.0000000000"
2016-06-22 11:56:24,"246	sn23	95.0639379025	1998350.0000000000"
2016-06-22 11:56:25,"224	sn23	96.0421969891	1998960.0000000000"
2016-06-22 11:56:26,"227	sn23	97.0454280376	1998360.0000000000"
2016-06-22 11:56:27,"219	sn23	98.0376219749	1998100.0000000000"
2016-06-22 11:56:28,"221	sn23	99.0399119854	1998090.0000000000"
2016-06-22 11:56:29,"233	sn23	100.0510859489	1998030.0000000000"
2016-06-22 11:56:30,"220	sn23	101.0384809971	1998800.0000000000"
