time,mass
2016-06-22 15:23:43,"715	as13	0.0369842052	2237260.0000000000"
2016-06-22 15:23:44,"717	as13	1.0394601822	2237290.0000000000"
2016-06-22 15:23:45,"715	as13	2.0378301144	2237530.0000000000"
2016-06-22 15:23:46,"723	as13	3.0451190472	2237740.0000000000"
2016-06-22 15:23:47,"720	as13	4.0424702168	2237730.0000000000"
2016-06-22 15:23:48,"715	as13	5.0376560688	2237470.0000000000"
2016-06-22 15:23:49,"719	as13	6.0410401821	2237340.0000000000"
2016-06-22 15:23:50,"715	as13	7.0372931957	2237030.0000000000"
2016-06-22 15:23:51,"754	as13	8.0765171051	2236520.0000000000"
2016-06-22 15:23:52,"737	as13	9.0597181320	2236180.0000000000"
2016-06-22 15:23:53,"721	as13	10.0430002213	2235500.0000000000"
2016-06-22 15:23:54,"715	as13	11.0373442173	2236770.0000000000"
2016-06-22 15:23:55,"715	as13	12.0376760960	2235830.0000000000"
2016-06-22 15:23:56,"721	as13	13.0429332256	2235230.0000000000"
2016-06-22 15:23:57,"731	as13	14.0532400608	2235770.0000000000"
2016-06-22 15:23:58,"718	as13	15.0405662060	2235350.0000000000"
2016-06-22 15:23:59,"716	as13	16.0379312038	2235520.0000000000"
2016-06-22 15:24:00,"717	as13	17.0391640663	2236770.0000000000"
2016-06-22 15:24:01,"715	as13	18.0374720097	2236610.0000000000"
2016-06-22 15:24:02,"716	as13	19.0386850834	2235880.0000000000"
2016-06-22 15:24:03,"747	as13	20.0688190460	2235990.0000000000"
2016-06-22 15:24:04,"730	as13	21.0521991253	2236080.0000000000"
2016-06-22 15:24:05,"719	as13	22.0414941311	2236480.0000000000"
2016-06-22 15:24:06,"715	as13	23.0377671719	2236450.0000000000"
2016-06-22 15:24:07,"718	as13	24.0400781631	2235690.0000000000"
2016-06-22 15:24:08,"715	as13	25.0374190807	2235680.0000000000"
2016-06-22 15:24:09,"723	as13	26.0457680225	2236500.0000000000"
2016-06-22 15:24:10,"721	as13	27.0430510044	2236770.0000000000"
2016-06-22 15:24:11,"715	as13	28.0374431610	2236130.0000000000"
2016-06-22 15:24:12,"719	as13	29.0417890549	2235980.0000000000"
2016-06-22 15:24:13,"715	as13	30.0371191502	2236120.0000000000"
2016-06-22 15:24:14,"755	as13	31.0774919987	2235790.0000000000"
2016-06-22 15:24:15,"737	as13	32.0597670078	2235900.0000000000"
2016-06-22 15:24:16,"721	as13	33.0430681705	2236580.0000000000"
2016-06-22 15:24:17,"715	as13	34.0373971462	2236310.0000000000"
2016-06-22 15:24:18,"715	as13	35.0376880169	2235920.0000000000"
2016-06-22 15:24:19,"721	as13	36.0429620743	2236380.0000000000"
2016-06-22 15:24:20,"732	as13	37.0542650223	2236330.0000000000"
2016-06-22 15:24:21,"718	as13	38.0405411720	2236570.0000000000"
2016-06-22 15:24:22,"716	as13	39.0379300117	2236780.0000000000"
2016-06-22 15:24:23,"717	as13	40.0392041206	2236100.0000000000"
2016-06-22 15:24:24,"715	as13	41.0375781059	2236190.0000000000"
2016-06-22 15:24:25,"717	as13	42.0389552116	2236660.0000000000"
2016-06-22 15:24:26,"747	as13	43.0691831112	2236290.0000000000"
2016-06-22 15:24:27,"729	as13	44.0515232086	2236580.0000000000"
2016-06-22 15:24:28,"719	as13	45.0418190956	2237610.0000000000"
2016-06-22 15:24:29,"715	as13	46.0370440483	2237140.0000000000"
2016-06-22 15:24:30,"718	as13	47.0402960777	2237940.0000000000"
2016-06-22 15:24:31,"715	as13	48.0376031399	2236810.0000000000"
2016-06-22 15:24:32,"723	as13	49.0458199978	2236780.0000000000"
2016-06-22 15:24:33,"715	as13	50.0370461941	2236640.0000000000"
2016-06-22 15:24:34,"715	as13	51.0372660160	2236500.0000000000"
2016-06-22 15:24:35,"720	as13	52.0426740646	2238400.0000000000"
2016-06-22 15:24:36,"715	as13	53.0369460583	2236910.0000000000"
2016-06-22 15:24:37,"756	as13	54.0781931877	2236580.0000000000"
2016-06-22 15:24:38,"738	as13	55.0605220795	2236220.0000000000"
2016-06-22 15:24:39,"721	as13	56.0437421799	2236770.0000000000"
