time,mass
2016-06-29 15:25:28,"422	bi21	0.0432770252	2022210.0000000000"
2016-06-29 15:25:29,"417	bi21	1.0381438732	2022260.0000000000"
2016-06-29 15:25:30,"421	bi21	2.0421698093	2022340.0000000000"
2016-06-29 15:25:31,"417	bi21	3.0380029678	2022410.0000000000"
2016-06-29 15:25:32,"444	bi21	4.0657889843	2022240.0000000000"
2016-06-29 15:25:33,"427	bi21	5.0487799644	2022120.0000000000"
2016-06-29 15:25:34,"417	bi21	6.0386898518	2022290.0000000000"
2016-06-29 15:25:35,"415	bi21	7.0365898609	2021630.0000000000"
2016-06-29 15:25:36,"416	bi21	8.0375330448	2022050.0000000000"
2016-06-29 15:25:37,"442	bi21	9.0633389950	2021730.0000000000"
2016-06-29 15:25:38,"422	bi21	10.0432388783	2021310.0000000000"
2016-06-29 15:25:39,"420	bi21	11.0411648750	2021200.0000000000"
2016-06-29 15:25:40,"416	bi21	12.0369088650	2021710.0000000000"
2016-06-29 15:25:41,"419	bi21	13.0399529934	2021610.0000000000"
2016-06-29 15:25:42,"416	bi21	14.0369019508	2021490.0000000000"
2016-06-29 15:25:43,"453	bi21	15.0747489929	2021630.0000000000"
2016-06-29 15:25:44,"436	bi21	16.0577349663	2021670.0000000000"
2016-06-29 15:25:45,"419	bi21	17.0407099724	2021710.0000000000"
2016-06-29 15:25:46,"420	bi21	18.0416638851	2021560.0000000000"
2016-06-29 15:25:47,"416	bi21	19.0374898911	2021490.0000000000"
2016-06-29 15:25:48,"419	bi21	20.0404410362	2021330.0000000000"
2016-06-29 15:25:49,"430	bi21	21.0513849258	2021190.0000000000"
2016-06-29 15:25:50,"417	bi21	22.0383028984	2021090.0000000000"
2016-06-29 15:25:51,"422	bi21	23.0432159901	2021040.0000000000"
2016-06-29 15:25:52,"416	bi21	24.0371639729	2021030.0000000000"
2016-06-29 15:25:53,"421	bi21	25.0420248508	2021060.0000000000"
2016-06-29 15:25:54,"416	bi21	26.0369019508	2021120.0000000000"
2016-06-29 15:25:55,"445	bi21	27.0668208599	2021180.0000000000"
2016-06-29 15:25:56,"428	bi21	28.0498108864	2021140.0000000000"
2016-06-29 15:25:57,"418	bi21	29.0397138596	2021040.0000000000"
2016-06-29 15:25:58,"415	bi21	30.0366649628	2020960.0000000000"
2016-06-29 15:25:59,"416	bi21	31.0375690460	2020920.0000000000"
2016-06-29 15:26:00,"439	bi21	32.0604469776	2020920.0000000000"
2016-06-29 15:26:01,"426	bi21	33.0474178791	2020910.0000000000"
2016-06-29 15:26:02,"420	bi21	34.0413408279	2020890.0000000000"
2016-06-29 15:26:03,"416	bi21	35.0372459888	2020860.0000000000"
2016-06-29 15:26:04,"419	bi21	36.0401999950	2020770.0000000000"
2016-06-29 15:26:05,"416	bi21	37.0372188091	2020690.0000000000"
2016-06-29 15:26:06,"456	bi21	38.0770759583	2020650.0000000000"
2016-06-29 15:26:07,"437	bi21	39.0580668449	2020550.0000000000"
2016-06-29 15:26:08,"420	bi21	40.0410208702	2020590.0000000000"
2016-06-29 15:26:09,"421	bi21	41.0418679714	2020600.0000000000"
2016-06-29 15:26:10,"415	bi21	42.0367908478	2020630.0000000000"
2016-06-29 15:26:11,"419	bi21	43.0406868458	2020480.0000000000"
2016-06-29 15:26:12,"430	bi21	44.0515298843	2020430.0000000000"
2016-06-29 15:26:13,"417	bi21	45.0385208130	2020410.0000000000"
2016-06-29 15:26:14,"422	bi21	46.0434188843	2020150.0000000000"
2016-06-29 15:26:15,"417	bi21	47.0382559299	2020240.0000000000"
2016-06-29 15:26:16,"421	bi21	48.0421910286	2019860.0000000000"
2016-06-29 15:26:17,"417	bi21	49.0381269455	2020680.0000000000"
2016-06-29 15:26:18,"446	bi21	50.0669369698	2020280.0000000000"
2016-06-29 15:26:19,"429	bi21	51.0499539375	2020610.0000000000"
2016-06-29 15:26:20,"418	bi21	52.0397949219	2022460.0000000000"
2016-06-29 15:26:21,"415	bi21	53.0367429256	2019720.0000000000"
2016-06-29 15:26:22,"417	bi21	54.0386688709	2018960.0000000000"
2016-06-29 15:26:23,"439	bi21	55.0605478287	2018140.0000000000"
2016-06-29 15:26:24,"422	bi21	56.0434439182	2017010.0000000000"
2016-06-29 15:26:25,"420	bi21	57.0413429737	2015880.0000000000"
2016-06-29 15:26:26,"416	bi21	58.0372450352	2015830.0000000000"
2016-06-29 15:26:27,"419	bi21	59.0402200222	2015160.0000000000"
2016-06-29 15:26:28,"416	bi21	60.0371458530	2015040.0000000000"
2016-06-29 15:26:29,"454	bi21	61.0750520229	2014810.0000000000"
2016-06-29 15:26:30,"437	bi21	62.0580019951	2014490.0000000000"
2016-06-29 15:26:31,"421	bi21	63.0419368744	2013960.0000000000"
2016-06-29 15:26:32,"420	bi21	64.0417690277	2013280.0000000000"
2016-06-29 15:26:33,"415	bi21	65.0366699696	2012990.0000000000"
2016-06-29 15:26:34,"420	bi21	66.0415439606	2011790.0000000000"
2016-06-29 15:26:35,"431	bi21	67.0524170399	2010640.0000000000"
2016-06-29 15:26:36,"418	bi21	68.0393168926	2007210.0000000000"
2016-06-29 15:26:37,"417	bi21	69.0381999016	2006390.0000000000"
2016-06-29 15:26:38,"417	bi21	70.0381319523	2006300.0000000000"
2016-06-29 15:26:39,"422	bi21	71.0430479050	2007230.0000000000"
2016-06-29 15:26:40,"416	bi21	72.0369968414	2007930.0000000000"
2016-06-29 15:26:41,"445	bi21	73.0668148994	2006840.0000000000"
2016-06-29 15:26:42,"428	bi21	74.0497858524	2009400.0000000000"
2016-06-29 15:26:43,"418	bi21	75.0397720337	2009390.0000000000"
2016-06-29 15:26:44,"415	bi21	76.0366950035	2009060.0000000000"
2016-06-29 15:26:45,"417	bi21	77.0385730267	2008800.0000000000"
2016-06-29 15:26:46,"443	bi21	78.0644209385	2009050.0000000000"
2016-06-29 15:26:47,"426	bi21	79.0473480225	2010540.0000000000"
