time,mass
2016-06-22 13:07:45,"761	bi01	0.0388128757	2020050.0000000000"
2016-06-22 13:07:46,"766	bi01	1.0441429615	2020070.0000000000"
2016-06-22 13:07:47,"761	bi01	2.0383648872	2020100.0000000000"
2016-06-22 13:07:48,"791	bi01	3.0687079430	2019780.0000000000"
2016-06-22 13:07:49,"773	bi01	4.0509870052	2019790.0000000000"
2016-06-22 13:07:50,"763	bi01	5.0412168503	2019820.0000000000"
2016-06-22 13:07:51,"760	bi01	6.0375840664	2019830.0000000000"
2016-06-22 13:07:52,"762	bi01	7.0398130417	2019870.0000000000"
2016-06-22 13:07:53,"759	bi01	8.0370728970	2019880.0000000000"
2016-06-22 13:07:54,"768	bi01	9.0453908443	2019440.0000000000"
2016-06-22 13:07:55,"766	bi01	10.0435879230	2020080.0000000000"
2016-06-22 13:07:56,"759	bi01	11.0367970467	2018950.0000000000"
2016-06-22 13:07:57,"763	bi01	12.0412118435	2018550.0000000000"
2016-06-22 13:07:58,"760	bi01	13.0374660492	2019200.0000000000"
2016-06-22 13:07:59,"799	bi01	14.0766608715	2019070.0000000000"
2016-06-22 13:08:00,"782	bi01	15.0599439144	2019250.0000000000"
2016-06-22 13:08:01,"765	bi01	16.0431499481	2019730.0000000000"
2016-06-22 13:08:02,"760	bi01	17.0375928879	2019780.0000000000"
2016-06-22 13:08:03,"760	bi01	18.0378379822	2019960.0000000000"
2016-06-22 13:08:04,"765	bi01	19.0430870056	2019980.0000000000"
2016-06-22 13:08:05,"776	bi01	20.0533750057	2019940.0000000000"
2016-06-22 13:08:06,"763	bi01	21.0405299664	2019550.0000000000"
2016-06-22 13:08:07,"760	bi01	22.0378868580	2019400.0000000000"
2016-06-22 13:08:08,"761	bi01	23.0390908718	2019440.0000000000"
2016-06-22 13:08:09,"760	bi01	24.0373759270	2018840.0000000000"
2016-06-22 13:08:10,"761	bi01	25.0386118889	2019920.0000000000"
2016-06-22 13:08:11,"791	bi01	26.0687868595	2020080.0000000000"
2016-06-22 13:08:12,"773	bi01	27.0511178970	2019650.0000000000"
2016-06-22 13:08:13,"764	bi01	28.0413990021	2019540.0000000000"
2016-06-22 13:08:14,"760	bi01	29.0376279354	2019610.0000000000"
2016-06-22 13:08:15,"762	bi01	30.0398378372	2019380.0000000000"
2016-06-22 13:08:16,"759	bi01	31.0371179581	2019560.0000000000"
2016-06-22 13:08:17,"768	bi01	32.0453460217	2019050.0000000000"
2016-06-22 13:08:18,"766	bi01	33.0436160564	2019500.0000000000"
2016-06-22 13:08:19,"759	bi01	34.0368490219	2019980.0000000000"
2016-06-22 13:08:20,"764	bi01	35.0421149731	2020100.0000000000"
2016-06-22 13:08:21,"760	bi01	36.0373928547	2020060.0000000000"
2016-06-22 13:08:22,"800	bi01	37.0775859356	2020070.0000000000"
2016-06-22 13:08:23,"782	bi01	38.0598628521	2020000.0000000000"
2016-06-22 13:08:24,"765	bi01	39.0430960655	2019880.0000000000"
2016-06-22 13:08:25,"760	bi01	40.0374259949	2020060.0000000000"
2016-06-22 13:08:26,"760	bi01	41.0376679897	2019700.0000000000"
2016-06-22 13:08:27,"765	bi01	42.0429258347	2019660.0000000000"
2016-06-22 13:08:28,"776	bi01	43.0541908741	2019640.0000000000"
2016-06-22 13:08:29,"763	bi01	44.0412728786	2019830.0000000000"
2016-06-22 13:08:30,"760	bi01	45.0376439095	2020460.0000000000"
2016-06-22 13:08:31,"762	bi01	46.0399398804	2020330.0000000000"
2016-06-22 13:08:32,"759	bi01	47.0371708870	2020610.0000000000"
2016-06-22 13:08:33,"761	bi01	48.0385310650	2020220.0000000000"
2016-06-22 13:08:34,"791	bi01	49.0687379837	2020000.0000000000"
2016-06-22 13:08:35,"774	bi01	50.0520389080	2020080.0000000000"
2016-06-22 13:08:36,"764	bi01	51.0422730446	2020020.0000000000"
2016-06-22 13:08:37,"760	bi01	52.0375440121	2021790.0000000000"
2016-06-22 13:08:38,"763	bi01	53.0407249928	2023020.0000000000"
2016-06-22 13:08:39,"759	bi01	54.0369288921	2019180.0000000000"
2016-06-22 13:08:40,"767	bi01	55.0452079773	2019210.0000000000"
2016-06-22 13:08:41,"760	bi01	56.0375039577	2022960.0000000000"
2016-06-22 13:08:42,"760	bi01	57.0377719402	2021630.0000000000"
2016-06-22 13:08:43,"764	bi01	58.0420389175	2022490.0000000000"
2016-06-22 13:08:44,"760	bi01	59.0373489857	2023980.0000000000"
2016-06-22 13:08:45,"800	bi01	60.0775878429	2021210.0000000000"
2016-06-22 13:08:46,"783	bi01	61.0608229637	2021610.0000000000"
2016-06-22 13:08:47,"765	bi01	62.0430529118	2020660.0000000000"
2016-06-22 13:08:48,"760	bi01	63.0373518467	2019000.0000000000"
2016-06-22 13:08:49,"761	bi01	64.0385918617	2019800.0000000000"
2016-06-22 13:08:50,"765	bi01	65.0429160595	2020540.0000000000"
2016-06-22 13:08:51,"776	bi01	66.0541689396	2019900.0000000000"
2016-06-22 13:08:52,"764	bi01	67.0414278507	2020380.0000000000"
2016-06-22 13:08:53,"760	bi01	68.0376420021	2020500.0000000000"
2016-06-22 13:08:54,"762	bi01	69.0398900509	2019760.0000000000"
2016-06-22 13:08:55,"759	bi01	70.0372278690	2020010.0000000000"
2016-06-22 13:08:56,"762	bi01	71.0393550396	2018210.0000000000"
2016-06-22 13:08:57,"792	bi01	72.0696148872	2018670.0000000000"
2016-06-22 13:08:58,"774	bi01	73.0519158840	2020630.0000000000"
2016-06-22 13:08:59,"764	bi01	74.0422389507	2020780.0000000000"
2016-06-22 13:09:00,"760	bi01	75.0374999046	2020970.0000000000"
