time,mass
2016-06-15 14:31:36,"482	sn09	0.0414819717	2336710.0000000000"
2016-06-15 14:31:37,"477	sn09	1.0372169018	2340290.0000000000"
2016-06-15 14:31:38,"481	sn09	2.0412797928	2339650.0000000000"
2016-06-15 14:31:39,"492	sn09	3.0521709919	2340010.0000000000"
2016-06-15 14:31:40,"479	sn09	4.0389750004	2338890.0000000000"
2016-06-15 14:31:41,"477	sn09	5.0371208191	2338440.0000000000"
2016-06-15 14:31:42,"478	sn09	6.0379748344	2340030.0000000000"
2016-06-15 14:31:43,"483	sn09	7.0429527760	2339680.0000000000"
2016-06-15 14:31:44,"478	sn09	8.0378429890	2337590.0000000000"
2016-06-15 14:31:45,"508	sn09	9.0677227974	2338140.0000000000"
2016-06-15 14:31:46,"490	sn09	10.0496709347	2339680.0000000000"
2016-06-15 14:31:47,"480	sn09	11.0395019054	2340050.0000000000"
2016-06-15 14:31:48,"477	sn09	12.0365428925	2337850.0000000000"
2016-06-15 14:31:49,"479	sn09	13.0383939743	2337010.0000000000"
2016-06-15 14:31:50,"504	sn09	14.0641839504	2338240.0000000000"
2016-06-15 14:31:51,"484	sn09	15.0432958603	2337540.0000000000"
2016-06-15 14:31:52,"482	sn09	16.0422070026	2337160.0000000000"
2016-06-15 14:31:53,"477	sn09	17.0370428562	2336660.0000000000"
2016-06-15 14:31:54,"480	sn09	18.0399630070	2337680.0000000000"
2016-06-15 14:31:55,"477	sn09	19.0369977951	2336640.0000000000"
2016-06-15 14:31:56,"516	sn09	20.0758988857	2335790.0000000000"
2016-06-15 14:31:57,"499	sn09	21.0587229729	2336020.0000000000"
2016-06-15 14:31:58,"482	sn09	22.0417368412	2335970.0000000000"
2016-06-15 14:31:59,"483	sn09	23.0425817966	2336040.0000000000"
2016-06-15 14:32:00,"478	sn09	24.0375988483	2336480.0000000000"
2016-06-15 14:32:01,"482	sn09	25.0415649414	2336610.0000000000"
2016-06-15 14:32:02,"493	sn09	26.0525169373	2336240.0000000000"
2016-06-15 14:32:03,"479	sn09	27.0392608643	2336030.0000000000"
2016-06-15 14:32:04,"478	sn09	28.0382468700	2336430.0000000000"
2016-06-15 14:32:05,"478	sn09	29.0381729603	2336540.0000000000"
2016-06-15 14:32:06,"483	sn09	30.0430338383	2336740.0000000000"
2016-06-15 14:32:07,"477	sn09	31.0368168354	2336660.0000000000"
2016-06-15 14:32:08,"508	sn09	32.0677947998	2336380.0000000000"
2016-06-15 14:32:09,"491	sn09	33.0507748127	2336560.0000000000"
2016-06-15 14:32:10,"480	sn09	34.0394799709	2336640.0000000000"
2016-06-15 14:32:11,"478	sn09	35.0375809669	2337610.0000000000"
2016-06-15 14:32:12,"479	sn09	36.0384929180	2337060.0000000000"
2016-06-15 14:32:13,"505	sn09	37.0643579960	2337190.0000000000"
2016-06-15 14:32:14,"485	sn09	38.0444729328	2337190.0000000000"
2016-06-15 14:32:15,"483	sn09	39.0423738956	2336650.0000000000"
2016-06-15 14:32:16,"478	sn09	40.0373268127	2336870.0000000000"
2016-06-15 14:32:17,"480	sn09	41.0401208401	2337320.0000000000"
2016-06-15 14:32:18,"477	sn09	42.0363008976	2336590.0000000000"
2016-06-15 14:32:19,"516	sn09	43.0762279034	2336600.0000000000"
2016-06-15 14:32:20,"499	sn09	44.0592257977	2336620.0000000000"
2016-06-15 14:32:21,"482	sn09	45.0422148705	2336610.0000000000"
2016-06-15 14:32:22,"483	sn09	46.0431599617	2336480.0000000000"
2016-06-15 14:32:23,"477	sn09	47.0371258259	2336310.0000000000"
2016-06-15 14:32:24,"482	sn09	48.0419549942	2336490.0000000000"
2016-06-15 14:32:25,"493	sn09	49.0528638363	2336560.0000000000"
2016-06-15 14:32:26,"480	sn09	50.0399699211	2335360.0000000000"
2016-06-15 14:32:27,"477	sn09	51.0368268490	2335610.0000000000"
2016-06-15 14:32:28,"479	sn09	52.0387468338	2347540.0000000000"
2016-06-15 14:32:29,"484	sn09	53.0437009335	2350830.0000000000"
2016-06-15 14:32:30,"478	sn09	54.0376780033	2350860.0000000000"
2016-06-15 14:32:31,"508	sn09	55.0675218105	2354270.0000000000"
2016-06-15 14:32:32,"491	sn09	56.0505609512	2348160.0000000000"
2016-06-15 14:32:33,"481	sn09	57.0403878689	2335140.0000000000"
2016-06-15 14:32:34,"478	sn09	58.0373609066	2325760.0000000000"
2016-06-15 14:32:35,"480	sn09	59.0393338203	2332040.0000000000"
2016-06-15 14:32:36,"478	sn09	60.0373268127	2354390.0000000000"
2016-06-15 14:32:37,"484	sn09	61.0441539288	2358260.0000000000"
2016-06-15 14:32:38,"483	sn09	62.0423209667	2359050.0000000000"
2016-06-15 14:32:39,"477	sn09	63.0372278690	2355580.0000000000"
2016-06-15 14:32:40,"481	sn09	64.0412290096	2353000.0000000000"
2016-06-15 14:32:41,"477	sn09	65.0371279716	2351820.0000000000"
2016-06-15 14:32:42,"517	sn09	66.0769538879	2348260.0000000000"
2016-06-15 14:32:43,"500	sn09	67.0598669052	2347140.0000000000"
2016-06-15 14:32:44,"483	sn09	68.0428309441	2345120.0000000000"
2016-06-15 14:32:45,"483	sn09	69.0427629948	2342540.0000000000"
2016-06-15 14:32:46,"477	sn09	70.0366909504	2339980.0000000000"
2016-06-15 14:32:47,"483	sn09	71.0425939560	2337970.0000000000"
2016-06-15 14:32:48,"494	sn09	72.0535128117	2336340.0000000000"
2016-06-15 14:32:49,"481	sn09	73.0404210091	2333860.0000000000"
2016-06-15 14:32:50,"479	sn09	74.0382988453	2330610.0000000000"
2016-06-15 14:32:51,"479	sn09	75.0389828682	2329770.0000000000"
2016-06-15 14:32:52,"477	sn09	76.0371289253	2327870.0000000000"
2016-06-15 14:32:53,"478	sn09	77.0381119251	2325460.0000000000"
2016-06-15 14:32:54,"509	sn09	78.0690038204	2324840.0000000000"
2016-06-15 14:32:55,"491	sn09	79.0507109165	2323990.0000000000"
2016-06-15 14:32:56,"481	sn09	80.0408339500	2323590.0000000000"
2016-06-15 14:32:57,"477	sn09	81.0367798805	2320950.0000000000"
2016-06-15 14:32:58,"480	sn09	82.0395569801	2320110.0000000000"
