time,mass
2016-06-22 14:08:36,"848	as09	0.0371589661	2223980.0000000000"
2016-06-22 14:08:37,"865	as09	1.0543839931	2224200.0000000000"
2016-06-22 14:08:38,"852	as09	2.0416190624	2223870.0000000000"
2016-06-22 14:08:39,"847	as09	3.0369229317	2223790.0000000000"
2016-06-22 14:08:40,"851	as09	4.0402190685	2223550.0000000000"
2016-06-22 14:08:41,"848	as09	5.0377020836	2223450.0000000000"
2016-06-22 14:08:42,"850	as09	6.0397999287	2223520.0000000000"
2016-06-22 14:08:43,"881	as09	7.0701479912	2223690.0000000000"
2016-06-22 14:08:44,"864	as09	8.0533409119	2223810.0000000000"
2016-06-22 14:08:45,"853	as09	9.0426950455	2223730.0000000000"
2016-06-22 14:08:46,"848	as09	10.0369579792	2223700.0000000000"
2016-06-22 14:08:47,"852	as09	11.0411260128	2223640.0000000000"
2016-06-22 14:08:48,"848	as09	12.0375719070	2223170.0000000000"
2016-06-22 14:08:49,"857	as09	13.0468449593	2222820.0000000000"
2016-06-22 14:08:50,"848	as09	14.0371348858	2222550.0000000000"
2016-06-22 14:08:51,"849	as09	15.0384490490	2222870.0000000000"
2016-06-22 14:08:52,"854	as09	16.0436730385	2223680.0000000000"
2016-06-22 14:08:53,"848	as09	17.0369980335	2223330.0000000000"
2016-06-22 14:08:54,"890	as09	18.0792930126	2223360.0000000000"
2016-06-22 14:08:55,"873	as09	19.0625600815	2223600.0000000000"
2016-06-22 14:08:56,"855	as09	20.0447740555	2223580.0000000000"
2016-06-22 14:08:57,"848	as09	21.0370318890	2223640.0000000000"
2016-06-22 14:08:58,"850	as09	22.0393378735	2223950.0000000000"
2016-06-22 14:08:59,"848	as09	23.0375750065	2224030.0000000000"
2016-06-22 14:09:00,"866	as09	24.0558280945	2224590.0000000000"
2016-06-22 14:09:01,"853	as09	25.0421528816	2224570.0000000000"
2016-06-22 14:09:02,"848	as09	26.0374159813	2224400.0000000000"
2016-06-22 14:09:03,"851	as09	27.0405678749	2223690.0000000000"
2016-06-22 14:09:04,"849	as09	28.0380148888	2223930.0000000000"
2016-06-22 14:09:05,"851	as09	29.0402939320	2223770.0000000000"
2016-06-22 14:09:06,"881	as09	30.0705780983	2223710.0000000000"
2016-06-22 14:09:07,"864	as09	31.0538220406	2223890.0000000000"
2016-06-22 14:09:08,"854	as09	32.0430989265	2223590.0000000000"
2016-06-22 14:09:09,"848	as09	33.0373980999	2224030.0000000000"
2016-06-22 14:09:10,"852	as09	34.0413970947	2223340.0000000000"
2016-06-22 14:09:11,"848	as09	35.0378830433	2223250.0000000000"
2016-06-22 14:09:12,"858	as09	36.0470399857	2223310.0000000000"
2016-06-22 14:09:13,"848	as09	37.0373730659	2223640.0000000000"
2016-06-22 14:09:14,"849	as09	38.0385808945	2223620.0000000000"
2016-06-22 14:09:15,"855	as09	39.0439319611	2223820.0000000000"
2016-06-22 14:09:16,"848	as09	40.0371990204	2224010.0000000000"
2016-06-22 14:09:17,"890	as09	41.0794520378	2223870.0000000000"
2016-06-22 14:09:18,"872	as09	42.0617249012	2224000.0000000000"
2016-06-22 14:09:19,"855	as09	43.0448980331	2224530.0000000000"
2016-06-22 14:09:20,"848	as09	44.0372500420	2223640.0000000000"
2016-06-22 14:09:21,"850	as09	45.0394799709	2223470.0000000000"
2016-06-22 14:09:22,"848	as09	46.0377500057	2223860.0000000000"
2016-06-22 14:09:23,"866	as09	47.0558269024	2223820.0000000000"
2016-06-22 14:09:24,"854	as09	48.0433330536	2223850.0000000000"
2016-06-22 14:09:25,"848	as09	49.0376510620	2223410.0000000000"
2016-06-22 14:09:26,"852	as09	50.0410249233	2221560.0000000000"
2016-06-22 14:09:27,"848	as09	51.0372738838	2221030.0000000000"
2016-06-22 14:09:28,"851	as09	52.0405550003	2222380.0000000000"
2016-06-22 14:09:29,"881	as09	53.0706889629	2222600.0000000000"
2016-06-22 14:09:30,"864	as09	54.0530478954	2221890.0000000000"
2016-06-22 14:09:31,"854	as09	55.0434510708	2222650.0000000000"
2016-06-22 14:09:32,"848	as09	56.0377318859	2221750.0000000000"
2016-06-22 14:09:33,"853	as09	57.0420498848	2223250.0000000000"
2016-06-22 14:09:34,"848	as09	58.0372231007	2223190.0000000000"
2016-06-22 14:09:35,"858	as09	59.0476238728	2218280.0000000000"
2016-06-22 14:09:36,"848	as09	60.0369529724	2221430.0000000000"
2016-06-22 14:09:37,"850	as09	61.0392251015	2222060.0000000000"
2016-06-22 14:09:38,"848	as09	62.0375509262	2221230.0000000000"
2016-06-22 14:09:39,"848	as09	63.0377950668	2218470.0000000000"
2016-06-22 14:09:40,"891	as09	64.0800650120	2212130.0000000000"
2016-06-22 14:09:41,"874	as09	65.0633599758	2212210.0000000000"
2016-06-22 14:09:42,"856	as09	66.0455529690	2210470.0000000000"
2016-06-22 14:09:43,"848	as09	67.0377929211	2209770.0000000000"
2016-06-22 14:09:44,"851	as09	68.0399699211	2208260.0000000000"
2016-06-22 14:09:45,"848	as09	69.0374019146	2206290.0000000000"
2016-06-22 14:09:46,"866	as09	70.0556859970	2204870.0000000000"
2016-06-22 14:09:47,"849	as09	71.0380940437	2203140.0000000000"
2016-06-22 14:09:48,"848	as09	72.0373790264	2201340.0000000000"
2016-06-22 14:09:49,"852	as09	73.0414700508	2201260.0000000000"
2016-06-22 14:09:50,"848	as09	74.0378849506	2199770.0000000000"
2016-06-22 14:09:51,"852	as09	75.0410840511	2199740.0000000000"
2016-06-22 14:09:52,"882	as09	76.0714159012	2200010.0000000000"
2016-06-22 14:09:53,"865	as09	77.0547108650	2200910.0000000000"
2016-06-22 14:09:54,"847	as09	78.0368978977	2202050.0000000000"
2016-06-22 14:09:55,"848	as09	79.0372800827	2201990.0000000000"
2016-06-22 14:09:56,"853	as09	80.0424790382	2203240.0000000000"
2016-06-22 14:09:57,"848	as09	81.0377528667	2202570.0000000000"
2016-06-22 14:09:58,"858	as09	82.0478758812	2201650.0000000000"
2016-06-22 14:09:59,"848	as09	83.0373280048	2201330.0000000000"
2016-06-22 14:10:00,"850	as09	84.0395948887	2202550.0000000000"
2016-06-22 14:10:01,"849	as09	85.0380520821	2203230.0000000000"
2016-06-22 14:10:02,"849	as09	86.0381700993	2203160.0000000000"
2016-06-22 14:10:03,"891	as09	87.0805840492	2202710.0000000000"
2016-06-22 14:10:04,"873	as09	88.0628750324	2204530.0000000000"
2016-06-22 14:10:05,"856	as09	89.0451278687	2203380.0000000000"
2016-06-22 14:10:06,"848	as09	90.0374050140	2202500.0000000000"
2016-06-22 14:10:07,"851	as09	91.0406000614	2202430.0000000000"
2016-06-22 14:10:08,"848	as09	92.0378348827	2202260.0000000000"
2016-06-22 14:10:09,"867	as09	93.0561060905	2201620.0000000000"
2016-06-22 14:10:10,"850	as09	94.0393369198	2201400.0000000000"
2016-06-22 14:10:11,"848	as09	95.0377199650	2201560.0000000000"
2016-06-22 14:10:12,"852	as09	96.0418839455	2201900.0000000000"
2016-06-22 14:10:13,"848	as09	97.0373039246	2201760.0000000000"
2016-06-22 14:10:14,"852	as09	98.0413908958	2202660.0000000000"
2016-06-22 14:10:15,"882	as09	99.0717949867	2202930.0000000000"
2016-06-22 14:10:16,"865	as09	100.0540890694	2203020.0000000000"
2016-06-22 14:10:17,"848	as09	101.0373179913	2202870.0000000000"
2016-06-22 14:10:18,"848	as09	102.0375549793	2203970.0000000000"
2016-06-22 14:10:19,"853	as09	103.0428700447	2203060.0000000000"
2016-06-22 14:10:20,"849	as09	104.0381169319	2203030.0000000000"
2016-06-22 14:10:21,"859	as09	105.0483570099	2202860.0000000000"
2016-06-22 14:10:22,"848	as09	106.0375649929	2202830.0000000000"
2016-06-22 14:10:23,"850	as09	107.0399029255	2203360.0000000000"
2016-06-22 14:10:24,"848	as09	108.0371830463	2203850.0000000000"
2016-06-22 14:10:25,"849	as09	109.0384650230	2203450.0000000000"
2016-06-22 14:10:26,"891	as09	110.0806560516	2203480.0000000000"
2016-06-22 14:10:27,"875	as09	111.0639328957	2203100.0000000000"
2016-06-22 14:10:28,"857	as09	112.0462229252	2203830.0000000000"
2016-06-22 14:10:29,"848	as09	113.0375549793	2203400.0000000000"
2016-06-22 14:10:30,"851	as09	114.0406379700	2203610.0000000000"
2016-06-22 14:10:31,"849	as09	115.0380690098	2203470.0000000000"
2016-06-22 14:10:32,"871	as09	116.0603048801	2203090.0000000000"
2016-06-22 14:10:33,"850	as09	117.0395538807	2202430.0000000000"
2016-06-22 14:10:34,"848	as09	118.0378248692	2202140.0000000000"
2016-06-22 14:10:35,"854	as09	119.0430240631	2201230.0000000000"
2016-06-22 14:10:36,"848	as09	120.0373320580	2200670.0000000000"
2016-06-22 14:10:37,"852	as09	121.0414738655	2200500.0000000000"
2016-06-22 14:10:38,"883	as09	122.0719690323	2202140.0000000000"
2016-06-22 14:10:39,"865	as09	123.0541548729	2201420.0000000000"
2016-06-22 14:10:40,"848	as09	124.0375590324	2201930.0000000000"
2016-06-22 14:10:41,"849	as09	125.0387639999	2202410.0000000000"
2016-06-22 14:10:42,"854	as09	126.0429730415	2202700.0000000000"
2016-06-22 14:10:43,"848	as09	127.0373089314	2202120.0000000000"
2016-06-22 14:10:44,"859	as09	128.0485599041	2202220.0000000000"
2016-06-22 14:10:45,"848	as09	129.0378980637	2202860.0000000000"
2016-06-22 14:10:46,"851	as09	130.0401000977	2202720.0000000000"
2016-06-22 14:10:47,"848	as09	131.0373849869	2202500.0000000000"
2016-06-22 14:10:48,"849	as09	132.0386419296	2202050.0000000000"
2016-06-22 14:10:49,"848	as09	133.0369470119	2202490.0000000000"
2016-06-22 14:10:50,"875	as09	134.0642149448	2202600.0000000000"
2016-06-22 14:10:51,"857	as09	135.0464630127	2202820.0000000000"
2016-06-22 14:10:52,"848	as09	136.0378270149	2202000.0000000000"
2016-06-22 14:10:53,"852	as09	137.0411090851	2202700.0000000000"
2016-06-22 14:10:54,"848	as09	138.0374388695	2201830.0000000000"
2016-06-22 14:10:55,"867	as09	139.0565218925	2201810.0000000000"
2016-06-22 14:10:56,"851	as09	140.0399360657	2201680.0000000000"
2016-06-22 14:10:57,"849	as09	141.0381300449	2201990.0000000000"
2016-06-22 14:10:58,"853	as09	142.0424530506	2202450.0000000000"
2016-06-22 14:10:59,"848	as09	143.0376849174	2202200.0000000000"
2016-06-22 14:11:00,"852	as09	144.0418269634	2201300.0000000000"
2016-06-22 14:11:01,"883	as09	145.0721960068	2200980.0000000000"
2016-06-22 14:11:02,"866	as09	146.0555100441	2202070.0000000000"
2016-06-22 14:11:03,"848	as09	147.0377318859	2202410.0000000000"
2016-06-22 14:11:04,"850	as09	148.0389890671	2203340.0000000000"
2016-06-22 14:11:05,"848	as09	149.0372340679	2203710.0000000000"
