time,mass
2016-06-22 13:25:17,"227	sn29	0.0371959209	2120440.0000000000"
2016-06-22 13:25:18,"236	sn29	1.0465059280	2121230.0000000000"
2016-06-22 13:25:19,"227	sn29	2.0377299786	2120930.0000000000"
2016-06-22 13:25:20,"227	sn29	3.0379569530	2119800.0000000000"
2016-06-22 13:25:21,"234	sn29	4.0442090034	2120360.0000000000"
2016-06-22 13:25:22,"227	sn29	5.0374088287	2119750.0000000000"
2016-06-22 13:25:23,"270	sn29	6.0805768967	2119120.0000000000"
2016-06-22 13:25:24,"252	sn29	7.0629057884	2119430.0000000000"
2016-06-22 13:25:25,"234	sn29	8.0442118645	2121600.0000000000"
2016-06-22 13:25:26,"227	sn29	9.0374078751	2122970.0000000000"
2016-06-22 13:25:27,"228	sn29	10.0386848450	2121920.0000000000"
2016-06-22 13:25:28,"226	sn29	11.0369589329	2121610.0000000000"
2016-06-22 13:25:29,"249	sn29	12.0591650009	2120330.0000000000"
2016-06-22 13:25:30,"233	sn29	13.0435419083	2121210.0000000000"
2016-06-22 13:25:31,"226	sn29	14.0367488861	2121670.0000000000"
2016-06-22 13:25:32,"231	sn29	15.0420088768	2121080.0000000000"
2016-06-22 13:25:33,"227	sn29	16.0373568535	2121060.0000000000"
2016-06-22 13:25:34,"230	sn29	17.0406079292	2121160.0000000000"
2016-06-22 13:25:35,"261	sn29	18.0719130039	2120860.0000000000"
2016-06-22 13:25:36,"244	sn29	19.0542078018	2120970.0000000000"
2016-06-22 13:25:37,"233	sn29	20.0434420109	2120480.0000000000"
2016-06-22 13:25:38,"227	sn29	21.0376830101	2119490.0000000000"
2016-06-22 13:25:39,"232	sn29	22.0429790020	2120310.0000000000"
2016-06-22 13:25:40,"227	sn29	23.0373098850	2119900.0000000000"
2016-06-22 13:25:41,"240	sn29	24.0505328178	2119500.0000000000"
2016-06-22 13:25:42,"227	sn29	25.0378379822	2121400.0000000000"
2016-06-22 13:25:43,"229	sn29	26.0391960144	2121890.0000000000"
2016-06-22 13:25:44,"234	sn29	27.0443418026	2122200.0000000000"
2016-06-22 13:25:45,"227	sn29	28.0376849174	2120950.0000000000"
2016-06-22 13:25:46,"270	sn29	29.0809578896	2120970.0000000000"
2016-06-22 13:25:47,"253	sn29	30.0632419586	2120470.0000000000"
2016-06-22 13:25:48,"234	sn29	31.0445609093	2119830.0000000000"
2016-06-22 13:25:49,"227	sn29	32.0379068851	2120500.0000000000"
2016-06-22 13:25:50,"229	sn29	33.0391378403	2119740.0000000000"
2016-06-22 13:25:51,"227	sn29	34.0374097824	2119740.0000000000"
2016-06-22 13:25:52,"249	sn29	35.0597658157	2119980.0000000000"
2016-06-22 13:25:53,"233	sn29	36.0440409184	2120510.0000000000"
2016-06-22 13:25:54,"227	sn29	37.0372858047	2120290.0000000000"
2016-06-22 13:25:55,"231	sn29	38.0415339470	2120540.0000000000"
2016-06-22 13:25:56,"227	sn29	39.0378329754	2120370.0000000000"
2016-06-22 13:25:57,"230	sn29	40.0411109924	2120660.0000000000"
2016-06-22 13:25:58,"262	sn29	41.0722999573	2120580.0000000000"
2016-06-22 13:25:59,"244	sn29	42.0545358658	2120520.0000000000"
2016-06-22 13:26:00,"233	sn29	43.0437638760	2120560.0000000000"
2016-06-22 13:26:01,"227	sn29	44.0371508598	2120540.0000000000"
2016-06-22 13:26:02,"232	sn29	45.0423607826	2120520.0000000000"
2016-06-22 13:26:03,"227	sn29	46.0375587940	2120810.0000000000"
2016-06-22 13:26:04,"237	sn29	47.0478398800	2119910.0000000000"
2016-06-22 13:26:05,"227	sn29	48.0371868610	2120620.0000000000"
2016-06-22 13:26:06,"229	sn29	49.0395369530	2120400.0000000000"
2016-06-22 13:26:07,"234	sn29	50.0446968079	2119900.0000000000"
2016-06-22 13:26:08,"227	sn29	51.0379588604	2120180.0000000000"
2016-06-22 13:26:09,"271	sn29	52.0812578201	2123020.0000000000"
2016-06-22 13:26:10,"253	sn29	53.0635139942	2124820.0000000000"
2016-06-22 13:26:11,"234	sn29	54.0448129177	2125840.0000000000"
2016-06-22 13:26:12,"226	sn29	55.0371108055	2127260.0000000000"
2016-06-22 13:26:13,"229	sn29	56.0394139290	2126830.0000000000"
2016-06-22 13:26:14,"227	sn29	57.0376849174	2127900.0000000000"
2016-06-22 13:26:15,"249	sn29	58.0599288940	2127170.0000000000"
2016-06-22 13:26:16,"234	sn29	59.0441827774	2126240.0000000000"
2016-06-22 13:26:17,"227	sn29	60.0375368595	2119660.0000000000"
2016-06-22 13:26:18,"232	sn29	61.0428369045	2109970.0000000000"
2016-06-22 13:26:19,"226	sn29	62.0370059013	2108460.0000000000"
2016-06-22 13:26:20,"231	sn29	63.0413858891	2104610.0000000000"
2016-06-22 13:26:21,"262	sn29	64.0725739002	2104120.0000000000"
2016-06-22 13:26:22,"244	sn29	65.0548698902	2101620.0000000000"
2016-06-22 13:26:23,"227	sn29	66.0372138023	2097410.0000000000"
2016-06-22 13:26:24,"227	sn29	67.0375378132	2098550.0000000000"
2016-06-22 13:26:25,"233	sn29	68.0436718464	2097970.0000000000"
2016-06-22 13:26:26,"226	sn29	69.0369379520	2095699.9999999998"
2016-06-22 13:26:27,"241	sn29	70.0511558056	2096219.9999999998"
2016-06-22 13:26:28,"227	sn29	71.0375618935	2093520.0000000000"
2016-06-22 13:26:29,"229	sn29	72.0398449898	2095469.9999999998"
2016-06-22 13:26:30,"227	sn29	73.0371367931	2090580.0000000000"
2016-06-22 13:26:31,"228	sn29	74.0384149551	2082710.0000000000"
2016-06-22 13:26:32,"271	sn29	75.0816419125	2084920.0000000000"
2016-06-22 13:26:33,"253	sn29	76.0639119148	2085159.9999999998"
2016-06-22 13:26:34,"234	sn29	77.0451209545	2086139.9999999998"
2016-06-22 13:26:35,"227	sn29	78.0373878479	2086139.9999999998"
2016-06-22 13:26:36,"230	sn29	79.0406889915	2082870.0000000000"
2016-06-22 13:26:37,"226	sn29	80.0369119644	2078880.0000000000"
2016-06-22 13:26:38,"249	sn29	81.0600810051	2076389.9999999998"
2016-06-22 13:26:39,"229	sn29	82.0394158363	2073370.0000000000"
2016-06-22 13:26:40,"227	sn29	83.0375888348	2073570.0000000002"
2016-06-22 13:26:41,"232	sn29	84.0429379940	2071719.9999999998"
2016-06-22 13:26:42,"226	sn29	85.0371208191	2071790.0000000000"
2016-06-22 13:26:43,"231	sn29	86.0415380001	2070989.9999999998"
2016-06-22 13:26:44,"262	sn29	87.0728378296	2067969.9999999998"
2016-06-22 13:26:45,"245	sn29	88.0560979843	2067440.0000000000"
2016-06-22 13:26:46,"227	sn29	89.0372989178	2067320.0000000002"
2016-06-22 13:26:47,"227	sn29	90.0375127792	2068050.0000000002"
2016-06-22 13:26:48,"233	sn29	91.0438258648	2067469.9999999998"
2016-06-22 13:26:49,"226	sn29	92.0370769501	2066350.0000000000"
2016-06-22 13:26:50,"241	sn29	93.0513699055	2067020.0000000000"
2016-06-22 13:26:51,"228	sn29	94.0385119915	2066460.0000000000"
2016-06-22 13:26:52,"229	sn29	95.0397758484	2066170.0000000000"
2016-06-22 13:26:53,"226	sn29	96.0370638371	2065760.0000000002"
2016-06-22 13:26:54,"228	sn29	97.0381748676	2066050.0000000002"
2016-06-22 13:26:55,"271	sn29	98.0815668106	2065290.0000000000"
2016-06-22 13:26:56,"253	sn29	99.0638678074	2065500.0000000000"
2016-06-22 13:26:57,"236	sn29	100.0461888313	2065070.0000000002"
2016-06-22 13:26:58,"227	sn29	101.0375158787	2065860.0000000002"
2016-06-22 13:26:59,"230	sn29	102.0407660007	2064830.0000000000"
2016-06-22 13:27:00,"226	sn29	103.0370538235	2064070.0000000002"
2016-06-22 13:27:01,"251	sn29	104.0613708496	2063620.0000000000"
2016-06-22 13:27:02,"229	sn29	105.0396728516	2063850.0000000000"
2016-06-22 13:27:03,"227	sn29	106.0378658772	2063850.0000000000"
2016-06-22 13:27:04,"233	sn29	107.0431959629	2063480.0000000000"
2016-06-22 13:27:05,"227	sn29	108.0375177860	2062820.0000000002"
2016-06-22 13:27:06,"231	sn29	109.0416409969	2063100.0000000000"
2016-06-22 13:27:07,"262	sn29	110.0729188919	2061980.0000000000"
2016-06-22 13:27:08,"246	sn29	111.0562160015	2061409.9999999998"
2016-06-22 13:27:09,"227	sn29	112.0375158787	2062710.0000000000"
2016-06-22 13:27:10,"228	sn29	113.0387899876	2062699.9999999998"
2016-06-22 13:27:11,"233	sn29	114.0440599918	2063750.0000000000"
2016-06-22 13:27:12,"227	sn29	115.0373399258	2064060.0000000000"
2016-06-22 13:27:13,"242	sn29	116.0525360107	2063199.9999999998"
2016-06-22 13:27:14,"227	sn29	117.0378658772	2064820.0000000002"
2016-06-22 13:27:15,"230	sn29	118.0401599407	2063310.0000000000"
2016-06-22 13:27:16,"227	sn29	119.0372037888	2062690.0000000000"
2016-06-22 13:27:17,"228	sn29	120.0386438370	2060190.0000000000"
2016-06-22 13:27:18,"226	sn29	121.0368897915	2060270.0000000000"
2016-06-22 13:27:19,"255	sn29	122.0651798248	2057550.0000000002"
2016-06-22 13:27:20,"236	sn29	123.0465159416	2057409.9999999998"
2016-06-22 13:27:21,"227	sn29	124.0377178192	2060219.9999999998"
2016-06-22 13:27:22,"230	sn29	125.0409898758	2060320.0000000002"
2016-06-22 13:27:23,"227	sn29	126.0372948647	2060830.0000000000"
2016-06-22 13:27:24,"250	sn29	127.0604729652	2060469.9999999998"
2016-06-22 13:27:25,"234	sn29	128.0447509289	2059550.0000000002"
2016-06-22 13:27:26,"227	sn29	129.0380959511	2059540.0000000000"
2016-06-22 13:27:27,"233	sn29	130.0433518887	2058510.0000000002"
2016-06-22 13:27:28,"227	sn29	131.0375678539	2057520.0000000000"
2016-06-22 13:27:29,"232	sn29	132.0427939892	2056980.0000000000"
2016-06-22 13:27:30,"262	sn29	133.0730209351	2057370.0000000000"
2016-06-22 13:27:31,"246	sn29	134.0562570095	2058889.9999999998"
2016-06-22 13:27:32,"227	sn29	135.0375418663	2059469.9999999998"
2016-06-22 13:27:33,"228	sn29	136.0387539864	2058440.0000000000"
2016-06-22 13:27:34,"226	sn29	137.0371170044	2058170.0000000000"
2016-06-22 13:27:35,"227	sn29	138.0373709202	2057449.9999999998"
2016-06-22 13:27:36,"242	sn29	139.0526239872	2056980.0000000000"
2016-06-22 13:27:37,"226	sn29	140.0369198322	2056940.0000000000"
2016-06-22 13:27:38,"230	sn29	141.0401859283	2056780.0000000002"
2016-06-22 13:27:39,"227	sn29	142.0375177860	2056800.0000000002"
2016-06-22 13:27:40,"228	sn29	143.0386939049	2056639.9999999998"
2016-06-22 13:27:41,"226	sn29	144.0369689465	2056389.9999999998"
2016-06-22 13:27:42,"255	sn29	145.0652070045	2056469.9999999998"
2016-06-22 13:27:43,"236	sn29	146.0464289188	2056100.0000000000"
2016-06-22 13:27:44,"227	sn29	147.0377318859	2056100.0000000000"
2016-06-22 13:27:45,"230	sn29	148.0409429073	2056130.0000000000"
2016-06-22 13:27:46,"227	sn29	149.0372548103	2055900.0000000000"
2016-06-22 13:27:47,"251	sn29	150.0615069866	2056260.0000000002"
2016-06-22 13:27:48,"230	sn29	151.0408208370	2056110.0000000002"
2016-06-22 13:27:49,"229	sn29	152.0391318798	2055840.0000000002"
2016-06-22 13:27:50,"234	sn29	153.0444598198	2056010.0000000002"
2016-06-22 13:27:51,"227	sn29	154.0376589298	2055969.9999999998"
2016-06-22 13:27:52,"232	sn29	155.0429439545	2056400.0000000000"
2016-06-22 13:27:53,"264	sn29	156.0741558075	2056050.0000000002"
2016-06-22 13:27:54,"246	sn29	157.0565350056	2055600.0000000000"
2016-06-22 13:27:55,"227	sn29	158.0377228260	2055630.0000000000"
2016-06-22 13:27:56,"228	sn29	159.0389199257	2055510.0000000002"
2016-06-22 13:27:57,"227	sn29	160.0371589661	2055719.9999999998"
2016-06-22 13:27:58,"228	sn29	161.0385057926	2055530.0000000002"
2016-06-22 13:27:59,"242	sn29	162.0527780056	2055340.0000000002"
2016-06-22 13:28:00,"226	sn29	163.0370578766	2055170.0000000000"
2016-06-22 13:28:01,"231	sn29	164.0411579609	2055110.0000000002"
2016-06-22 13:28:02,"227	sn29	165.0375959873	2054969.9999999998"
2016-06-22 13:28:03,"229	sn29	166.0399007797	2054909.9999999998"
2016-06-22 13:28:04,"226	sn29	167.0371069908	2054989.9999999998"
2016-06-22 13:28:05,"255	sn29	168.0655457973	2054969.9999999998"
2016-06-22 13:28:06,"237	sn29	169.0477008820	2054830.0000000000"
2016-06-22 13:28:07,"226	sn29	170.0368978977	2054860.0000000002"
2016-06-22 13:28:08,"230	sn29	171.0411059856	2055159.9999999998"
2016-06-22 13:28:09,"227	sn29	172.0373418331	2054840.0000000002"
2016-06-22 13:28:10,"251	sn29	173.0616488457	2054790.0000000000"
2016-06-22 13:28:11,"230	sn29	174.0409460068	2054710.0000000000"
2016-06-22 13:28:12,"228	sn29	175.0381679535	2054469.9999999998"
2016-06-22 13:28:13,"227	sn29	176.0374457836	2054159.9999999998"
2016-06-22 13:28:14,"227	sn29	177.0376589298	2054040.0000000000"
2016-06-22 13:28:15,"232	sn29	178.0428969860	2053989.9999999998"
2016-06-22 13:28:16,"263	sn29	179.0740368366	2053860.0000000002"
2016-06-22 13:28:17,"247	sn29	180.0574059486	2053750.0000000000"
2016-06-22 13:28:18,"228	sn29	181.0386209488	2053510.0000000002"
2016-06-22 13:28:19,"228	sn29	182.0389277935	2053500.0000000000"
2016-06-22 13:28:20,"227	sn29	183.0371940136	2053550.0000000002"
2016-06-22 13:28:21,"228	sn29	184.0385048389	2053350.0000000000"
2016-06-22 13:28:22,"242	sn29	185.0526998043	2053219.9999999998"
2016-06-22 13:28:23,"226	sn29	186.0369718075	2053550.0000000002"
2016-06-22 13:28:24,"231	sn29	187.0412600040	2053480.0000000000"
2016-06-22 13:28:25,"227	sn29	188.0375227928	2053580.0000000000"
2016-06-22 13:28:26,"229	sn29	189.0397758484	2053250.0000000000"
2016-06-22 13:28:27,"226	sn29	190.0370459557	2053190.0000000000"
2016-06-22 13:28:28,"255	sn29	191.0653498173	2053730.0000000000"
2016-06-22 13:28:29,"237	sn29	192.0476138592	2053080.0000000000"
2016-06-22 13:28:30,"226	sn29	193.0369329453	2053040.0000000000"
2016-06-22 13:28:31,"232	sn29	194.0422308445	2052800.0000000002"
2016-06-22 13:28:32,"227	sn29	195.0375199318	2052570.0000000002"
2016-06-22 13:28:33,"252	sn29	196.0627219677	2052920.0000000000"
2016-06-22 13:28:34,"230	sn29	197.0410068035	2052790.0000000000"
2016-06-22 13:28:35,"229	sn29	198.0393099785	2053310.0000000000"
2016-06-22 13:28:36,"227	sn29	199.0375449657	2053360.0000000002"
2016-06-22 13:28:37,"227	sn29	200.0377697945	2053679.9999999998"
2016-06-22 13:28:38,"233	sn29	201.0440509319	2054350.0000000000"
2016-06-22 13:28:39,"264	sn29	202.0743069649	2053679.9999999998"
2016-06-22 13:28:40,"247	sn29	203.0575850010	2053909.9999999998"
2016-06-22 13:28:41,"228	sn29	204.0388720036	2052420.0000000000"
2016-06-22 13:28:42,"229	sn29	205.0400679111	2051210.0000000000"
2016-06-22 13:28:43,"227	sn29	206.0373969078	2052330.0000000000"
2016-06-22 13:28:44,"228	sn29	207.0385968685	2052730.0000000000"
2016-06-22 13:28:45,"243	sn29	208.0538368225	2052480.0000000000"
2016-06-22 13:28:46,"227	sn29	209.0371329784	2051320.0000000002"
2016-06-22 13:28:47,"231	sn29	210.0414588451	2050100.0000000000"
2016-06-22 13:28:48,"227	sn29	211.0377488136	2049550.0000000002"
2016-06-22 13:28:49,"229	sn29	212.0400519371	2052389.9999999998"
2016-06-22 13:28:50,"227	sn29	213.0372300148	2051960.0000000000"
2016-06-22 13:28:51,"256	sn29	214.0665209293	2052340.0000000002"
2016-06-22 13:28:52,"237	sn29	215.0478169918	2049770.0000000000"
2016-06-22 13:28:53,"227	sn29	216.0381088257	2049540.0000000000"
2016-06-22 13:28:54,"232	sn29	217.0423989296	2050360.0000000002"
2016-06-22 13:28:55,"227	sn29	218.0376248360	2051270.0000000000"
2016-06-22 13:28:56,"252	sn29	219.0629239082	2053360.0000000002"
2016-06-22 13:28:57,"231	sn29	220.0412108898	2052090.0000000002"
2016-06-22 13:28:58,"229	sn29	221.0395209789	2051290.0000000000"
2016-06-22 13:28:59,"227	sn29	222.0377118587	2050870.0000000000"
2016-06-22 13:29:00,"227	sn29	223.0380368233	2050060.0000000000"
2016-06-22 13:29:01,"233	sn29	224.0431628227	2050170.0000000000"
2016-06-22 13:29:02,"264	sn29	225.0745208263	2050050.0000000002"
2016-06-22 13:29:03,"247	sn29	226.0578219891	2048570.0000000002"
2016-06-22 13:29:04,"229	sn29	227.0391409397	2047380.0000000000"
2016-06-22 13:29:05,"230	sn29	228.0404539108	2049500.0000000000"
