time,mass
2016-06-29 15:50:12,"607	as31	0.0449209213	1757060.0000000000"
2016-06-29 15:50:13,"605	as31	1.0427830219	1757090.0000000000"
2016-06-29 15:50:14,"599	as31	2.0367619991	1757080.0000000000"
2016-06-29 15:50:15,"603	as31	3.0415570736	1757100.0000000000"
2016-06-29 15:50:16,"599	as31	4.0374789238	1756970.0000000000"
2016-06-29 15:50:17,"640	as31	5.0783810616	1756420.0000000000"
2016-06-29 15:50:18,"622	as31	6.0603389740	1756640.0000000000"
2016-06-29 15:50:19,"605	as31	7.0432569981	1756380.0000000000"
2016-06-29 15:50:20,"605	as31	8.0432579517	1756290.0000000000"
2016-06-29 15:50:21,"599	as31	9.0371298790	1756040.0000000000"
2016-06-29 15:50:22,"605	as31	10.0429809093	1756360.0000000000"
2016-06-29 15:50:23,"616	as31	11.0537910461	1756150.0000000000"
2016-06-29 15:50:24,"603	as31	12.0407540798	1755730.0000000000"
2016-06-29 15:50:25,"599	as31	13.0376319885	1756360.0000000000"
2016-06-29 15:50:26,"601	as31	14.0395689011	1755520.0000000000"
2016-06-29 15:50:27,"599	as31	15.0375308990	1755990.0000000000"
2016-06-29 15:50:28,"600	as31	16.0384299755	1756030.0000000000"
2016-06-29 15:50:29,"631	as31	17.0693249702	1756000.0000000000"
2016-06-29 15:50:30,"613	as31	18.0512580872	1756030.0000000000"
2016-06-29 15:50:31,"603	as31	19.0412170887	1756220.0000000000"
2016-06-29 15:50:32,"599	as31	20.0372300148	1756260.0000000000"
2016-06-29 15:50:33,"602	as31	21.0401790142	1756240.0000000000"
2016-06-29 15:50:34,"599	as31	22.0372068882	1756240.0000000000"
2016-06-29 15:50:35,"607	as31	23.0450809002	1756160.0000000000"
2016-06-29 15:50:36,"605	as31	24.0429940224	1756110.0000000000"
2016-06-29 15:50:37,"599	as31	25.0369200706	1756070.0000000000"
2016-06-29 15:50:38,"604	as31	26.0418419838	1756060.0000000000"
2016-06-29 15:50:39,"599	as31	27.0367839336	1756060.0000000000"
2016-06-29 15:50:40,"639	as31	28.0776600838	1755990.0000000000"
2016-06-29 15:50:41,"622	as31	29.0605640411	1756010.0000000000"
2016-06-29 15:50:42,"605	as31	30.0434880257	1756040.0000000000"
2016-06-29 15:50:43,"599	as31	31.0373659134	1755990.0000000000"
2016-06-29 15:50:44,"600	as31	32.0383059978	1755970.0000000000"
2016-06-29 15:50:45,"605	as31	33.0432100296	1755930.0000000000"
2016-06-29 15:50:46,"616	as31	34.0541100502	1755950.0000000000"
2016-06-29 15:50:47,"603	as31	35.0410079956	1755990.0000000000"
2016-06-29 15:50:48,"599	as31	36.0368940830	1756080.0000000000"
2016-06-29 15:50:49,"601	as31	37.0397448540	1756060.0000000000"
2016-06-29 15:50:50,"598	as31	38.0365529060	1756080.0000000000"
2016-06-29 15:50:51,"601	as31	39.0395848751	1756120.0000000000"
2016-06-29 15:50:52,"631	as31	40.0695099831	1756110.0000000000"
2016-06-29 15:50:53,"614	as31	41.0523579121	1756110.0000000000"
2016-06-29 15:50:54,"604	as31	42.0423798561	1756100.0000000000"
2016-06-29 15:50:55,"600	as31	43.0382568836	1756050.0000000000"
2016-06-29 15:50:56,"602	as31	44.0402128696	1756050.0000000000"
2016-06-29 15:50:57,"599	as31	45.0370850563	1756100.0000000000"
2016-06-29 15:50:58,"611	as31	46.0489580631	1756180.0000000000"
2016-06-29 15:50:59,"599	as31	47.0368690491	1756100.0000000000"
2016-06-29 15:51:00,"600	as31	48.0378339291	1756350.0000000000"
2016-06-29 15:51:01,"605	as31	49.0427598953	1755720.0000000000"
2016-06-29 15:51:02,"598	as31	50.0366349220	1757150.0000000000"
2016-06-29 15:51:03,"640	as31	51.0784449577	1762500.0000000000"
2016-06-29 15:51:04,"622	as31	52.0603098869	1765510.0000000000"
2016-06-29 15:51:05,"606	as31	53.0443089008	1773190.0000000000"
2016-06-29 15:51:06,"599	as31	54.0371370316	1757360.0000000000"
2016-06-29 15:51:07,"600	as31	55.0380480289	1749640.0000000000"
2016-06-29 15:51:08,"606	as31	56.0439219475	1751850.0000000000"
2016-06-29 15:51:09,"616	as31	57.0547349453	1752430.0000000000"
2016-06-29 15:51:10,"604	as31	58.0417690277	1753860.0000000000"
2016-06-29 15:51:11,"599	as31	59.0367848873	1749010.0000000000"
2016-06-29 15:51:12,"602	as31	60.0406699181	1753400.0000000000"
2016-06-29 15:51:13,"599	as31	61.0375490189	1753620.0000000000"
2016-06-29 15:51:14,"601	as31	62.0394949913	1752270.0000000000"
2016-06-29 15:51:15,"631	as31	63.0694379807	1749590.0000000000"
2016-06-29 15:51:16,"614	as31	64.0523848534	1747910.0000000000"
2016-06-29 15:51:17,"604	as31	65.0423879623	1746310.0000000000"
2016-06-29 15:51:18,"599	as31	66.0372619629	1745100.0000000000"
2016-06-29 15:51:19,"603	as31	67.0412089825	1744640.0000000000"
2016-06-29 15:51:20,"599	as31	68.0371239185	1743890.0000000000"
2016-06-29 15:51:21,"608	as31	69.0460870266	1743230.0000000000"
2016-06-29 15:51:22,"599	as31	70.0370099545	1742110.0000000000"
2016-06-29 15:51:23,"600	as31	71.0379750729	1741990.0000000000"
2016-06-29 15:51:24,"604	as31	72.0427548885	1740840.0000000000"
2016-06-29 15:51:25,"599	as31	73.0376429558	1740670.0000000000"
2016-06-29 15:51:26,"641	as31	74.0787658691	1740490.0000000000"
2016-06-29 15:51:27,"623	as31	75.0615348816	1739400.0000000000"
2016-06-29 15:51:28,"605	as31	76.0434758663	1737880.0000000000"
2016-06-29 15:51:29,"599	as31	77.0373849869	1737160.0000000000"
2016-06-29 15:51:30,"601	as31	78.0392830372	1736000.0000000000"
2016-06-29 15:51:31,"606	as31	79.0441699028	1735490.0000000000"
2016-06-29 15:51:32,"617	as31	80.0549089909	1735140.0000000000"
2016-06-29 15:51:33,"604	as31	81.0419468880	1734920.0000000000"
2016-06-29 15:51:34,"599	as31	82.0369820595	1734090.0000000000"
2016-06-29 15:51:35,"603	as31	83.0408220291	1734170.0000000000"
2016-06-29 15:51:36,"598	as31	84.0367059708	1733360.0000000000"
2016-06-29 15:51:37,"601	as31	85.0397429466	1732980.0000000000"
2016-06-29 15:51:38,"631	as31	86.0694439411	1732640.0000000000"
2016-06-29 15:51:39,"615	as31	87.0535628796	1732560.0000000000"
2016-06-29 15:51:40,"604	as31	88.0425179005	1731900.0000000000"
2016-06-29 15:51:41,"599	as31	89.0373630524	1731760.0000000000"
