time,mass
2016-06-08 13:45:16,"785	sn05	0.0369248390	2379670.0000000000"
2016-06-08 13:45:17,"827	sn05	1.0791528225	2377780.0000000000"
2016-06-08 13:45:18,"809	sn05	2.0612909794	2385840.0000000000"
2016-06-08 13:45:19,"792	sn05	3.0444538593	2378430.0000000000"
2016-06-08 13:45:20,"786	sn05	4.0376429558	2380000.0000000000"
2016-06-08 13:45:21,"787	sn05	5.0388088226	2380400.0000000000"
2016-06-08 13:45:22,"786	sn05	6.0380058289	2379930.0000000000"
2016-06-08 13:45:23,"803	sn05	7.0551660061	2378470.0000000000"
2016-06-08 13:45:24,"790	sn05	8.0423598289	2381190.0000000000"
2016-06-08 13:45:25,"786	sn05	9.0375590324	2374940.0000000000"
2016-06-08 13:45:26,"789	sn05	10.0407018661	2376240.0000000000"
2016-06-08 13:45:27,"785	sn05	11.0369050503	2377410.0000000000"
2016-06-08 13:45:28,"788	sn05	12.0400400162	2379350.0000000000"
2016-06-08 13:45:29,"818	sn05	13.0702350140	2379890.0000000000"
2016-06-08 13:45:30,"800	sn05	14.0524699688	2377470.0000000000"
2016-06-08 13:45:31,"791	sn05	15.0426139832	2378540.0000000000"
2016-06-08 13:45:32,"786	sn05	16.0377929211	2378220.0000000000"
2016-06-08 13:45:33,"789	sn05	17.0410678387	2377790.0000000000"
2016-06-08 13:45:34,"785	sn05	18.0373320580	2377150.0000000000"
2016-06-08 13:45:35,"794	sn05	19.0464758873	2376670.0000000000"
2016-06-08 13:45:36,"786	sn05	20.0376379490	2376240.0000000000"
2016-06-08 13:45:37,"787	sn05	21.0387728214	2376990.0000000000"
2016-06-08 13:45:38,"791	sn05	22.0429978371	2376920.0000000000"
2016-06-08 13:45:39,"785	sn05	23.0373029709	2375730.0000000000"
2016-06-08 13:45:40,"828	sn05	24.0794839859	2375100.0000000000"
2016-06-08 13:45:41,"810	sn05	25.0616140366	2376830.0000000000"
2016-06-08 13:45:42,"793	sn05	26.0446770191	2376110.0000000000"
2016-06-08 13:45:43,"786	sn05	27.0377089977	2375580.0000000000"
2016-06-08 13:45:44,"787	sn05	28.0390548706	2375140.0000000000"
2016-06-08 13:45:45,"785	sn05	29.0372118950	2375650.0000000000"
2016-06-08 13:45:46,"807	sn05	30.0593600273	2376430.0000000000"
2016-06-08 13:45:47,"791	sn05	31.0425579548	2374820.0000000000"
2016-06-08 13:45:48,"786	sn05	32.0377860069	2375900.0000000000"
2016-06-08 13:45:49,"789	sn05	33.0409989357	2374200.0000000000"
2016-06-08 13:45:50,"785	sn05	34.0372798443	2373390.0000000000"
2016-06-08 13:45:51,"788	sn05	35.0404689312	2375940.0000000000"
2016-06-08 13:45:52,"818	sn05	36.0703969002	2375950.0000000000"
2016-06-08 13:45:53,"802	sn05	37.0538289547	2375250.0000000000"
2016-06-08 13:45:54,"791	sn05	38.0429840088	2374850.0000000000"
2016-06-08 13:45:55,"785	sn05	39.0372419357	2373830.0000000000"
2016-06-08 13:45:56,"789	sn05	40.0414509773	2372730.0000000000"
2016-06-08 13:45:57,"786	sn05	41.0375578403	2373060.0000000000"
2016-06-08 13:45:58,"799	sn05	42.0508878231	2375070.0000000000"
2016-06-08 13:45:59,"785	sn05	43.0371639729	2374960.0000000000"
2016-06-08 13:46:00,"787	sn05	44.0392818451	2375470.0000000000"
2016-06-08 13:46:01,"791	sn05	45.0434629917	2375870.0000000000"
2016-06-08 13:46:02,"786	sn05	46.0376310349	2375310.0000000000"
2016-06-08 13:46:03,"828	sn05	47.0797469616	2374380.0000000000"
2016-06-08 13:46:04,"810	sn05	48.0619368553	2373760.0000000000"
2016-06-08 13:46:05,"793	sn05	49.0452339649	2374180.0000000000"
2016-06-08 13:46:06,"785	sn05	50.0374639034	2374180.0000000000"
2016-06-08 13:46:07,"788	sn05	51.0395448208	2374490.0000000000"
2016-06-08 13:46:08,"786	sn05	52.0377409458	2374530.0000000000"
2016-06-08 13:46:09,"804	sn05	53.0559089184	2376420.0000000000"
2016-06-08 13:46:10,"791	sn05	54.0431618690	2372580.0000000000"
2016-06-08 13:46:11,"785	sn05	55.0373308659	2379440.0000000000"
2016-06-08 13:46:12,"789	sn05	56.0414500237	2365440.0000000000"
2016-06-08 13:46:13,"786	sn05	57.0375969410	2366220.0000000000"
2016-06-08 13:46:14,"789	sn05	58.0408329964	2365540.0000000000"
2016-06-08 13:46:15,"819	sn05	59.0710349083	2363700.0000000000"
2016-06-08 13:46:16,"801	sn05	60.0532588959	2364150.0000000000"
2016-06-08 13:46:17,"792	sn05	61.0434899330	2362380.0000000000"
2016-06-08 13:46:18,"786	sn05	62.0376629829	2363410.0000000000"
2016-06-08 13:46:19,"790	sn05	63.0418670177	2363220.0000000000"
2016-06-08 13:46:20,"785	sn05	64.0371270180	2362550.0000000000"
2016-06-08 13:46:21,"795	sn05	65.0473079681	2363370.0000000000"
2016-06-08 13:46:22,"785	sn05	66.0374698639	2361590.0000000000"
2016-06-08 13:46:23,"788	sn05	67.0395720005	2362130.0000000000"
2016-06-08 13:46:24,"786	sn05	68.0377650261	2365960.0000000000"
2016-06-08 13:46:25,"786	sn05	69.0378808975	2366230.0000000000"
2016-06-08 13:46:26,"829	sn05	70.0811719894	2368500.0000000000"
2016-06-08 13:46:27,"810	sn05	71.0624630451	2369140.0000000000"
2016-06-08 13:46:28,"794	sn05	72.0455210209	2370150.0000000000"
2016-06-08 13:46:29,"786	sn05	73.0377428532	2371600.0000000000"
2016-06-08 13:46:30,"788	sn05	74.0398609638	2370220.0000000000"
2016-06-08 13:46:31,"785	sn05	75.0371329784	2368450.0000000000"
2016-06-08 13:46:32,"808	sn05	76.0602600574	2366640.0000000000"
2016-06-08 13:46:33,"791	sn05	77.0434658527	2365280.0000000000"
2016-06-08 13:46:34,"786	sn05	78.0375719070	2361280.0000000000"
2016-06-08 13:46:35,"790	sn05	79.0417768955	2360020.0000000000"
2016-06-08 13:46:36,"785	sn05	80.0369639397	2359110.0000000000"
2016-06-08 13:46:37,"789	sn05	81.0411398411	2359420.0000000000"
2016-06-08 13:46:38,"819	sn05	82.0713109970	2361670.0000000000"
2016-06-08 13:46:39,"802	sn05	83.0535619259	2361210.0000000000"
2016-06-08 13:46:40,"792	sn05	84.0437629223	2361240.0000000000"
2016-06-08 13:46:41,"786	sn05	85.0379879475	2360200.0000000000"
2016-06-08 13:46:42,"790	sn05	86.0421988964	2359920.0000000000"
2016-06-08 13:46:43,"785	sn05	87.0374619961	2359040.0000000000"
2016-06-08 13:46:44,"800	sn05	88.0515840054	2359330.0000000000"
2016-06-08 13:46:45,"786	sn05	89.0378088951	2358240.0000000000"
2016-06-08 13:46:46,"788	sn05	90.0400419235	2357640.0000000000"
2016-06-08 13:46:47,"785	sn05	91.0372140408	2357470.0000000000"
