time,mass
 2016-06-29 12:52:57,"520	erc17	0.0528991222	2164780.0000000000"
2016-06-29 12:52:58,"510	erc17	1.0428161621	2164600.0000000000"
2016-06-29 12:52:59,"504	erc17	2.0366890430	2164340.0000000000"
2016-06-29 12:53:00,"509	erc17	3.0416870117	2163960.0000000000"
2016-06-29 12:53:01,"503	erc17	4.0366251469	2163570.0000000000"
2016-06-29 12:53:02,"517	erc17	5.0505001545	2163560.0000000000"
2016-06-29 12:53:03,"505	erc17	6.0384399891	2163580.0000000000"
2016-06-29 12:53:04,"505	erc17	7.0384399891	2163490.0000000000"
2016-06-29 12:53:05,"510	erc17	8.0433759689	2163180.0000000000"
2016-06-29 12:53:06,"504	erc17	9.0373010635	2162940.0000000000"
2016-06-29 12:53:07,"546	erc17	10.0791740417	2162890.0000000000"
2016-06-29 12:53:08,"528	erc17	11.0610971451	2162170.0000000000"
2016-06-29 12:53:09,"512	erc17	12.0450780392	2161940.0000000000"
2016-06-29 12:53:10,"504	erc17	13.0370240211	2162070.0000000000"
2016-06-29 12:53:11,"506	erc17	14.0389740467	2161650.0000000000"
2016-06-29 12:53:12,"504	erc17	15.0368859768	2160760.0000000000"
2016-06-29 12:53:13,"526	erc17	16.0587720871	2161020.0000000000"
2016-06-29 12:53:14,"510	erc17	17.0427000523	2161160.0000000000"
2016-06-29 12:53:15,"504	erc17	18.0376250744	2161340.0000000000"
2016-06-29 12:53:16,"507	erc17	19.0406081676	2161390.0000000000"
2016-06-29 12:53:17,"504	erc17	20.0374560356	2160950.0000000000"
2016-06-29 12:53:18,"507	erc17	21.0403499603	2160570.0000000000"
2016-06-29 12:53:19,"537	erc17	22.0701780319	2160570.0000000000"
2016-06-29 12:53:20,"520	erc17	23.0531001091	2160510.0000000000"
2016-06-29 12:53:21,"510	erc17	24.0430669785	2160540.0000000000"
2016-06-29 12:53:22,"504	erc17	25.0369889736	2160470.0000000000"
2016-06-29 12:53:23,"509	erc17	26.0419111252	2160520.0000000000"
2016-06-29 12:53:24,"505	erc17	27.0376729965	2160520.0000000000"
2016-06-29 12:53:25,"514	erc17	28.0466699600	2160340.0000000000"
2016-06-29 12:53:26,"504	erc17	29.0376009941	2160140.0000000000"
2016-06-29 12:53:27,"505	erc17	30.0384709835	2159940.0000000000"
2016-06-29 12:53:28,"510	erc17	31.0433290005	2159850.0000000000"
2016-06-29 12:53:29,"504	erc17	32.0371949673	2159840.0000000000"
2016-06-29 12:53:30,"546	erc17	33.0790750980	2160030.0000000000"
2016-06-29 12:53:31,"530	erc17	34.0630500317	2160030.0000000000"
2016-06-29 12:53:32,"512	erc17	35.0449390411	2159860.0000000000"
2016-06-29 12:53:33,"504	erc17	36.0367891788	2159520.0000000000"
2016-06-29 12:53:34,"507	erc17	37.0397510529	2159320.0000000000"
2016-06-29 12:53:35,"503	erc17	38.0366270542	2159190.0000000000"
2016-06-29 12:53:36,"522	erc17	39.0553600788	2158980.0000000000"
2016-06-29 12:53:37,"509	erc17	40.0424029827	2158770.0000000000"
2016-06-29 12:53:38,"504	erc17	41.0372619629	2158710.0000000000"
2016-06-29 12:53:39,"508	erc17	42.0411510468	2158550.0000000000"
2016-06-29 12:53:40,"504	erc17	43.0370950699	2158480.0000000000"
2016-06-29 12:53:41,"508	erc17	44.0409519672	2158350.0000000000"
2016-06-29 12:53:42,"538	erc17	45.0707190037	2158300.0000000000"
2016-06-29 12:53:43,"521	erc17	46.0537409782	2158260.0000000000"
2016-06-29 12:53:44,"503	erc17	47.0366070271	2157990.0000000000"
2016-06-29 12:53:45,"504	erc17	48.0376031399	2157990.0000000000"
2016-06-29 12:53:46,"508	erc17	49.0414011478	2158790.0000000000"
2016-06-29 12:53:47,"504	erc17	50.0373380184	2157900.0000000000"
2016-06-29 12:53:48,"514	erc17	51.0472271442	2159030.0000000000"
2016-06-29 12:53:49,"505	erc17	52.0382351875	2166540.0000000000"
2016-06-29 12:53:50,"506	erc17	53.0391509533	2160330.0000000000"
2016-06-29 12:53:51,"504	erc17	54.0371441841	2157000.0000000000"
2016-06-29 12:53:52,"505	erc17	55.0380401611	2155960.0000000000"
2016-06-29 12:53:53,"547	erc17	56.0798380375	2152340.0000000000"
2016-06-29 12:53:54,"529	erc17	57.0626471043	2151250.0000000000"
2016-06-29 12:53:55,"512	erc17	58.0447230339	2147820.0000000000"
2016-06-29 12:53:56,"503	erc17	59.0366020203	2144360.0000000000"
2016-06-29 12:53:57,"506	erc17	60.0393791199	2140040.0000000000"
2016-06-29 12:53:58,"504	erc17	61.0373799801	2135880.0000000000"
2016-06-29 12:53:59,"523	erc17	62.0562810898	2132820.0000000000"
2016-06-29 12:54:00,"510	erc17	63.0432531834	2131650.0000000000"
2016-06-29 12:54:01,"504	erc17	64.0372450352	2131480.0000000000"
2016-06-29 12:54:02,"509	erc17	65.0421650410	2130020.0000000000"
2016-06-29 12:54:03,"504	erc17	66.0370271206	2130010.0000000000"
2016-06-29 12:54:04,"508	erc17	67.0409519672	2132420.0000000000"
2016-06-29 12:54:05,"538	erc17	68.0708801746	2133540.0000000000"
2016-06-29 12:54:06,"521	erc17	69.0538129807	2134580.0000000000"
2016-06-29 12:54:07,"505	erc17	70.0376780033	2133600.0000000000"
2016-06-29 12:54:08,"504	erc17	71.0376060009	2136790.0000000000"
2016-06-29 12:54:09,"509	erc17	72.0425071716	2138180.0000000000"
2016-06-29 12:54:10,"504	erc17	73.0373079777	2138990.0000000000"
2016-06-29 12:54:11,"514	erc17	74.0471961498	2139730.0000000000"
2016-06-29 12:54:12,"504	erc17	75.0371141434	2143450.0000000000"
2016-06-29 12:54:13,"506	erc17	76.0391800404	2143130.0000000000"
2016-06-29 12:54:14,"504	erc17	77.0371661186	2147130.0000000000"
2016-06-29 12:54:15,"505	erc17	78.0380911827	2150980.0000000000"
2016-06-29 12:54:16,"547	erc17	79.0800261497	2152930.0000000000"
2016-06-29 12:54:17,"529	erc17	80.0619361401	2155140.0000000000"
2016-06-29 12:54:18,"513	erc17	81.0459079742	2156490.0000000000"
2016-06-29 12:54:19,"505	erc17	82.0377600193	2158390.0000000000"
2016-06-29 12:54:20,"507	erc17	83.0406401157	2160410.0000000000"
2016-06-29 12:54:21,"503	erc17	84.0365071297	2161070.0000000000"
2016-06-29 12:54:22,"523	erc17	85.0563571453	2148760.0000000000"
2016-06-29 12:54:23,"510	erc17	86.0432729721	2150260.0000000000"
2016-06-29 12:54:24,"504	erc17	87.0372731686	2151030.0000000000"
2016-06-29 12:54:25,"509	erc17	88.0421750546	2150790.0000000000"
2016-06-29 12:54:26,"504	erc17	89.0371141434	2150610.0000000000"
2016-06-29 12:54:27,"508	erc17	90.0410079956	2150740.0000000000"
2016-06-29 12:54:28,"538	erc17	91.0709061623	2150750.0000000000"
2016-06-29 12:54:29,"521	erc17	92.0539181232	2150300.0000000000"
2016-06-29 12:54:30,"505	erc17	93.0378279686	2150360.0000000000"
2016-06-29 12:54:31,"505	erc17	94.0377771854	2149360.0000000000"
