time,mass
2016-06-29 10:48:32,"586	erc07	0.0374970436	2384320.0000000000"
2016-06-29 10:48:33,"617	erc07	1.0693709850	2384980.0000000000"
2016-06-29 10:48:34,"599	erc07	2.0513291359	2385480.0000000000"
2016-06-29 10:48:35,"588	erc07	3.0402290821	2386960.0000000000"
2016-06-29 10:48:36,"586	erc07	4.0381321907	2386460.0000000000"
2016-06-29 10:48:37,"587	erc07	5.0390291214	2385710.0000000000"
2016-06-29 10:48:38,"613	erc07	6.0649340153	2385820.0000000000"
2016-06-29 10:48:39,"596	erc07	7.0478310585	2385470.0000000000"
2016-06-29 10:48:40,"590	erc07	8.0417551994	2384490.0000000000"
2016-06-29 10:48:41,"586	erc07	9.0375511646	2384280.0000000000"
2016-06-29 10:48:42,"589	erc07	10.0406241417	2383970.0000000000"
2016-06-29 10:48:43,"584	erc07	11.0363750458	2383780.0000000000"
2016-06-29 10:48:44,"625	erc07	12.0772840977	2383790.0000000000"
2016-06-29 10:48:45,"608	erc07	13.0602049828	2383210.0000000000"
2016-06-29 10:48:46,"591	erc07	14.0431301594	2383250.0000000000"
2016-06-29 10:48:47,"591	erc07	15.0429630280	2382740.0000000000"
2016-06-29 10:48:48,"585	erc07	16.0369081497	2383190.0000000000"
2016-06-29 10:48:49,"590	erc07	17.0418531895	2376110.0000000000"
2016-06-29 10:48:50,"605	erc07	18.0567500591	2389520.0000000000"
2016-06-29 10:48:51,"587	erc07	19.0394999981	2381770.0000000000"
2016-06-29 10:48:52,"586	erc07	20.0383801460	2378020.0000000000"
2016-06-29 10:48:53,"586	erc07	21.0383801460	2378650.0000000000"
2016-06-29 10:48:54,"591	erc07	22.0433070660	2379120.0000000000"
2016-06-29 10:48:55,"586	erc07	23.0381510258	2379310.0000000000"
2016-06-29 10:48:56,"618	erc07	24.0700061321	2378800.0000000000"
2016-06-29 10:48:57,"600	erc07	25.0520060062	2378620.0000000000"
2016-06-29 10:48:58,"588	erc07	26.0399591923	2378540.0000000000"
2016-06-29 10:48:59,"585	erc07	27.0368850231	2378410.0000000000"
2016-06-29 10:49:00,"587	erc07	28.0387811661	2378120.0000000000"
2016-06-29 10:49:01,"585	erc07	29.0367250443	2378120.0000000000"
2016-06-29 10:49:02,"597	erc07	30.0486030579	2377940.0000000000"
2016-06-29 10:49:03,"591	erc07	31.0425159931	2378480.0000000000"
2016-06-29 10:49:04,"586	erc07	32.0384070873	2378220.0000000000"
2016-06-29 10:49:05,"589	erc07	33.0413341522	2378880.0000000000"
2016-06-29 10:49:06,"586	erc07	34.0382320881	2379270.0000000000"
2016-06-29 10:49:07,"626	erc07	35.0780081749	2379020.0000000000"
2016-06-29 10:49:08,"609	erc07	36.0608191490	2378990.0000000000"
2016-06-29 10:49:09,"592	erc07	37.0438640118	2378690.0000000000"
2016-06-29 10:49:10,"591	erc07	38.0427131653	2378380.0000000000"
2016-06-29 10:49:11,"587	erc07	39.0385830402	2378240.0000000000"
2016-06-29 10:49:12,"590	erc07	40.0424780846	2377650.0000000000"
2016-06-29 10:49:13,"605	erc07	41.0574090481	2377760.0000000000"
2016-06-29 10:49:14,"588	erc07	42.0403180122	2379430.0000000000"
2016-06-29 10:49:15,"586	erc07	43.0382831097	2379280.0000000000"
2016-06-29 10:49:16,"586	erc07	44.0382070541	2378430.0000000000"
2016-06-29 10:49:17,"592	erc07	45.0440990925	2376740.0000000000"
2016-06-29 10:49:18,"586	erc07	46.0380260944	2375270.0000000000"
2016-06-29 10:49:19,"618	erc07	47.0699341297	2376800.0000000000"
2016-06-29 10:49:20,"601	erc07	48.0528512001	2378350.0000000000"
2016-06-29 10:49:21,"589	erc07	49.0408041477	2377710.0000000000"
