Enter a label: 2016-07-28 10:26:26,855	cs01	0.0375349522	2258090.0000000000
2016-07-28 10:26:27,855	cs01	1.0376720428	2258140.0000000000
2016-07-28 10:26:28,882	cs01	2.0647828579	2258130.0000000000
2016-07-28 10:26:29,861	cs01	3.0429270267	2258190.0000000000
2016-07-28 10:26:30,859	cs01	4.0410220623	2258130.0000000000
2016-07-28 10:26:31,856	cs01	5.0380029678	2258390.0000000000
2016-07-28 10:26:32,858	cs01	6.0400309563	2258210.0000000000
2016-07-28 10:26:33,855	cs01	7.0370540619	2257980.0000000000
2016-07-28 10:26:34,894	cs01	8.0761549473	2257110.0000000000
2016-07-28 10:26:35,877	cs01	9.0592370033	2256300.0000000000
2016-07-28 10:26:36,859	cs01	10.0413439274	2255760.0000000000
2016-07-28 10:26:37,859	cs01	11.0414528847	2256540.0000000000
2016-07-28 10:26:38,855	cs01	12.0375299454	2256320.0000000000
2016-07-28 10:26:39,858	cs01	13.0406229496	2256460.0000000000
2016-07-28 10:26:40,873	cs01	14.0556950569	2256630.0000000000
2016-07-28 10:26:41,856	cs01	15.0387339592	2257060.0000000000
2016-07-28 10:26:42,855	cs01	16.0368928909	2257110.0000000000
2016-07-28 10:26:43,856	cs01	17.0379168987	2257110.0000000000
2016-07-28 10:26:44,861	cs01	18.0429809093	2257150.0000000000
2016-07-28 10:26:45,855	cs01	19.0369749069	2257320.0000000000
2016-07-28 10:26:46,886	cs01	20.0678679943	2257340.0000000000
2016-07-28 10:26:47,868	cs01	21.0500278473	2257510.0000000000
2016-07-28 10:26:48,858	cs01	22.0400869846	2257540.0000000000
2016-07-28 10:26:49,855	cs01	23.0372059345	2257580.0000000000
2016-07-28 10:26:50,856	cs01	24.0382668972	2257870.0000000000
2016-07-28 10:26:51,883	cs01	25.0653710365	2257750.0000000000
2016-07-28 10:26:52,861	cs01	26.0434758663	2257680.0000000000
2016-07-28 10:26:53,859	cs01	27.0415449142	2257520.0000000000
2016-07-28 10:26:54,855	cs01	28.0375399590	2257540.0000000000
2016-07-28 10:26:55,857	cs01	29.0397639275	2257290.0000000000
2016-07-28 10:26:56,854	cs01	30.0367720127	2256870.0000000000
2016-07-28 10:26:57,894	cs01	31.0767269135	2257050.0000000000
2016-07-28 10:26:58,878	cs01	32.0599219799	2256640.0000000000
2016-07-28 10:26:59,860	cs01	33.0419828892	2256330.0000000000
2016-07-28 10:27:00,860	cs01	34.0421180725	2256810.0000000000
2016-07-28 10:27:01,855	cs01	35.0372629166	2256380.0000000000
2016-07-28 10:27:02,859	cs01	36.0412700176	2256500.0000000000
2016-07-28 10:27:03,874	cs01	37.0561890602	2256400.0000000000
2016-07-28 10:27:04,857	cs01	38.0394649506	2256590.0000000000
2016-07-28 10:27:05,855	cs01	39.0374770164	2256210.0000000000
2016-07-28 10:27:06,855	cs01	40.0376889706	2256280.0000000000
2016-07-28 10:27:07,860	cs01	41.0427989960	2256250.0000000000
2016-07-28 10:27:08,855	cs01	42.0369260311	2256300.0000000000
2016-07-28 10:27:09,887	cs01	43.0689899921	2256300.0000000000
2016-07-28 10:27:10,868	cs01	44.0500590801	2256260.0000000000
2016-07-28 10:27:11,858	cs01	45.0400860310	2256230.0000000000
2016-07-28 10:27:12,855	cs01	46.0371789932	2255840.0000000000
2016-07-28 10:27:13,856	cs01	47.0382969379	2254970.0000000000
2016-07-28 10:27:14,883	cs01	48.0653228760	2254560.0000000000
2016-07-28 10:27:15,862	cs01	49.0444779396	2255000.0000000000
2016-07-28 10:27:16,860	cs01	50.0424709320	2255590.0000000000
2016-07-28 10:27:17,855	cs01	51.0375869274	2255790.0000000000
2016-07-28 10:27:18,858	cs01	52.0407290459	2256430.0000000000
2016-07-28 10:27:19,855	cs01	53.0368988514	2251740.0000000000
2016-07-28 10:27:20,894	cs01	54.0768430233	2256210.0000000000
2016-07-28 10:27:21,878	cs01	55.0599298477	2255110.0000000000
2016-07-28 10:27:22,860	cs01	56.0420150757	2248860.0000000000
2016-07-28 10:27:23,860	cs01	57.0421218872	2252120.0000000000
2016-07-28 10:27:24,855	cs01	58.0372660160	2251750.0000000000
2016-07-28 10:27:25,859	cs01	59.0413980484	2254850.0000000000
2016-07-28 10:27:26,874	cs01	60.0564539433	2254670.0000000000
2016-07-28 10:27:27,857	cs01	61.0395619869	2256180.0000000000
2016-07-28 10:27:28,855	cs01	62.0376720428	2255070.0000000000
2016-07-28 10:27:29,856	cs01	63.0387539864	2254740.0000000000
2016-07-28 10:27:30,860	cs01	64.0428249836	2253820.0000000000
2016-07-28 10:27:31,856	cs01	65.0378999710	2253720.0000000000
2016-07-28 10:27:32,886	cs01	66.0688169003	2253470.0000000000
2016-07-28 10:27:33,869	cs01	67.0509488583	2253340.0000000000
2016-07-28 10:27:34,858	cs01	68.0401420593	2253340.0000000000
2016-07-28 10:27:35,855	cs01	69.0372290611	2253770.0000000000
2016-07-28 10:27:36,857	cs01	70.0392799377	2253510.0000000000
2016-07-28 10:27:37,883	cs01	71.0653500557	2253000.0000000000
2016-07-28 10:27:38,862	cs01	72.0444848537	2252420.0000000000
2016-07-28 10:27:39,860	cs01	73.0425350666	2254180.0000000000
2016-07-28 10:27:40,855	cs01	74.0376179218	2255180.0000000000
2016-07-28 10:27:41,858	cs01	75.0407588482	2255970.0000000000
2016-07-28 10:27:42,855	cs01	76.0368969440	2256440.0000000000
2016-07-28 10:27:43,896	cs01	77.0778989792	2257310.0000000000
2016-07-28 10:27:44,879	cs01	78.0609009266	2257600.0000000000
