time,mass
2016-06-29 13:47:42,"458	bi13	0.0416080952	2079020.0000000000"
2016-06-29 13:47:43,"454	bi13	1.0375449657	2078650.0000000000"
2016-06-29 13:47:44,"457	bi13	2.0404491425	2078670.0000000000"
2016-06-29 13:47:45,"469	bi13	3.0523729324	2078500.0000000000"
2016-06-29 13:47:46,"456	bi13	4.0393209457	2078270.0000000000"
2016-06-29 13:47:47,"454	bi13	5.0372469425	2078280.0000000002"
2016-06-29 13:47:48,"454	bi13	6.0372450352	2078250.0000000000"
2016-06-29 13:47:49,"459	bi13	7.0421710014	2078110.0000000002"
2016-06-29 13:47:50,"455	bi13	8.0380649567	2078110.0000000002"
2016-06-29 13:47:51,"483	bi13	9.0669310093	2078489.9999999998"
2016-06-29 13:47:52,"466	bi13	10.0498421192	2077889.9999999998"
2016-06-29 13:47:53,"456	bi13	11.0398180485	2077570.0000000002"
2016-06-29 13:47:54,"454	bi13	12.0376489162	2077650.0000000000"
2016-06-29 13:47:55,"455	bi13	13.0385229588	2077510.0000000002"
2016-06-29 13:47:56,"481	bi13	14.0642449856	2077389.9999999998"
2016-06-29 13:47:57,"460	bi13	15.0431411266	2077389.9999999998"
2016-06-29 13:47:58,"459	bi13	16.0421409607	2077270.0000000000"
2016-06-29 13:47:59,"455	bi13	17.0380020142	2077159.9999999998"
2016-06-29 13:48:00,"456	bi13	18.0399470329	2077110.0000000002"
2016-06-29 13:48:01,"453	bi13	19.0368521214	2077090.0000000002"
2016-06-29 13:48:02,"492	bi13	20.0757350922	2077080.0000000000"
2016-06-29 13:48:03,"475	bi13	21.0586550236	2077050.0000000002"
2016-06-29 13:48:04,"458	bi13	22.0415661335	2077050.0000000002"
2016-06-29 13:48:05,"459	bi13	23.0425419807	2077000.0000000000"
2016-06-29 13:48:06,"455	bi13	24.0383989811	2076909.9999999998"
2016-06-29 13:48:07,"458	bi13	25.0413489342	2076810.0000000000"
2016-06-29 13:48:08,"469	bi13	26.0522861481	2077060.0000000000"
2016-06-29 13:48:09,"456	bi13	27.0392401218	2076980.0000000000"
2016-06-29 13:48:10,"454	bi13	28.0370950699	2076850.0000000000"
2016-06-29 13:48:11,"454	bi13	29.0379619598	2076780.0000000002"
2016-06-29 13:48:12,"459	bi13	30.0429539680	2076580.0000000000"
2016-06-29 13:48:13,"454	bi13	31.0378899574	2076469.9999999998"
2016-06-29 13:48:14,"484	bi13	32.0677819252	2076440.0000000000"
2016-06-29 13:48:15,"466	bi13	33.0496981144	2076500.0000000000"
2016-06-29 13:48:16,"456	bi13	34.0395629406	2076469.9999999998"
2016-06-29 13:48:17,"454	bi13	35.0374889374	2076179.9999999998"
2016-06-29 13:48:18,"455	bi13	36.0384039879	2075760.0000000002"
2016-06-29 13:48:19,"478	bi13	37.0612139702	2075989.9999999998"
2016-06-29 13:48:20,"461	bi13	38.0441210270	2075980.0000000000"
2016-06-29 13:48:21,"459	bi13	39.0420610905	2075940.0000000000"
2016-06-29 13:48:22,"454	bi13	40.0379009247	2076010.0000000002"
2016-06-29 13:48:23,"457	bi13	41.0408389568	2075780.0000000002"
2016-06-29 13:48:24,"453	bi13	42.0367429256	2076179.9999999998"
2016-06-29 13:48:25,"492	bi13	43.0756521225	2076530.0000000002"
2016-06-29 13:48:26,"475	bi13	44.0584959984	2076380.0000000000"
2016-06-29 13:48:27,"458	bi13	45.0414330959	2076159.9999999998"
2016-06-29 13:48:28,"459	bi13	46.0423920155	2076159.9999999998"
2016-06-29 13:48:29,"454	bi13	47.0373799801	2076100.0000000000"
2016-06-29 13:48:30,"458	bi13	48.0412559509	2076179.9999999998"
2016-06-29 13:48:31,"469	bi13	49.0522239208	2077130.0000000000"
2016-06-29 13:48:32,"457	bi13	50.0402250290	2077130.0000000000"
2016-06-29 13:48:33,"454	bi13	51.0371210575	2076070.0000000002"
2016-06-29 13:48:34,"455	bi13	52.0379860401	2083429.9999999998"
2016-06-29 13:48:35,"459	bi13	53.0429499149	2081710.0000000000"
2016-06-29 13:48:36,"454	bi13	54.0379209518	2079210.0000000000"
2016-06-29 13:48:37,"484	bi13	55.0677070618	2084330.0000000000"
2016-06-29 13:48:38,"467	bi13	56.0506000519	2081860.0000000002"
2016-06-29 13:48:39,"457	bi13	57.0405650139	2083989.9999999998"
2016-06-29 13:48:40,"454	bi13	58.0375621319	2081489.9999999998"
