time,mass
2016-06-29 14:43:08,"761	bi23	0.0369718075	2138110.0000000000"
2016-06-29 14:43:09,"766	bi23	1.0417900085	2137840.0000000000"
2016-06-29 14:43:10,"761	bi23	2.0368208885	2137700.0000000000"
2016-06-29 14:43:11,"791	bi23	3.0667448044	2137410.0000000000"
2016-06-29 14:43:12,"772	bi23	4.0486578941	2137530.0000000000"
2016-06-29 14:43:13,"763	bi23	5.0395059586	2137970.0000000000"
2016-06-29 14:43:14,"762	bi23	6.0384778976	2137640.0000000000"
2016-06-29 14:43:15,"761	bi23	7.0373709202	2137170.0000000000"
2016-06-29 14:43:16,"788	bi23	8.0642700195	2136840.0000000000"
2016-06-29 14:43:17,"767	bi23	9.0431599617	2136450.0000000000"
2016-06-29 14:43:18,"765	bi23	10.0410449505	2136500.0000000000"
2016-06-29 14:43:19,"761	bi23	11.0370318890	2136160.0000000000"
2016-06-29 14:43:20,"764	bi23	12.0399699211	2135360.0000000000"
2016-06-29 14:43:21,"762	bi23	13.0378649235	2136750.0000000000"
2016-06-29 14:43:22,"800	bi23	14.0757589340	2136950.0000000000"
2016-06-29 14:43:23,"782	bi23	15.0586488247	2136710.0000000000"
2016-06-29 14:43:24,"771	bi23	16.0476098061	2136490.0000000000"
2016-06-29 14:43:25,"770	bi23	17.0465078354	2136610.0000000000"
2016-06-29 14:43:26,"761	bi23	18.0374598503	2136630.0000000000"
2016-06-29 14:43:27,"765	bi23	19.0413758755	2136660.0000000000"
2016-06-29 14:43:28,"779	bi23	20.0552458763	2136550.0000000000"
2016-06-29 14:43:29,"763	bi23	21.0391848087	2136430.0000000000"
2016-06-29 14:43:30,"761	bi23	22.0371308327	2136490.0000000000"
2016-06-29 14:43:31,"762	bi23	23.0379309654	2136540.0000000000"
2016-06-29 14:43:32,"767	bi23	24.0427978039	2136510.0000000000"
2016-06-29 14:43:33,"761	bi23	25.0367259979	2136490.0000000000"
2016-06-29 14:43:34,"791	bi23	26.0675828457	2136390.0000000000"
2016-06-29 14:43:35,"774	bi23	27.0505578518	2136350.0000000000"
2016-06-29 14:43:36,"763	bi23	28.0394580364	2136350.0000000000"
2016-06-29 14:43:37,"762	bi23	29.0383958817	2136350.0000000000"
2016-06-29 14:43:38,"762	bi23	30.0383288860	2136350.0000000000"
2016-06-29 14:43:39,"788	bi23	31.0642158985	2136240.0000000000"
2016-06-29 14:43:40,"767	bi23	32.0431098938	2136220.0000000000"
2016-06-29 14:43:41,"766	bi23	33.0420110226	2136210.0000000000"
2016-06-29 14:43:42,"761	bi23	34.0370159149	2136220.0000000000"
2016-06-29 14:43:43,"764	bi23	35.0400090218	2136100.0000000000"
2016-06-29 14:43:44,"761	bi23	36.0368719101	2136040.0000000000"
2016-06-29 14:43:45,"800	bi23	37.0757439137	2135960.0000000000"
2016-06-29 14:43:46,"783	bi23	38.0586860180	2135880.0000000000"
2016-06-29 14:43:47,"773	bi23	39.0486869812	2135820.0000000000"
2016-06-29 14:43:48,"770	bi23	40.0465099812	2135720.0000000000"
2016-06-29 14:43:49,"764	bi23	41.0404119492	2135630.0000000000"
2016-06-29 14:43:50,"765	bi23	42.0413479805	2135620.0000000000"
2016-06-29 14:43:51,"776	bi23	43.0522799492	2135620.0000000000"
2016-06-29 14:43:52,"763	bi23	44.0391390324	2135480.0000000000"
2016-06-29 14:43:53,"761	bi23	45.0370728970	2135430.0000000000"
2016-06-29 14:43:54,"762	bi23	46.0379629135	2135460.0000000000"
2016-06-29 14:43:55,"767	bi23	47.0429098606	2135520.0000000000"
2016-06-29 14:43:56,"761	bi23	48.0368778706	2136100.0000000000"
2016-06-29 14:43:57,"792	bi23	49.0676848888	2135530.0000000000"
2016-06-29 14:43:58,"773	bi23	50.0495808125	2135260.0000000000"
2016-06-29 14:43:59,"763	bi23	51.0395379066	2135060.0000000000"
2016-06-29 14:44:00,"762	bi23	52.0384390354	2131320.0000000000"
2016-06-29 14:44:01,"762	bi23	53.0383310318	2127860.0000000000"
2016-06-29 14:44:02,"788	bi23	54.0642888546	2126370.0000000000"
2016-06-29 14:44:03,"768	bi23	55.0441808701	2128140.0000000000"
2016-06-29 14:44:04,"766	bi23	56.0421378613	2129670.0000000000"
2016-06-29 14:44:05,"761	bi23	57.0371139050	2135530.0000000000"
2016-06-29 14:44:06,"765	bi23	58.0409429073	2129030.0000000000"
2016-06-29 14:44:07,"761	bi23	59.0369198322	2128780.0000000000"
2016-06-29 14:44:08,"800	bi23	60.0757379532	2127580.0000000000"
2016-06-29 14:44:09,"782	bi23	61.0585968494	2127790.0000000000"
2016-06-29 14:44:10,"772	bi23	62.0485618114	2127380.0000000000"
2016-06-29 14:44:11,"771	bi23	63.0475308895	2125270.0000000000"
2016-06-29 14:44:12,"762	bi23	64.0384390354	2123150.0000000000"
2016-06-29 14:44:13,"765	bi23	65.0413458347	2121430.0000000000"
2016-06-29 14:44:14,"780	bi23	66.0562620163	2119180.0000000000"
2016-06-29 14:44:15,"764	bi23	67.0401389599	2116480.0000000000"
2016-06-29 14:44:16,"761	bi23	68.0370659828	2114510.0000000000"
