time,mass
2016-06-22 11:24:53,"130	sn21	0.0375201702	2103240.0000000000"
2016-06-22 11:24:54,"134	sn21	1.0407969952	2103800.0000000000"
2016-06-22 11:24:55,"145	sn21	2.0519251823	2104000.0000000000"
2016-06-22 11:24:56,"132	sn21	3.0392692089	2103620.0000000000"
2016-06-22 11:24:57,"130	sn21	4.0375239849	2103010.0000000000"
2016-06-22 11:24:58,"130	sn21	5.0377211571	2103350.0000000000"
2016-06-22 11:24:59,"136	sn21	6.0428581238	2105170.0000000000"
2016-06-22 11:25:00,"130	sn21	7.0372090340	2104460.0000000000"
2016-06-22 11:25:01,"160	sn21	8.0674660206	2105560.0000000000"
2016-06-22 11:25:02,"142	sn21	9.0497300625	2105810.0000000000"
2016-06-22 11:25:03,"133	sn21	10.0399551392	2106600.0000000000"
2016-06-22 11:25:04,"130	sn21	11.0372531414	2106450.0000000000"
2016-06-22 11:25:05,"131	sn21	12.0384330750	2105980.0000000000"
2016-06-22 11:25:06,"157	sn21	13.0646460056	2106390.0000000000"
2016-06-22 11:25:07,"137	sn21	14.0438930988	2104660.0000000000"
2016-06-22 11:25:08,"135	sn21	15.0421020985	2104360.0000000000"
2016-06-22 11:25:09,"130	sn21	16.0374441147	2103110.0000000000"
2016-06-22 11:25:10,"133	sn21	17.0406150818	2103790.0000000000"
2016-06-22 11:25:11,"131	sn21	18.0378210545	2104000.0000000000"
2016-06-22 11:25:12,"171	sn21	19.0780889988	2104190.0000000000"
2016-06-22 11:25:13,"151	sn21	20.0582962036	2104150.0000000000"
2016-06-22 11:25:14,"134	sn21	21.0414371490	2104680.0000000000"
2016-06-22 11:25:15,"135	sn21	22.0426690578	2103270.0000000000"
2016-06-22 11:25:16,"130	sn21	23.0369691849	2104080.0000000000"
2016-06-22 11:25:17,"134	sn21	24.0411820412	2103920.0000000000"
2016-06-22 11:25:18,"145	sn21	25.0524561405	2104190.0000000000"
2016-06-22 11:25:19,"132	sn21	26.0396120548	2105050.0000000000"
2016-06-22 11:25:20,"130	sn21	27.0368549824	2104410.0000000000"
2016-06-22 11:25:21,"131	sn21	28.0381112099	2104070.0000000000"
2016-06-22 11:25:22,"136	sn21	29.0433540344	2104370.0000000000"
2016-06-22 11:25:23,"130	sn21	30.0375611782	2104310.0000000000"
2016-06-22 11:25:24,"161	sn21	31.0677959919	2104060.0000000000"
2016-06-22 11:25:25,"143	sn21	32.0501091480	2103650.0000000000"
2016-06-22 11:25:26,"133	sn21	33.0404601097	2103690.0000000000"
2016-06-22 11:25:27,"131	sn21	34.0386190414	2103690.0000000000"
2016-06-22 11:25:28,"132	sn21	35.0388460159	2103640.0000000000"
2016-06-22 11:25:29,"130	sn21	36.0371181965	2103780.0000000000"
2016-06-22 11:25:30,"137	sn21	37.0443251133	2103870.0000000000"
2016-06-22 11:25:31,"135	sn21	38.0425610542	2103750.0000000000"
2016-06-22 11:25:32,"131	sn21	39.0377991199	2104050.0000000000"
2016-06-22 11:25:33,"134	sn21	40.0410380363	2104500.0000000000"
2016-06-22 11:25:34,"130	sn21	41.0373082161	2105550.0000000000"
2016-06-22 11:25:35,"170	sn21	42.0775120258	2104810.0000000000"
2016-06-22 11:25:36,"152	sn21	43.0588221550	2104850.0000000000"
2016-06-22 11:25:37,"135	sn21	44.0420701504	2105780.0000000000"
2016-06-22 11:25:38,"135	sn21	45.0423121452	2105680.0000000000"
2016-06-22 11:25:39,"130	sn21	46.0375621319	2105660.0000000000"
2016-06-22 11:25:40,"135	sn21	47.0418291092	2104960.0000000000"
2016-06-22 11:25:41,"146	sn21	48.0531129837	2104140.0000000000"
2016-06-22 11:25:42,"133	sn21	49.0403740406	2103500.0000000000"
2016-06-22 11:25:43,"130	sn21	50.0376110077	2104000.0000000000"
2016-06-22 11:25:44,"132	sn21	51.0388951302	2103830.0000000000"
2016-06-22 11:25:45,"136	sn21	52.0431520939	2109170.0000000000"
2016-06-22 11:25:46,"130	sn21	53.0374472141	2111850.0000000000"
2016-06-22 11:25:47,"161	sn21	54.0685911179	2116930.0000000000"
2016-06-22 11:25:48,"144	sn21	55.0508630276	2115700.0000000000"
2016-06-22 11:25:49,"133	sn21	56.0401279926	2116810.0000000000"
2016-06-22 11:25:50,"130	sn21	57.0374450684	2115580.0000000000"
2016-06-22 11:25:51,"131	sn21	58.0386090279	2108670.0000000000"
2016-06-22 11:25:52,"130	sn21	59.0367760658	2106060.0000000000"
2016-06-22 11:25:53,"137	sn21	60.0441160202	2113270.0000000000"
2016-06-22 11:25:54,"135	sn21	61.0423371792	2098360.0000000000"
2016-06-22 11:25:55,"130	sn21	62.0375411510	2101520.0000000000"
2016-06-22 11:25:56,"134	sn21	63.0407772064	2100240.0000000000"
2016-06-22 11:25:57,"130	sn21	64.0370850563	2100430.0000000000"
2016-06-22 11:25:58,"171	sn21	65.0783181190	2096420.0000000000"
2016-06-22 11:25:59,"152	sn21	66.0595700741	2093540.0000000000"
2016-06-22 11:26:00,"136	sn21	67.0428249836	2093719.9999999998"
2016-06-22 11:26:01,"136	sn21	68.0430800915	2090520.0000000000"
2016-06-22 11:26:02,"130	sn21	69.0373430252	2091310.0000000000"
2016-06-22 11:26:03,"134	sn21	70.0415279865	2086900.0000000000"
2016-06-22 11:26:04,"145	sn21	71.0527310371	2089610.0000000002"
2016-06-22 11:26:05,"133	sn21	72.0399479866	2087610.0000000002"
2016-06-22 11:26:06,"130	sn21	73.0372440815	2086320.0000000002"
2016-06-22 11:26:07,"131	sn21	74.0384280682	2086860.0000000002"
2016-06-22 11:26:08,"136	sn21	75.0436379910	2085980.0000000000"
2016-06-22 11:26:09,"131	sn21	76.0378770828	2085030.0000000002"
2016-06-22 11:26:10,"162	sn21	77.0690641403	2083920.0000000000"
2016-06-22 11:26:11,"144	sn21	78.0513641834	2083250.0000000000"
2016-06-22 11:26:12,"134	sn21	79.0415999889	2083219.9999999998"
2016-06-22 11:26:13,"130	sn21	80.0368020535	2082489.9999999998"
2016-06-22 11:26:14,"132	sn21	81.0390980244	2082320.0000000002"
