time,mass
2016-06-22 14:22:42,"604	erc03	0.0436911583	2412890.0000000000"
2016-06-22 14:22:43,"597	erc03	1.0370130539	2412830.0000000000"
2016-06-22 14:22:44,"602	erc03	2.0422439575	2412520.0000000000"
2016-06-22 14:22:45,"598	erc03	3.0374541283	2412510.0000000000"
2016-06-22 14:22:46,"637	erc03	4.0767240524	2412340.0000000000"
2016-06-22 14:22:47,"620	erc03	5.0600910187	2412070.0000000000"
2016-06-22 14:22:48,"603	erc03	6.0433690548	2412050.0000000000"
2016-06-22 14:22:49,"604	erc03	7.0436940193	2412220.0000000000"
2016-06-22 14:22:50,"598	erc03	8.0379691124	2436900.0000000000"
2016-06-22 14:22:51,"603	erc03	9.0431461334	2446830.0000000000"
2016-06-22 14:22:52,"613	erc03	10.0533599854	2446930.0000000000"
2016-06-22 14:22:53,"601	erc03	11.0406529903	2446980.0000000000"
2016-06-22 14:22:54,"598	erc03	12.0379071236	2443770.0000000000"
2016-06-22 14:22:55,"599	erc03	13.0391950607	2442920.0000000000"
2016-06-22 14:22:56,"598	erc03	14.0375380516	2443430.0000000000"
2016-06-22 14:22:57,"599	erc03	15.0388209820	2444000.0000000000"
2016-06-22 14:22:58,"629	erc03	16.0690979958	2443310.0000000000"
2016-06-22 14:22:59,"612	erc03	17.0514080524	2442200.0000000000"
2016-06-22 14:23:00,"602	erc03	18.0417170525	2442120.0000000000"
2016-06-22 14:23:01,"597	erc03	19.0370049477	2441520.0000000000"
2016-06-22 14:23:02,"600	erc03	20.0402250290	2441940.0000000000"
2016-06-22 14:23:03,"598	erc03	21.0375399590	2441640.0000000000"
2016-06-22 14:23:04,"606	erc03	22.0458819866	2440640.0000000000"
2016-06-22 14:23:05,"597	erc03	23.0371179581	2440580.0000000000"
2016-06-22 14:23:06,"597	erc03	24.0372641087	2441220.0000000000"
2016-06-22 14:23:07,"602	erc03	25.0416519642	2439850.0000000000"
2016-06-22 14:23:08,"597	erc03	26.0369751453	2440660.0000000000"
2016-06-22 14:23:09,"638	erc03	27.0781519413	2440810.0000000000"
2016-06-22 14:23:10,"621	erc03	28.0604801178	2442190.0000000000"
2016-06-22 14:23:11,"604	erc03	29.0438001156	2440270.0000000000"
2016-06-22 14:23:12,"597	erc03	30.0371010303	2440290.0000000000"
2016-06-22 14:23:13,"598	erc03	31.0382280350	2440780.0000000000"
2016-06-22 14:23:14,"604	erc03	32.0435221195	2440520.0000000000"
2016-06-22 14:23:15,"614	erc03	33.0537960529	2440730.0000000000"
2016-06-22 14:23:16,"601	erc03	34.0411150455	2440700.0000000000"
2016-06-22 14:23:17,"598	erc03	35.0374391079	2440740.0000000000"
2016-06-22 14:23:18,"600	erc03	36.0396730900	2441180.0000000000"
2016-06-22 14:23:19,"597	erc03	37.0369009972	2442020.0000000000"
2016-06-22 14:23:20,"599	erc03	38.0391969681	2441370.0000000000"
2016-06-22 14:23:21,"630	erc03	39.0695371628	2440430.0000000000"
2016-06-22 14:23:22,"612	erc03	40.0518500805	2439800.0000000000"
2016-06-22 14:23:23,"602	erc03	41.0421559811	2440160.0000000000"
2016-06-22 14:23:24,"597	erc03	42.0372619629	2439740.0000000000"
2016-06-22 14:23:25,"601	erc03	43.0406780243	2440090.0000000000"
2016-06-22 14:23:26,"597	erc03	44.0370039940	2440090.0000000000"
2016-06-22 14:23:27,"606	erc03	45.0463061333	2440180.0000000000"
2016-06-22 14:23:28,"598	erc03	46.0376689434	2440640.0000000000"
2016-06-22 14:23:29,"598	erc03	47.0379850864	2442230.0000000000"
2016-06-22 14:23:30,"602	erc03	48.0422279835	2439480.0000000000"
2016-06-22 14:23:31,"598	erc03	49.0375421047	2441330.0000000000"
2016-06-22 14:23:32,"638	erc03	50.0777001381	2439530.0000000000"
2016-06-22 14:23:33,"621	erc03	51.0609779358	2443630.0000000000"
2016-06-22 14:23:34,"603	erc03	52.0431940556	2449030.0000000000"
2016-06-22 14:23:35,"598	erc03	53.0374369621	2448780.0000000000"
2016-06-22 14:23:36,"598	erc03	54.0378971100	2445750.0000000000"
2016-06-22 14:23:37,"603	erc03	55.0430960655	2437640.0000000000"
2016-06-22 14:23:38,"614	erc03	56.0543589592	2435430.0000000000"
2016-06-22 14:23:39,"602	erc03	57.0417690277	2433510.0000000000"
2016-06-22 14:23:40,"597	erc03	58.0370061398	2430270.0000000000"
2016-06-22 14:23:41,"600	erc03	59.0402231216	2425950.0000000000"
2016-06-22 14:23:42,"598	erc03	60.0374839306	2421940.0000000000"
2016-06-22 14:23:43,"600	erc03	61.0397210121	2423180.0000000000"
2016-06-22 14:23:44,"629	erc03	62.0691010952	2421000.0000000000"
2016-06-22 14:23:45,"612	erc03	63.0523350239	2415690.0000000000"
2016-06-22 14:23:46,"603	erc03	64.0426220894	2409930.0000000000"
2016-06-22 14:23:47,"597	erc03	65.0368831158	2405250.0000000000"
2016-06-22 14:23:48,"601	erc03	66.0411610603	2402170.0000000000"
2016-06-22 14:23:49,"597	erc03	67.0373649597	2400460.0000000000"
2016-06-22 14:23:50,"607	erc03	68.0465331078	2400890.0000000000"
